names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,"['AUDNZD', 'NZDCAD', 'AUDCAD', 'EURCAD', 'GBPAUD', 'AUDUSD', 'NZDUSD', 'EURNZD']",100.0,1.0,B
USDJPY,30,"['USDCHF', 'EURUSD', 'EURGBP', 'GBPUSD']",80.0,-0.916809523809524,S
USDCAD,10,"['CHFJPY', 'EURJPY']",80.0,-0.18438095238095237,S
AUDUSD,20,['USDCAD'],80.0,0.6530763680763682,B
NZDUSD,20,['USDCAD'],80.0,0.5767244422244423,B
GBPCHF,10,"['NZDJPY', 'AUDUSD', 'NZDUSD', 'AUDJPY']",100.0,0.9840000000000001,B
EURCHF,15,['AUDNZD'],80.0,1.0,B
AUDCHF,20,"['GBPUSD', 'AUDJPY']",80.0,0.985,B
GBPJPY,20,"['CADJPY', 'GBPUSD']",80.0,-0.3296204906204906,S
GBPCAD,10,"['EURJPY', 'USDJPY']",80.0,0.7514047619047619,B
GBPAUD,10,"['GBPCAD', 'USDCAD']",80.0,-1.0,S
EURCAD,10,['GBPCAD'],80.0,0.6408015873015875,B
CADJPY,20,['AUDCAD'],100.0,0.21499198024198016,B
AUDJPY,10,['CHFJPY'],80.0,0.976,B
NZDJPY,10,['CHFJPY'],80.0,1.0,B
NZDCAD,15,['EURCAD'],80.0,0.7313230658230655,B
