date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2018.11.26,-47.99999999998139,-18.000000000000682,-54.99999999998284,-2.999999999997449,-29.999999999996696,-66.00000000001049,-30.0000000000189,-1.999999999990898,-46.999999999997044,-65.99999999998829,-134.00000000001188,-86.0000000000083,-21.000000000000796,-3.0000000000001137,-33.999999999991815,-37.00000000000925,,-679.9999999999867
2018.11.26,-78.99999999998464,-15.000000000000568,-51.000000000001044,24.999999999997247,14.000000000002899,-109.00000000000354,-32.0000000000098,35.00000000000725,32.99999999998704,-116.99999999998934,18.999999999991246,-68.00000000000139,-18.000000000000682,27.000000000001023,21.000000000000796,34.000000000000696,,-281.00000000000284
2018.11.26,-78.00000000000028,-16.999999999995907,-29.999999999996696,43.999999999999595,70.0000000000034,-62.000000000006494,-31.000000000003247,69.00000000000794,-2.0000000000095497,-141.99999999999767,18.0000000000069,-86.99999999999264,-9.000000000000341,28.999999999996362,84.00000000000318,110.99999999999443,,-32.99999999999102
2018.11.26,-131.99999999999878,-21.99999999999136,-72.99999999998974,2.999999999997449,92.00000000000318,-77.00000000001594,-5.000000000010552,33.000000000005244,66.0000000000025,-109.99999999998789,-48.000000000003595,-56.99999999999594,-46.999999999997044,-25.000000000005684,93.00000000000352,154.99999999999403,,-153.99999999999062
2018.11.26,-124.99999999999733,-65.99999999998829,-59.99999999999339,44.99999999999504,128.00000000000588,-67.00000000001705,-8.000000000008,79.00000000000685,-34.000000000020236,-148.99999999999915,52.99999999999194,-42.999999999993044,-10.99999999999568,45.000000000001705,162.00000000000614,196.99999999999162,,145.99999999998695
2018.11.26,-194.99999999998963,-82.99999999999841,-38.99999999998904,14.999999999998348,108.00000000000809,-121.99999999999989,9.999999999998899,64.0000000000085,14.999999999986358,-254.999999999983,124.99999999999733,-59.000000000009045,3.0000000000001137,60.99999999999284,168.99999999999693,161.99999999999548,,-20.999999999986102
2018.11.26,-188.9999999999947,-178.99999999998784,-41.000000000002146,12.000000000000899,99.00000000000463,-113.00000000000753,11.999999999989797,60.99999999999994,-62.00000000001182,-306.9999999999906,75.00000000000284,-182.99999999999983,40.00000000000625,60.99999999999284,165.00000000000625,147.99999999999258,,-400.9999999999984
2018.11.26,-275.9999999999874,-335.9999999999985,-28.999999999990145,-26.999999999999247,79.00000000000685,-102.00000000000209,29.999999999996696,68.00000000000139,-197.00000000000273,-361.9999999999957,146.00000000000168,-187.00000000000384,157.0000000000107,153.99999999999636,270.00000000001023,127.99999999999478,,-483.9999999999609
2018.11.26,-229.99999999999687,-376.99999999999534,-2.999999999997449,32.999999999994145,130.0000000000079,-70.99999999999883,58.99999999998684,124.00000000000189,-248.00000000001887,-365.99999999999966,226.99999999999943,-168.99999999999693,264.00000000001,254.99999999999545,365.0000000000091,165.9999999999995,,159.00000000000006
2018.11.26,-241.00000000000233,-350.9999999999991,-24.999999999986144,60.99999999999994,184.00000000000637,-53.999999999998494,68.99999999998573,165.00000000000404,-237.99999999999955,-327.99999999999494,270.99999999999903,-163.00000000000205,246.9999999999999,307.00000000000216,421.99999999999704,236.99999999999832,,563.0000000000101
2018.11.26,-222.99999999999542,-341.99999999999875,-15.999999999993797,85.99999999999719,202.9999999999976,-35.00000000000725,79.99999999999119,194.0000000000053,-264.00000000001,-371.99999999999454,381.99999999999346,-195.00000000001182,234.99999999999943,310.99999999999284,441.0000000000025,266.999999999995,,751.9999999999629
2018.11.26,-163.00000000000205,-328.9999999999935,48.000000000003595,156.99999999999602,262.00000000000665,10.999999999983245,129.00000000000134,259.0000000000092,-319.0000000000168,-352.9999999999811,448.000000000004,-171.99999999999437,275.0000000000057,397.99999999999613,513.0000000000052,286.99999999999284,,1451.000000000016
2018.11.26,-116.99999999998934,-317.99999999999784,49.00000000001015,142.99999999999312,265.99999999999955,-59.000000000009045,44.99999999998394,200.00000000000017,-301.00000000001614,-255.99999999998957,330.0000000000081,-124.99999999999733,273.00000000001035,362.99999999999955,493.0000000000092,298.9999999999937,,1285.0000000000084
2018.11.26,-119.99999999998678,-330.99999999998886,63.000000000013046,148.0000000000037,285.00000000000193,-26.999999999999247,88.99999999998354,214.99999999999852,-318.00000000001205,-269.9999999999925,374.0000000000077,-124.99999999999733,301.00000000000193,390.00000000000057,542.0000000000016,334.00000000000097,,1550.0000000000366
2018.11.26,-109.99999999998789,-358.99999999999466,89.00000000000574,185.99999999999727,314.0000000000032,-49.00000000001015,101.99999999997988,220.00000000000907,-361.99999999999477,-322.00000000000006,438.9999999999894,-100.99999999999554,319.0000000000026,450.9999999999934,587.0000000000033,348.9999999999993,,1753.0000000000002
