date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,EURCAD,CADJPY,NZDCAD,AUDNZD,empty,sum
2015.01.19,-60.99999999999994,-89.00000000000574,87.99999999999386,-18.999999999991246,106.00000000000608,31.000000000003247,-26.999999999999247,112.99999999999955,-109.00000000000354,7.9999999999968985,-36.999999999998145,136.00000000000279,-95.999999999985,24.00000000000091,-68.99999999999685,144.99999999999514,,144.0000000000188
2015.01.19,-42.999999999993044,-110.99999999999443,55.999999999997385,-38.0000000000047,34.000000000000696,21.00000000000435,-27.999999999994696,81.99999999999363,-74.00000000000739,-51.000000000001044,-58.000000000002494,78.00000000000028,-95.999999999985,-33.00000000000125,-35.999999999991594,25.999999999992696,,-270.9999999999866
2015.01.19,-151.00000000001222,-112.000000000001,82.99999999999841,-32.0000000000098,80.99999999999774,-358.9999999999982,-266.999999999995,383.0000000000098,95.00000000000064,143.00000000000423,-12.000000000000899,251.00000000000122,-102.00000000000209,-20.000000000010232,9.999999999998899,78.00000000000028,,68.99999999998181
2015.01.19,-127.00000000001043,-79.99999999999119,-111.0000000000042,-86.0000000000083,60.99999999999994,288.99999999998374,241.99999999999778,-481.9999999999993,-212.00000000000108,-219.99999999999798,-6.0000000000060005,136.00000000000279,-4.999999999988347,-237.99999999999955,58.000000000002494,-35.00000000000725,,-816.0000000000271
2015.01.19,-144.99999999999514,-65.00000000000395,-123.00000000000466,-113.99999999999189,153.00000000000313,255.99999999998957,200.00000000000017,-496.0000000000093,-180.0000000000024,-128.00000000000588,12.999999999996348,116.99999999998934,48.000000000003595,-275.0000000000057,50.0000000000056,60.99999999999994,,-628.0000000000314
2015.01.19,-86.99999999999264,-89.99999999999008,28.000000000005798,-113.99999999999189,124.00000000000189,-175.99999999999838,-146.99999999999713,207.9999999999984,59.99999999999339,104.99999999999955,-28.000000000005798,32.999999999994145,23.00000000001745,-146.0000000000008,79.00000000000685,-4.999999999988347,,-132.99999999994762
2015.01.19,-121.99999999999989,-150.99999999999002,414.99999999999204,-72.99999999998974,33.000000000005244,-275.000000000003,-256.99999999999613,704.0000000000077,90.99999999999665,65.00000000000395,-53.999999999998494,150.00000000000568,-104.99999999999955,210.99999999999852,53.999999999998494,-59.000000000009045,,627.0000000000224
2015.01.19,-154.0000000000097,-173.99999999998528,325.9999999999934,-14.000000000002899,4.999999999999449,-9.999999999998899,-54.999999999993946,318.00000000001205,-118.00000000000699,-112.000000000001,-51.000000000001044,279.00000000000705,-197.00000000000273,189.99999999999773,82.00000000000429,-82.99999999998863,,232.00000000002285
2015.01.19,-99.00000000000463,-55.000000000005045,239.00000000000432,-119.00000000000244,28.000000000005798,-370.00000000000364,-251.99999999999667,605.9999999999945,174.99999999999181,119.99999999999788,-4.999999999999449,52.000000000007596,65.00000000000395,30.000000000001137,31.000000000003247,-76.99999999999375,,369.0000000000047
2015.01.19,-90.00000000001229,-31.999999999987594,314.9999999999977,-106.00000000000608,50.0000000000056,-829.0000000000131,-604.9999999999889,1207.9999999999984,435.9999999999919,405.9999999999952,4.000000000004,38.0000000000047,82.00000000000429,119.99999999999034,82.99999999999974,-107.99999999999699,,971.999999999987
2015.01.19,-93.00000000000975,-38.0000000000047,495.00000000000455,-62.99999999999084,-149.99999999999457,-707.0000000000132,-488.999999999995,1275.0000000000057,340.9999999999913,171.99999999999437,4.000000000004,120.99999999999334,17.000000000000348,311.9999999999976,79.00000000000685,-313.99999999999204,,961.9999999999977
2015.01.19,-112.000000000001,-70.99999999999883,358.0000000000041,-107.99999999999699,-98.99999999999353,-1021.0000000000052,-753.0000000000036,1420.9999999999923,527.9999999999951,373.00000000000114,-6.0000000000060005,75.00000000000284,32.0000000000098,161.00000000000136,60.00000000000449,-268.0000000000016,,570.0000000000041
