date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.01.19,-102.00000000000209,-144.99999999999514,-22.999999999996135,-55.000000000005045,-13.999999999991797,-51.000000000001044,-53.999999999998494,-56.99999999998795,-204.00000000000418,-206.00000000000617,-107.00000000000153,-161.00000000001114,-51.00000000000193,-160.0000000000108,-122.99999999999534,-133.99999999998968,,-1646.9999999999989
2015.01.19,-164.99999999999292,-126.0000000000039,52.99999999999727,-102.00000000000209,31.000000000003247,-75.00000000000284,-90.99999999999665,45.000000000015916,-119.00000000000244,-56.99999999999594,-82.00000000000429,-69.00000000000794,-36.000000000001364,-163.0000000000109,-126.99999999999933,-35.999999999991594,,-1118.999999999996
2015.01.19,-175.99999999999838,-200.99999999998454,-10.000000000005116,-79.99999999999119,29.000000000001247,-404.0000000000044,-322.00000000000006,-155.00000000000114,-172.00000000000549,-138.00000000000477,-72.0000000000054,76.99999999999375,-127.00000000000955,-56.000000000011596,-42.999999999993044,15.00000000000945,,-1835.00000000001
2015.01.19,-173.00000000000094,-204.00000000000418,-115.99999999999966,-89.99999999999008,47.00000000000814,-374.0000000000077,-291.99999999999227,-556.999999999988,-268.0000000000016,-260.00000000000466,-70.99999999999883,124.99999999999733,-251.00000000000477,-25.000000000005684,-19.999999999997797,-78.00000000000028,,-2606.999999999991
2015.01.19,-170.00000000000347,-126.99999999998823,-155.00000000000114,-150.00000000000568,60.00000000000449,214.00000000000307,186.00000000000838,-538.9999999999873,-265.99999999999955,-239.0000000000003,-26.000000000003798,79.00000000000685,-307.00000000000216,107.99999999998988,-4.999999999999449,-42.0000000000087,,-1378.9999999999873
2015.01.19,-170.00000000000347,-106.99999999999044,-173.00000000000182,-120.00000000000898,73.00000000000084,-283.000000000011,-295.0000000000008,-514.9999999999864,-225.00000000000853,-194.0000000000053,-82.00000000000429,-97.9999999999981,-303.0000000000115,83.99999999998897,-0.999999999995449,-21.00000000000435,,-2430.000000000041
2015.01.19,-140.0000000000068,-164.99999999999292,6.000000000000227,-157.00000000000713,-3.999999999992898,-324.9999999999975,-290.9999999999968,10.99999999999568,-28.000000000005798,27.999999999994696,-65.00000000000395,-5.000000000010552,-152.00000000000102,-250.0,4.000000000004,-120.99999999999334,,-1654.0000000000139
2015.01.19,-201.00000000000674,-209.9999999999991,272.99999999999613,-80.99999999999774,-115.99999999999389,-314.00000000001427,-265.99999999999955,210.00000000000796,-139.00000000000023,-153.99999999999858,-75.9999999999983,140.0000000000068,128.0000000000001,-293.00000000000637,-12.999999999996348,-175.99999999999838,,-1287.9999999999984
2015.01.19,-170.00000000000347,-208.99999999999253,191.0000000000025,-137.9999999999937,-58.000000000002494,-392.9999999999989,-290.9999999999968,318.00000000001205,-114.00000000000298,-114.99999999999844,-68.99999999999685,31.000000000003247,-23.000000000010346,-181.0000000000116,23.00000000000635,-235.99999999999176,,-1433.9999999999757
2015.01.19,-116.00000000000499,-96.99999999999153,219.99999999999886,-130.99999999999224,-17.999999999995797,-849.9999999999952,-628.0000000000064,570.999999999998,162.99999999999093,85.00000000000173,-24.000000000001798,31.000000000003247,6.999999999990791,-165.00000000000625,-41.000000000002146,-129.00000000000134,,-1122.000000000014
