date,EURCHF,EURCAD,EURAUD,EURNZD,empty,sum
2020.05.11,-35.999999999991594,-175.99999999999838,-295.0000000000008,-446.0000000000131,,-953.0000000000039
2020.05.11,-41.000000000002146,-186.99999999998164,-381.99999999999346,-565.9999999999999,,-1175.9999999999773
2020.05.11,-18.999999999991246,-224.99999999998633,-580.999999999987,-808.9999999999931,,-1633.9999999999577
2020.05.11,-1.0000000000065512,-232.99999999999432,-449.9999999999948,-724.9999999999978,,-1408.9999999999936
2020.05.11,-7.0000000000014495,-239.99999999999577,-510.99999999999477,-801.9999999999916,,-1559.9999999999836
2020.05.11,2.999999999997449,-157.99999999999147,-409.99999999999926,-729.0000000000018,,-1293.999999999995
2020.05.11,-1.0000000000065512,-179.99999999998016,-269.9999999999925,-635.0000000000077,,-1085.9999999999868
2020.05.11,-7.0000000000014495,-287.9999999999994,-329.99999999998585,-717.9999999999964,,-1342.999999999983
2020.05.11,8.000000000008,-279.99999999999136,-354.9999999999942,-726.0000000000044,,-1352.9999999999818
2020.05.11,0.0,-174.99999999999181,-136.99999999998712,-530.9999999999926,,-842.9999999999716
2020.05.11,0.0,-123.99999999999079,170.00000000000347,-357.99999999999164,,-311.99999999997897
2020.05.11,-5.000000000010552,-89.99999999999008,94.00000000001629,-601.9999999999915,,-602.9999999999758
2020.05.11,-5.999999999994898,-91.99999999998099,104.00000000001519,-609.9999999999994,,-603.9999999999601
2020.05.11,-7.0000000000014495,-88.99999999998354,103.00000000000864,-581.9999999999936,,-574.99999999997
2020.05.11,-22.0000000000109,-82.99999999998863,97.00000000001374,-571.0000000000103,,-578.9999999999961
2020.05.11,-1.999999999990898,-78.00000000000028,101.00000000001774,-568.000000000013,,-546.9999999999864
2020.05.11,1.999999999990898,-55.99999999998939,38.0000000000047,-687.9999999999998,,-703.9999999999935
2020.05.11,-15.00000000000945,-89.99999999999008,-72.99999999998974,-768.0000000000131,,-946.0000000000023
2020.05.11,-60.99999999999994,-110.99999999999443,-103.99999999999298,-764.9999999999934,,-1040.999999999981
2020.05.11,-58.000000000002494,-66.99999999999484,-122.99999999998423,-763.0000000000026,,-1010.9999999999842
2020.05.11,-56.000000000011596,-22.999999999995246,-207.00000000000162,-825.9999999999934,,-1112.0000000000018
2020.05.11,-49.00000000001015,-168.99999999999693,-308.9999999999815,-1119.0000000000034,,-1645.999999999992
2020.05.11,-31.000000000003247,-211.99999999998997,-395.99999999999636,-1200.0000000000011,,-1838.9999999999907
2020.05.11,14.000000000002899,-187.99999999998818,-594.99999999999,-1361.9999999999966,,-2130.999999999972
2020.05.11,18.0000000000069,-244.9999999999841,-593.9999999999834,-1422.000000000012,,-2242.9999999999727
2020.05.11,35.999999999991594,-488.9999999999839,-702.9999999999869,-1564.999999999994,,-2720.9999999999736
2020.05.11,42.999999999993044,-508.9999999999817,-1135.9999999999814,-1842.0000000000102,,-3443.99999999998
2020.05.11,59.000000000009045,-501.9999999999802,-1158.9999999999989,-1869.9999999999939,,-3471.9999999999636
2020.05.11,48.000000000003595,-492.9999999999879,-1205.999999999996,-1893.9999999999957,,-3544.999999999976
2020.05.11,69.9999999999923,-719.9999999999873,-1578.999999999997,-2269.00000000001,,-4498.000000000002
2020.05.11,19.999999999997797,-715.9999999999833,-1525.999999999983,-2194.9999999999914,,-4416.99999999996
2020.05.11,42.999999999993044,-724.9999999999978,-1648.9999999999893,-2181.000000000011,,-4512.0000000000055
2020.05.11,36.999999999998145,-746.9999999999866,-1532.9999999999843,-2061.000000000002,,-4303.9999999999745
2020.05.11,18.0000000000069,-802.9999999999982,-1587.9999999999893,-2076.9999999999955,,-4449.999999999976
2020.05.11,32.999999999994145,-925.9999999999824,-1557.9999999999927,-2095.0000000000023,,-4545.999999999984
2020.05.11,28.000000000005798,-951.9999999999973,-1319.999999999988,-2045.000000000008,,-4288.999999999987
2020.05.11,72.99999999998974,-1027.0000000000002,-1400.0000000000011,-2163.0000000000036,,-4517.0000000000155
2020.05.11,69.00000000000794,-947.9999999999933,-1508.9999999999825,-2371.000000000012,,-4758.99999999998
2020.05.11,85.00000000000173,-954.9999999999948,-1754.9999999999955,-2502.000000000004,,-5126.999999999993
2020.05.11,87.99999999999919,-805.9999999999956,-1187.999999999989,-2082.000000000006,,-3987.9999999999914
2020.05.11,100.99999999999554,-729.9999999999862,-913.9999999999926,-1868.000000000003,,-3410.9999999999864
2020.05.11,103.00000000000864,-741.9999999999982,-1003.9999999999827,-1949.0000000000007,,-3591.9999999999727
2020.05.11,102.00000000000209,-851.0000000000017,-1156.999999999986,-2157.000000000009,,-4062.9999999999945
2020.05.11,103.00000000000864,-776.9999999999833,-1150.999999999991,-2156.0000000000023,,-3980.9999999999677
2020.05.11,106.00000000000608,-778.9999999999964,-1047.9999999999823,-2066.0000000000123,,-3786.9999999999845
2020.05.11,103.00000000000864,-747.9999999999931,-1055.9999999999902,-2054.0000000000005,,-3754.999999999975
2020.05.11,106.00000000000608,-766.0,-1068.9999999999866,-2035.000000000009,,-3763.9999999999895
2020.05.11,92.99999999998754,-732.9999999999836,-979.9999999999809,-1994.0000000000068,,-3613.9999999999836
2020.05.12,95.00000000000064,-710.999999999995,-973.999999999986,-1818.0000000000084,,-3407.999999999989
2020.05.12,97.9999999999981,-653.999999999999,-856.9999999999967,-1832.0000000000114,,-3245.000000000009
2020.05.12,93.99999999999409,-666.9999999999953,-917.9999999999966,-1868.000000000003,,-3359.000000000001
2020.05.12,93.99999999999409,-679.9999999999917,-975.9999999999991,-1910.9999999999961,,-3472.9999999999927
2020.05.12,93.99999999999409,-732.9999999999836,-1122.0000000000007,-1971.0000000000116,,-3732.000000000002
2020.05.12,92.99999999998754,-748.9999999999997,-1195.999999999997,-1964.9999999999945,,-3817.0000000000036
2020.05.12,99.00000000000463,-810.999999999984,-1827.9999999999852,-2357.000000000009,,-4896.999999999974
2020.05.12,102.00000000000209,-910.9999999999951,-2051.9999999999873,-2458.0000000000045,,-5318.999999999985
2020.05.12,96.00000000000719,-895.9999999999857,-1951.9999999999982,-2235.9999999999936,,-4987.999999999971
2020.05.12,99.99999999998899,-878.9999999999853,-2028.9999999999918,-2160.0000000000064,,-4967.9999999999945
2020.05.12,106.00000000000608,-870.9999999999995,-1962.9999999999814,-2083.0000000000127,,-4810.999999999987
2020.05.12,89.00000000000574,-912.0000000000017,-2052.9999999999936,-2126.0000000000055,,-5001.9999999999945
2020.05.12,86.99999999999264,-983.9999999999849,-1963.999999999988,-2062.9999999999927,,-4923.999999999973
2020.05.12,86.0000000000083,-998.9999999999943,-1873.999999999998,-2005.0000000000123,,-4791.999999999996
2020.05.12,96.00000000000719,-978.9999999999966,-1729.999999999987,-1913.9999999999934,,-4526.99999999997
2020.05.12,106.99999999999044,-930.999999999993,-1688.0000000000007,-1828.0000000000075,,-4340.000000000011
2020.05.12,75.99999999998718,-966.0000000000002,-1463.9999999999986,-1829.9999999999982,,-4184.00000000001
2020.05.12,83.9999999999952,-888.9999999999842,-1286.9999999999936,-1798.999999999995,,-3890.9999999999777
2020.05.12,93.99999999999409,-1028.9999999999911,-1567.9999999999916,-2171.000000000012,,-4674.0
2020.05.12,89.99999999999008,-1097.999999999999,-1593.0,-2117.000000000013,,-4718.000000000022
2020.05.12,73.99999999999629,-1068.9999999999866,-1587.9999999999893,-2119.000000000004,,-4701.999999999984
2020.05.12,103.00000000000864,-862.9999999999916,-1349.9999999999845,-1825.00000000001,,-3934.9999999999773
2020.05.12,76.99999999999375,-861.999999999985,-1191.9999999999932,-1819.9999999999993,,-3796.9999999999836
2020.05.12,76.99999999999375,-861.999999999985,-1332.999999999984,-1958.9999999999995,,-4076.999999999975
2020.05.12,106.99999999999044,-861.0000000000007,-1181.999999999994,-1913.9999999999934,,-3849.9999999999977
2020.05.12,89.99999999999008,-834.0000000000014,-1200.0000000000011,-1954.0000000000114,,-3898.0000000000236
2020.05.12,86.99999999999264,-744.9999999999957,-1075.9999999999882,-1905.0000000000011,,-3638.9999999999927
2020.05.12,97.9999999999981,-751.9999999999972,-773.0000000000015,-1598.9999999999948,,-3025.9999999999955
2020.05.12,92.00000000000318,-878.9999999999853,-786.9999999999822,-1594.0000000000066,,-3167.999999999971
2020.05.12,62.99999999999084,-851.9999999999861,-651.9999999999859,-1445.9999999999918,,-2886.999999999973
2020.05.12,58.000000000002494,-1002.9999999999983,-685.9999999999866,-1513.9999999999932,,-3144.9999999999754
2020.05.12,32.999999999994145,-1147.9999999999934,-996.9999999999812,-1727.9999999999961,,-3839.9999999999764
2020.05.12,48.000000000003595,-1499.9999999999902,-1313.999999999993,-2024.0000000000036,,-4789.999999999984
2020.05.12,42.0000000000087,-1572.99999999998,-1525.999999999983,-2201.0000000000086,,-5257.999999999964
2020.05.12,72.99999999998974,-1536.9999999999884,-1342.9999999999832,-2031.000000000005,,-4837.999999999987
2020.05.12,73.99999999999629,-1495.0000000000018,-1520.9999999999945,-2167.0000000000077,,-5109.000000000007
2020.05.12,86.0000000000083,-1358.999999999999,-1284.9999999999807,-2066.0000000000123,,-4623.999999999984
2020.05.12,49.99999999999449,-1472.999999999991,-1357.9999999999925,-2120.999999999995,,-4901.999999999984
2020.05.12,36.999999999998145,-1431.9999999999889,-1364.999999999994,-2170.0000000000055,,-4929.99999999999
2020.05.12,53.999999999998494,-1349.0000000000002,-1339.0000000000014,-2022.0000000000127,,-4656.000000000016
2020.05.12,75.99999999998718,-1518.9999999999816,-1664.9999999999832,-2176.0,,-5283.999999999977
2020.05.12,89.99999999999008,-1611.9999999999911,-1618.9999999999927,-2183.000000000002,,-5323.999999999995
