date,USDJPY,CHFJPY,EURGBP,empty,sum
2021.10.11,0.0,0.0,-129.00000000000134,,-129.00000000000134
2021.10.11,97.00000000000841,153.99999999999636,-135.00000000000733,,115.99999999999744
2021.10.11,123.00000000000466,253.0000000000001,-140.0000000000068,,235.99999999999798
2021.10.11,158.00000000000125,286.00000000000136,-142.00000000000878,,301.99999999999386
2021.10.11,140.00000000000057,268.99999999999125,-138.00000000000477,,270.99999999998704
2021.10.11,139.00000000001,199.99999999998863,-126.0000000000039,,212.99999999999474
2021.10.11,72.00000000000273,219.99999999999886,-109.00000000000354,,182.99999999999807
2021.10.11,88.00000000000807,268.0000000000007,-67.00000000000594,,289.00000000000284
2021.10.11,192.00000000000728,303.99999999998784,-36.0000000000027,,459.9999999999924
2021.10.11,240.99999999999966,348.99999999998954,-12.000000000000899,,577.9999999999883
2021.10.11,267.0000000000101,347.999999999999,-6.0000000000060005,,609.0000000000031
2021.10.11,322.00000000000273,364.9999999999949,1.999999999990898,,688.9999999999885
2021.10.11,423.0000000000018,429.9999999999926,-3.0000000000085514,,849.9999999999859
2021.10.11,539.0000000000015,552.9999999999973,-44.0000000000107,,1047.999999999988
2021.10.11,513.0000000000052,534.9999999999966,-40.00000000000669,,1007.9999999999951
2021.10.11,522.0000000000056,548.0000000000018,-33.000000000005244,,1037.000000000002
2021.10.11,541.000000000011,602.9999999999944,-20.0000000000089,,1123.9999999999966
2021.10.11,548.0000000000018,600.9999999999991,-10.000000000010001,,1138.999999999991
2021.10.11,536.0000000000014,680.9999999999974,-7.0000000000014495,,1209.9999999999973
2021.10.11,541.000000000011,707.9999999999984,12.999999999996348,,1262.000000000006
2021.10.11,565.0000000000119,795.0000000000017,0.999999999995449,,1361.000000000009
2021.10.11,655.0000000000011,935.9999999999928,-42.0000000000087,,1548.9999999999854
2021.10.11,687.0000000000118,963.9999999999986,-35.00000000000725,,1616.0000000000032
2021.10.11,749.0000000000094,1031.9999999999964,-15.00000000000945,,1765.9999999999964
2021.10.11,800.0000000000114,990.9999999999997,-28.000000000005798,,1763.000000000005
2021.10.11,838.9999999999986,927.9999999999973,-62.000000000006494,,1704.9999999999893
2021.10.11,771.0000000000008,940.9999999999883,-62.000000000006494,,1649.9999999999825
2021.10.11,779.0000000000106,994.9999999999903,-57.00000000000705,,1716.9999999999939
2021.10.11,768.0000000000007,1055.9999999999973,-81.00000000000884,,1742.999999999989
2021.10.11,784.000000000006,1055.9999999999973,-92.00000000000318,,1748.0
2021.10.11,782.0000000000107,1073.9999999999982,-54.00000000000959,,1801.9999999999993
2021.10.11,960.9999999999985,1257.9999999999955,-57.00000000000705,,2161.9999999999873
2021.10.11,951.0000000000076,1250.0,-77.00000000000485,,2124.0000000000027
2021.10.11,946.0000000000122,1334.9999999999936,-94.00000000000519,,2187.000000000001
2021.10.11,998.0000000000047,1475.999999999999,-82.00000000000429,,2391.9999999999995
2021.10.11,1049.0000000000066,1487.9999999999995,-136.00000000000279,,2401.0000000000036
2021.10.11,1127.0000000000095,1442.9999999999977,-115.00000000000954,,2454.9999999999977
2021.10.11,1172.0000000000114,1455.9999999999889,-117.00000000000044,,2510.9999999999995
2021.10.11,1258.0000000000098,1519.999999999996,-143.9999999999997,,2634.000000000006
2021.10.11,1246.0000000000093,1493.9999999999998,-141.00000000000225,,2599.000000000007
2021.10.11,1171.0000000000064,1402.9999999999916,-169.00000000000804,,2404.99999999999
2021.10.11,1185.0000000000023,1396.9999999999914,-152.00000000000767,,2429.999999999986
2021.10.11,1188.0000000000023,1387.0000000000005,-116.00000000000499,,2458.9999999999977
2021.10.11,1201.0000000000077,1412.9999999999968,-124.00000000000189,,2490.0000000000027
2021.10.11,1225.999999999999,1423.9999999999923,-127.00000000001043,,2522.999999999981
2021.10.11,1219.9999999999989,1387.999999999991,-190.00000000000128,,2417.9999999999886
2021.10.11,1228.999999999999,1385.9999999999957,-190.00000000000128,,2424.999999999993
2021.10.11,1182.0000000000023,1341.9999999999986,-176.0000000000095,,2347.9999999999914
2021.10.12,1062.0000000000118,1188.999999999993,-140.0000000000068,,2110.9999999999977
2021.10.12,1157.0000000000107,1302.9999999999973,-128.00000000000588,,2332.0000000000023
2021.10.12,1197.0000000000027,1327.9999999999886,-169.00000000000804,,2355.999999999983
2021.10.12,1258.0000000000098,1423.9999999999923,-185.00000000000182,,2497.0
2021.10.12,1234.9999999999995,1403.9999999999964,-193.00000000000983,,2445.999999999986
2021.10.12,1224.0000000000036,1409.9999999999966,-201.00000000000674,,2432.999999999993
2021.10.12,1260.000000000005,1443.9999999999884,-177.00000000000495,,2526.9999999999886
2021.10.12,1257.000000000005,1433.9999999999975,-208.00000000000819,,2482.9999999999945
2021.10.12,1261.00000000001,1453.9999999999936,-207.00000000000162,,2508.000000000002
2021.10.12,1202.0000000000123,1396.9999999999914,-207.00000000000162,,2392.000000000002
2021.10.12,1194.0000000000027,1378.9999999999907,-163.00000000000205,,2409.999999999992
2021.10.12,1142.00000000001,1339.999999999989,-164.00000000000858,,2317.9999999999905
2021.10.12,1103.999999999999,1296.999999999997,-181.00000000000892,,2219.9999999999873
2021.10.12,1128.0,1318.9999999999884,-190.00000000000128,,2256.999999999987
2021.10.12,1191.0000000000025,1346.999999999994,-191.00000000000784,,2346.9999999999886
2021.10.12,1174.0000000000066,1333.999999999989,-180.0000000000024,,2327.999999999993
2021.10.12,1150.0000000000057,1343.999999999994,-178.00000000000037,,2315.9999999999995
2021.10.12,1139.00000000001,1329.9999999999982,-162.0000000000066,,2307.000000000002
2021.10.12,1022.0000000000056,1283.0000000000014,-189.00000000000583,,2116.000000000001
