date,AUDUSD,GBPCHF,AUDCHF,GBPCAD,EURCAD,EURAUD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.01,-27.00000000001035,-2.999999999997449,-1.0000000000065512,-398.9999999999938,-314.99999999999864,-54.99999999998284,-142.00000000001012,-70.99999999999883,-119.00000000000244,-69.00000000000794,,-1201.000000000009
2020.06.01,7.9999999999968985,210.99999999998343,56.0000000000005,-232.99999999999432,-220.99999999998232,18.0000000000069,-97.00000000000841,-4.999999999999449,-56.99999999999594,-60.99999999999994,,-380.9999999999926
2020.06.01,-107.00000000000153,122.99999999998423,-60.00000000000449,-547.999999999993,-247.99999999998158,-136.99999999998712,-100.99999999999909,-18.999999999991246,-50.0000000000056,-28.999999999990145,,-1175.99999999997
2020.06.01,-14.000000000002899,255.99999999998957,24.000000000001798,-523.9999999999911,-59.99999999999339,-14.999999999987246,-70.99999999999795,53.00000000000304,48.99999999999905,-26.999999999999247,,-328.9999999999785
2020.06.01,-48.000000000003595,224.000000000002,-25.00000000000835,-439.99999999999596,-12.999999999996348,-164.99999999999292,-26.00000000001046,11.00000000000545,29.999999999996696,-7.0000000000014495,,-459.000000000005
2020.06.01,-55.000000000005045,214.99999999998744,-28.000000000005798,-428.00000000000614,20.000000000020002,-190.00000000000128,-44.00000000001114,11.00000000000545,63.00000000000195,-29.999999999996696,,-466.00000000001125
2020.06.01,-6.0000000000060005,253.99999999999866,26.999999999999247,-482.00000000000466,-421.99999999998903,-71.99999999998319,-408.00000000000125,33.000000000005244,58.99999999999794,-42.0000000000087,,-1058.9999999999918
2020.06.01,278.9999999999959,520.9999999999936,308.9999999999926,-365.99999999999966,-438.9999999999894,622.0000000000115,-387.00000000000045,178.00000000000037,149.99999999999457,28.000000000005798,,895.0000000000049
2020.06.01,263.99999999999756,510.99999999999477,273.9999999999965,-432.0000000000102,-479.99999999999153,568.000000000013,-379.0000000000049,143.9999999999997,112.99999999999643,25.00000000000835,,607.9999999999993
2020.06.01,590.999999999997,707.9999999999975,561.9999999999958,-496.99999999999187,-442.9999999999934,1096.0000000000082,-383.0000000000098,460.00000000000483,148.99999999999915,255.00000000000523,,2498.0000000000127
2020.06.01,610.9999999999949,798.9999999999942,605.9999999999955,-500.9999999999959,-458.9999999999872,1204.000000000005,-390.00000000000057,492.999999999999,231.99999999999886,276.9999999999939,,2871.9999999999977
2020.06.01,641.9999999999982,741.9999999999982,615.9999999999943,-411.0000000000058,-539.999999999985,1242.0000000000098,-444.0000000000026,484.00000000000665,217.99999999999596,313.99999999999204,,2863.000000000002
2020.06.01,649.999999999995,668.9999999999862,668.9999999999974,-299.00000000000483,-518.9999999999806,1279.000000000008,-430.9999999999974,536.9999999999986,255.00000000000523,336.00000000000296,,3146.00000000001
2020.06.01,601.9999999999915,568.9999999999973,609.9999999999994,-353.0000000000033,-365.99999999999966,1175.000000000015,-317.99999999999784,552.0000000000081,253.0000000000032,323.0000000000066,,3047.000000000021
2020.06.01,605.9999999999955,622.9999999999958,615.9999999999943,-381.99999999999346,-285.99999999998624,1167.0000000000068,-279.0000000000106,575.0000000000033,299.00000000000483,330.9999999999924,,3270.0000000000027
2020.06.01,639.9999999999961,597.9999999999874,651.999999999997,-363.0000000000022,-316.99999999998954,1253.0000000000152,-280.00000000000114,590.0000000000016,300.0000000000003,336.00000000000296,,3409.000000000008
