date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.08.02,-246.99999999999721,-72.99999999998974,-46.0000000000127,-94.99999999999886,0.0,-547.999999999993,-113.99999999999189,-108.99999999999466,0.0,-296.9999999999917,-253.99999999999866,-139.00000000000023,-116.99999999998934,-134.99999999999625,-147.00000000000557,-260.9999999999957,0.0,,-2581.9999999999554
2021.08.02,-187.9999999999993,-10.999999999983245,-42.999999999993044,-59.00000000001171,65.00000000000395,-124.00000000001299,-81.9999999999821,-114.99999999999488,66.99999999999484,-76.99999999999375,-104.99999999999955,-76.99999999999375,-71.99999999998319,-470.9999999999992,-152.00000000000102,-265.99999999999113,19.999999999997797,,-1689.9999999999425
2021.08.02,-169.99999999999238,22.0000000000109,-19.999999999997797,-128.0000000000001,73.00000000000084,-143.00000000000423,-99.99999999998899,141.00000000000534,82.99999999999974,-32.999999999994145,-82.00000000000429,-56.99999999999594,-61.99999999998429,-8.000000000008,-218.00000000000352,-268.0000000000007,82.00000000000429,,-887.9999999999533
2021.08.02,-168.99999999999693,41.000000000002146,-53.999999999998494,-103.00000000000864,117.00000000000044,-160.00000000000458,-106.99999999999044,200.00000000000284,200.99999999999562,-45.000000000006146,-32.999999999994145,-25.00000000000835,7.0000000000014495,150.00000000000568,-243.0000000000092,-281.9999999999965,119.00000000000244,,-386.0000000000028
2021.08.02,-161.99999999999548,53.00000000001415,-42.0000000000087,-146.0000000000008,100.99999999999554,-171.99999999999437,-97.9999999999981,243.99999999999977,191.99999999999218,-18.0000000000069,-78.99999999998464,-35.00000000000725,-2.999999999997449,112.000000000001,-243.0000000000092,-302.99999999999727,114.00000000000298,,-484.99999999999454
2021.08.02,-164.99999999999292,24.000000000001798,-22.999999999995246,-136.0000000000099,97.9999999999981,-150.00000000000568,-97.9999999999981,206.00000000000307,196.99999999999162,-62.000000000006494,-19.999999999997797,21.00000000000435,-7.999999999985796,104.99999999999955,-233.0000000000041,-292.0000000000016,92.99999999999864,,-443.00000000000045
2021.08.02,-185.99999999999727,9.999999999998899,-59.000000000009045,-91.00000000000819,58.000000000002494,-168.99999999999693,-116.99999999998934,132.000000000005,175.99999999999838,-58.000000000002494,-106.00000000000608,-103.00000000000864,-75.99999999998718,130.0000000000079,-207.9999999999984,-277.9999999999916,92.00000000000318,,-852.9999999999793
2021.08.02,-168.99999999999693,70.0000000000145,-70.99999999999883,-43.00000000000637,131.00000000000333,-188.9999999999947,-121.99999999999989,102.99999999999443,222.99999999999542,79.99999999999119,-4.000000000004,-109.00000000000354,31.000000000003247,136.00000000000279,-227.00000000000387,-251.99999999999534,182.00000000000438,,-229.9999999999942
2021.08.02,-180.99999999999784,65.00000000000395,-59.99999999999339,-53.00000000001148,100.00000000000009,-192.00000000001438,-120.99999999999334,112.99999999999955,200.99999999999562,104.99999999999955,-93.99999999999409,-136.00000000000279,-38.99999999998904,214.00000000000307,-200.00000000000284,-208.99999999998897,156.99999999999602,,-329.99999999999034
2021.08.02,-209.9999999999991,-21.999999999988695,-22.0000000000109,-118.00000000000921,34.000000000000696,-198.00000000000927,-119.99999999998678,144.99999999999602,168.00000000000148,58.000000000002494,-146.00000000000168,-127.99999999999478,-112.99999999998533,293.99999999999426,-204.00000000000773,-208.99999999998897,127.99999999999478,,-662.9999999999928
2021.08.02,-219.00000000000253,-46.999999999997044,-21.00000000000435,-111.0000000000042,-11.00000000000545,-146.00000000000168,-106.99999999999044,143.00000000000068,103.99999999999298,89.00000000000574,-224.99999999998633,-165.9999999999995,-221.99999999998886,394.9999999999898,-138.00000000000523,-146.99999999999136,95.99999999999609,,-732.9999999999916
2021.08.02,-156.00000000000057,3.0000000000196536,-73.00000000001194,-67.00000000000728,41.000000000002146,-93.00000000000975,-91.99999999998099,174.0000000000066,130.99999999999224,59.000000000009045,-136.99999999998712,-164.00000000000858,-170.99999999998784,384.00000000000654,-180.00000000000682,-188.0000000000024,100.00000000000009,,-428.9999999999669
2021.08.02,-130.99999999999224,21.00000000000435,-83.00000000001084,-70.99999999999795,97.00000000000264,-83.9999999999952,-99.99999999998899,233.0000000000041,168.99999999999693,63.99999999999739,-35.999999999991594,-178.99999999999582,-80.99999999999774,347.0000000000084,-193.00000000001205,-201.99999999999818,165.00000000000404,,-63.99999999996277
2021.08.02,-125.99999999999278,43.00000000001525,-87.99999999999919,-60.000000000002274,99.00000000000463,-114.99999999999844,-106.99999999999044,215.99999999999397,166.99999999999494,62.99999999999084,-58.000000000002494,-140.99999999999113,-96.99999999999153,402.9999999999978,-180.00000000000682,-173.00000000000182,146.00000000000168,,-7.999999999977803
2021.08.02,-124.00000000000189,73.00000000001194,-93.99999999999409,-72.00000000000273,112.99999999999643,-131.99999999999878,-109.99999999998789,218.9999999999941,179.99999999999127,82.00000000000429,-55.000000000005045,-130.0000000000079,-70.99999999999883,425.99999999999307,-206.00000000000307,-173.99999999999238,158.99999999999804,,83.99999999999656
