date,USDCHF,EURUSD,USDCAD,NZDUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2020.04.20,-34.99999999999615,-124.99999999999733,-5.000000000010552,0.0,-317.99999999999784,-85.00000000000173,-82.99999999999974,-2.999999999997449,-203.00000000000296,-136.00000000000279,-140.99999999999113,-79.00000000000685,-227.99999999998377,-73.99999999999807,-125.99999999999056,-265.00000000000057,-235.00000000000742,,-2140.9999999999845
2020.04.20,-29.000000000001247,-158.99999999999804,0.9999999999843467,60.99999999999994,-427.99999999999727,-70.0000000000034,-126.99999999999933,56.0000000000005,-320.99999999999795,-87.99999999999919,-281.9999999999965,23.999999999979593,151.9999999999966,-114.00000000000432,-151.9999999999868,-327.99999999998875,-223.00000000001762,,-2027.0000000000296
2020.04.20,-24.000000000001798,-114.99999999999844,25.999999999992696,9.00000000000345,-387.999999999991,-24.000000000001798,-80.99999999999774,84.0000000000063,-301.00000000001614,22.0000000000109,-260.9999999999957,60.99999999999994,151.9999999999966,-88.00000000000807,-154.99999999998693,-290.9999999999968,-374.0000000000077,,-1747.9999999999923
2020.04.20,100.00000000000009,-58.000000000002494,275.9999999999874,-24.000000000001798,-451.9999999999982,36.0000000000027,-221.99999999999997,131.00000000000333,-367.00000000001864,246.99999999999721,-304.9999999999926,286.99999999999284,-261.0000000000001,-46.999999999997044,-91.99999999999875,-448.99999999999807,-312.00000000000114,,-1512.0000000000252
2020.04.20,73.99999999999629,-82.00000000000429,224.000000000002,-7.9999999999968985,-456.99999999999363,19.999999999997797,-92.99999999999864,162.0000000000066,-353.00000000000864,212.00000000001216,-313.99999999999295,273.9999999999965,365.0000000000153,-61.99999999999761,-89.9999999999892,-308.9999999999975,-274.00000000001864,,-710.9999999999714
2020.04.20,82.99999999999974,-78.00000000000028,292.00000000000335,-102.00000000000209,-478.9999999999992,46.00000000000159,-14.000000000002899,170.99999999999892,-365.0000000000091,290.9999999999968,-342.9999999999893,333.9999999999899,612.9999999999969,-49.99999999999716,-75.9999999999934,-229.99999999998977,-335.00000000001864,,-242.0000000000146
2020.04.20,122.99999999999534,-41.000000000002146,304.9999999999997,-146.99999999999713,-527.9999999999916,12.000000000000899,34.99999999999615,177.00000000000495,-397.0000000000198,178.00000000001148,-386.99999999998624,256.99999999999613,780.000000000003,-108.99999999999466,-119.99999999999034,-203.99999999999352,-387.000000000004,,-452.9999999999718
2020.04.20,112.99999999999643,-60.000000000015596,255.00000000000523,-134.0000000000008,-667.0000000000016,9.00000000000345,-14.000000000002899,162.0000000000066,-610.0000000000136,173.00000000000094,-545.9999999999923,254.999999999983,619.000000000014,-206.00000000000307,-194.99999999999318,-295.0000000000017,-432.0000000000102,,-1573.0000000000252
2020.04.20,139.00000000000023,-19.999999999997797,385.99999999999744,-143.9999999999997,-637.0000000000005,40.00000000000669,40.00000000000669,158.99999999999804,-578.000000000003,314.00000000001427,-507.99999999999557,330.9999999999924,801.0000000000073,-158.00000000000125,-183.9999999999975,-268.0000000000007,-382.0000000000157,,-668.9999999999884
2020.04.20,131.00000000000333,-16.000000000016,479.99999999999153,-121.99999999999989,-594.9999999999989,102.00000000000209,-0.999999999995449,178.00000000000037,-495.00000000000455,411.0000000000058,-447.9999999999933,450.9999999999792,655.0000000000056,-76.00000000000762,-161.99999999999193,-277.9999999999916,-330.0000000000081,,-115.00000000001933
2020.04.20,78.00000000000028,-90.99999999999665,443.99999999999994,-90.0000000000012,-616.9999999999902,109.00000000000354,-2.999999999997449,185.99999999999727,-463.99999999999864,412.9999999999967,-478.9999999999992,466.9999999999952,652.0000000000082,-52.99999999999727,-177.99999999999727,-278.99999999999636,-394.00000000000546,,-298.9999999999786
2020.04.20,92.99999999999864,-67.00000000001705,526.9999999999886,-121.99999999999989,-617.999999999995,128.00000000000588,38.0000000000047,196.00000000000728,-490.0000000000091,436.00000000001415,-487.99999999999955,541.9999999999981,775.9999999999989,-58.9999999999975,-143.99999999999125,-260.9999999999957,-401.00000000000693,,86.00000000000432
2020.04.20,137.9999999999937,-26.0000000000149,513.9999999999923,-121.99999999999989,-616.9999999999902,112.000000000001,-34.000000000000696,196.00000000000728,-492.00000000001864,421.0000000000047,-488.9999999999901,499.9999999999893,584.0000000000067,-58.9999999999975,-147.99999999999613,-318.9999999999884,-348.9999999999993,,-190.0000000000008
2020.04.20,149.99999999999457,-12.999999999996348,561.9999999999958,-41.000000000002146,-605.9999999999945,139.00000000000023,-36.0000000000027,211.00000000000563,-433.9999999999975,414.00000000000324,-470.9999999999894,544.9999999999955,592.0000000000148,-27.000000000001023,-114.99999999999488,-313.99999999999295,-200.00000000000017,,356.000000000038
2020.04.20,85.99999999999719,-82.00000000000429,475.99999999998755,-17.000000000000348,-637.0000000000005,131.99999999999878,-341.0000000000024,230.000000000008,-473.0000000000132,383.0,-519.999999999996,542.9999999999824,-492.0000000000035,-64.00000000000716,-284.9999999999966,-695.999999999998,-191.00000000000784,,-1948.000000000056
2020.04.20,66.99999999999484,-96.00000000000719,490.999999999997,239.0000000000003,-685.9999999999928,156.00000000000057,-322.00000000000006,253.99999999999866,-459.0000000000032,383.0,-553.9999999999878,573.9999999999857,-309.0000000000037,-60.000000000002274,-271.99999999999136,-692.9999999999978,30.999999999981043,,-1256.000000000028
2020.04.20,75.9999999999983,-86.0000000000083,533.99999999999,231.99999999999886,-676.9999999999925,178.00000000000037,-314.0000000000032,265.99999999999955,-448.0000000000075,390.0000000000015,-534.9999999999966,620.9999999999827,-298.9999999999826,-40.99999999999682,-256.9999999999908,-684.9999999999881,60.99999999999994,,-983.999999999995
2020.04.20,124.00000000000189,-26.999999999999247,592.9999999999991,124.00000000000189,-620.9999999999951,165.00000000000404,-244.99999999999523,265.99999999999955,-389.00000000001,341.00000000001353,-473.99999999998954,583.9999999999845,-89.99999999999008,-13.00000000000523,-226.99999999998965,-578.9999999999935,-9.000000000014552,,-476.9999999999776
2020.04.20,210.99999999999451,71.99999999998319,748.9999999999997,45.000000000006146,-555.9999999999974,121.99999999999989,-236.00000000000287,236.00000000000287,-272.0000000000198,241.00000000000233,-404.9999999999869,501.9999999999802,-56.99999999999594,-1.9999999999953388,-190.9999999999883,-496.9999999999999,-43.999999999999595,,-82.00000000001734
2020.04.20,185.99999999999727,54.99999999998284,618.9999999999918,106.00000000000608,-605.9999999999945,131.00000000000333,-278.9999999999959,241.00000000000233,-324.0000000000123,245.0000000000063,-447.9999999999933,513.9999999999923,-190.00000000000128,-37.00000000000614,-245.9999999999951,-562.9999999999882,-39.00000000001125,,-635.0000000000158
2020.04.20,90.99999999999665,-56.000000000011596,465.99999999998863,104.99999999999955,-644.999999999996,117.00000000000044,-231.0000000000034,275.99999999999847,-334.0000000000032,-21.999999999988695,-493.9999999999998,495.000000000001,-25.999999999992696,-79.00000000000773,-262.00000000000045,-555.9999999999974,-74.0000000000185,,-1229.0000000000348
