date,USDCHF,EURUSD,USDCAD,NZDUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2020.04.20,53.999999999998494,-82.00000000000429,22.999999999995246,107.00000000000153,-268.0000000000007,-37.99999999999359,-46.999999999997044,92.00000000000318,-105.00000000001819,8.000000000008,-104.99999999998977,44.99999999998394,189.00000000001694,-16.000000000005343,-54.99999999999261,-207.9999999999984,-190.00000000000128,,-595.9999999999939
2020.04.20,-24.000000000001798,-95.00000000000064,34.000000000000696,124.99999999999733,-387.999999999991,36.0000000000027,-9.999999999998899,84.0000000000063,-298.0000000000018,87.99999999999919,-223.99999999998954,107.99999999999699,151.9999999999966,-85.00000000000796,-151.9999999999868,-290.9999999999968,-160.00000000000458,,-1099.99999999998
2020.04.20,102.00000000000209,-50.0000000000167,287.9999999999994,26.999999999999247,-365.99999999999966,48.000000000003595,-24.999999999997247,160.00000000000458,-257.000000000005,293.0000000000099,-215.99999999999397,313.99999999999204,594.0000000000057,19.99999999999602,-9.000000000000341,-183.9999999999975,-237.00000000002052,,501.9999999999815
2020.04.20,104.00000000000409,-49.00000000001015,292.9999999999877,95.00000000000064,-444.9999999999932,46.999999999997044,-90.0000000000012,162.0000000000066,-344.99999999999886,293.99999999999426,-294.9999999999875,343.99999999998875,365.0000000000153,-39.00000000000148,-73.99999999999807,-292.99999999999216,-126.0000000000039,,-51.99999999999207
2020.04.20,104.00000000000409,-53.00000000001415,305.9999999999841,1.0000000000065512,-450.9999999999934,51.99999999999649,1.0000000000065512,180.99999999999784,-335.00000000000796,290.9999999999968,-304.9999999999926,345.99999999997965,653.999999999999,-37.00000000000614,-49.99999999999716,-207.9999999999984,-254.00000000002086,,242.99999999994037
2020.04.20,146.00000000000168,-9.999999999998899,390.0000000000015,-100.00000000000009,-463.99999999999864,68.00000000000139,78.00000000000028,185.99999999999727,-340.0000000000034,320.00000000000915,-321.9999999999885,377.9999999999894,923.0000000000072,-25.000000000005684,48.00000000000182,-128.0000000000001,-246.00000000001288,,902.0000000000017
2020.04.20,175.99999999999838,17.000000000000348,395.99999999999636,-117.99999999999588,-501.99999999999534,41.9999999999976,75.9999999999983,194.0000000000053,-375.0,265.0000000000041,-365.99999999999966,346.9999999999862,923.0000000000072,-76.99999999999818,-55.999999999997385,-150.99999999999625,-362.00000000001785,,428.99999999999307
2020.04.20,180.0000000000024,19.999999999997797,394.00000000000546,-92.99999999999864,-591.9999999999987,41.000000000002146,51.000000000001044,163.99999999999747,-539.0000000000157,314.99999999999864,-463.99999999999864,333.9999999999899,856.0000000000123,-144.99999999999602,-143.99999999999125,-231.99999999999932,-369.0000000000193,,-223.00000000001046
2020.04.20,158.99999999999804,17.000000000000348,507.9999999999973,-92.00000000000318,-586.9999999999891,112.000000000001,62.000000000006494,185.00000000000182,-477.00000000000387,431.0000000000036,-435.99999999999284,468.9999999999861,829.9999999999974,-64.00000000000716,-76.99999999999818,-217.9999999999893,-280.0000000000136,,541.9999999999948
2020.04.20,131.00000000000333,-16.000000000016,522.9999999999845,-34.000000000000696,-559.9999999999881,133.00000000000534,19.999999999997797,195.00000000000074,-430.0000000000068,482.00000000000466,-411.9999999999919,531.9999999999991,709.0000000000041,-9.000000000000341,-134.9999999999909,-243.99999999999977,-324.0000000000132,,560.9999999999916
