date,EURNZD,AUDCAD,AUDNZD,empty,sum
2018.06.04,-269.9999999999925,-67.00000000000594,-168.99999999999693,,-505.99999999999534
2018.06.04,-257.99999999998045,-40.00000000000669,-192.99999999999872,,-490.9999999999859
2018.06.04,-267.99999999997937,22.999999999995246,-187.99999999998818,,-432.99999999997226
2018.06.04,-308.9999999999815,-16.0000000000049,-173.00000000000094,,-497.9999999999874
2018.06.04,-387.99999999998835,-7.0000000000014495,-215.99999999999397,,-610.9999999999837
2018.06.04,-418.9999999999916,46.999999999997044,-262.999999999991,,-634.9999999999856
2018.06.04,-428.9999999999905,52.99999999999194,-332.9999999999833,,-708.9999999999818
2018.06.04,-341.99999999999784,125.99999999999278,-319.0000000000026,,-535.0000000000077
2018.06.04,-317.9999999999961,153.99999999999858,-340.9999999999913,,-504.9999999999888
2018.06.04,-265.99999999998846,197.99999999999818,-408.9999999999927,,-476.999999999983
2018.06.04,-156.99999999998494,273.9999999999965,-340.9999999999913,,-223.99999999997976
2018.06.04,-95.999999999985,326.9999999999995,-349.99999999998363,,-118.99999999996913
2018.06.04,-239.99999999999577,366.9999999999951,-539.0000000000006,,-412.00000000000125
2018.06.04,-225.99999999999287,436.9999999999985,-532.9999999999835,,-321.99999999997783
2018.06.04,-218.99999999999142,442.9999999999934,-504.9999999999999,,-280.9999999999979
2018.06.04,-197.99999999998707,442.9999999999934,-492.9999999999879,,-247.99999999998155
2018.06.04,-164.99999999999292,478.0000000000006,-546.000000000002,,-232.99999999999432
2018.06.04,-198.99999999999363,500.00000000000045,-619.9999999999983,,-318.9999999999915
2018.06.04,-160.99999999998892,495.000000000001,-685.0000000000023,,-350.99999999999017
2018.06.04,-58.99999999998684,640.9999999999916,-693.9999999999947,,-111.99999999998988
2018.06.04,-164.99999999999292,583.0000000000002,-664.9999999999823,,-246.999999999975
2018.06.04,-186.99999999998164,549.9999999999949,-614.9999999999877,,-251.99999999997448
2018.06.04,-38.99999999998904,530.9999999999926,-610.9999999999837,,-118.99999999998016
2018.06.04,-54.99999999998284,600.0000000000006,-571.9999999999948,,-26.999999999977035
2018.06.04,-129.99999999998568,689.9999999999907,-607.0000000000019,,-46.99999999999693
2018.06.04,-114.99999999999844,717.9999999999964,-600.0000000000006,,2.999999999997385
2018.06.04,2.0000000000131024,803.9999999999936,-587.9999999999885,,218.0000000000182
2018.06.04,200.00000000000017,870.9999999999995,-583.0000000000002,,487.99999999999955
2018.06.04,138.0000000000159,887.9999999999999,-560.9999999999893,,465.0000000000264
2018.06.04,126.0000000000039,859.9999999999941,-551.9999999999969,,434.000000000001
2018.06.04,125.00000000001954,879.9999999999919,-593.9999999999834,,411.0000000000281
2018.06.04,293.0000000000099,880.9999999999984,-560.9999999999893,,613.0000000000189
2018.06.04,303.0000000000088,917.9999999999966,-551.9999999999969,,669.0000000000085
2018.06.04,302.0000000000023,800.9999999999961,-551.9999999999969,,551.0000000000015
2018.06.04,249.00000000001032,805.0000000000001,-536.0000000000032,,518.0000000000073
2018.06.04,327.00000000001063,834.0000000000014,-624.0000000000023,,537.0000000000098
2018.06.04,364.00000000000875,792.9999999999993,-557.9999999999918,,599.0000000000164
2018.06.04,383.0,805.9999999999956,-590.999999999986,,598.0000000000094
2018.06.04,404.0000000000044,817.9999999999965,-583.9999999999845,,638.0000000000164
2018.06.04,470.00000000001484,895.9999999999968,-568.9999999999973,,797.0000000000143
2018.06.04,494.00000000001666,919.9999999999986,-578.9999999999961,,835.0000000000191
2018.06.04,543.0000000000045,917.0000000000011,-559.9999999999827,,900.000000000023
2018.06.04,508.00000000001955,917.0000000000011,-536.9999999999875,,888.0000000000332
2018.06.04,424.00000000000216,923.9999999999915,-626.9999999999998,,720.9999999999939
2018.06.04,396.00000000001853,941.9999999999984,-644.9999999999844,,693.0000000000324
2018.06.04,282.0000000000045,903.9999999999937,-669.9999999999928,,516.0000000000053
