date,EURNZD,AUDCAD,AUDNZD,empty,sum
2018.06.04,-198.99999999999363,24.999999999997247,-156.00000000000057,,-329.99999999999693
2018.06.04,-131.99999999999878,70.99999999999883,-163.00000000000205,,-224.000000000002
2018.06.04,-227.99999999998377,43.999999999999595,-139.00000000000023,,-322.9999999999844
2018.06.04,-307.99999999999716,-4.000000000004,-151.9999999999966,,-463.9999999999977
2018.06.04,-379.99999999998033,52.99999999999194,-208.99999999999253,,-535.9999999999809
2018.06.04,-418.9999999999916,52.99999999999194,-251.99999999998556,,-617.9999999999852
2018.06.04,-301.99999999998005,182.99999999999983,-306.9999999999906,,-425.99999999997084
2018.06.04,-292.9999999999877,168.99999999999693,-297.9999999999983,,-421.9999999999891
2018.06.04,-265.99999999998846,197.99999999999818,-290.9999999999968,,-358.9999999999871
2018.06.04,-153.9999999999875,300.0000000000003,-322.00000000000006,,-175.99999999998727
2018.06.04,-78.99999999998464,342.9999999999933,-309.99999999998806,,-45.99999999997942
2018.06.04,-90.99999999999665,368.00000000000165,-334.9999999999964,,-57.99999999999142
2018.06.04,-200.99999999998454,485.99999999999756,-523.9999999999911,,-238.99999999997812
2018.06.04,-177.99999999998929,461.0000000000003,-478.999999999985,,-195.99999999997397
2018.06.04,-131.99999999999878,473.99999999999665,-465.99999999998863,,-123.99999999999079
2018.06.04,-148.99999999999915,488.999999999995,-475.99999999998755,,-135.9999999999917
2018.06.04,-122.99999999998423,559.9999999999939,-534.9999999999966,,-97.99999999998693
2018.06.04,-130.99999999999224,500.00000000000045,-480.99999999999807,,-111.99999999998988
2018.06.04,-30.999999999981043,663.999999999998,-675.9999999999877,,-42.99999999997078
2018.06.04,143.00000000000423,685.9999999999977,-644.0000000000001,,185.00000000000182
2018.06.04,-149.9999999999835,624.9999999999977,-615.9999999999943,,-140.9999999999801
2018.06.04,5.000000000010552,574.9999999999922,-570.9999999999882,,9.000000000014552
2018.06.04,-32.999999999994145,605.9999999999955,-571.9999999999948,,1.0000000000065938
2018.06.04,167.00000000000603,717.9999999999964,-505.99999999998425,,379.00000000001813
2018.06.04,-78.99999999998464,727.9999999999953,-590.999999999986,,58.00000000002467
2018.06.04,74.0000000000185,805.0000000000001,-525.999999999982,,353.0000000000366
2018.06.04,201.00000000000674,901.9999999999917,-580.999999999987,,522.0000000000114
2018.06.04,267.0000000000172,897.9999999999987,-514.9999999999987,,650.0000000000172
2018.06.04,224.000000000002,917.9999999999966,-517.9999999999962,,624.0000000000024
2018.06.04,175.00000000001404,922.0000000000006,-540.9999999999915,,556.0000000000231
2018.06.04,296.0000000000074,900.9999999999962,-548.9999999999995,,648.0000000000041
2018.06.04,406.00000000001745,964.9999999999936,-527.9999999999951,,843.000000000016
2018.06.04,412.00000000001234,970.9999999999997,-512.0000000000014,,871.0000000000107
2018.06.04,359.0000000000204,806.999999999991,-504.9999999999999,,661.0000000000115
2018.06.04,376.00000000002075,919.9999999999986,-469.99999999999267,,826.0000000000266
2018.06.04,429.00000000001273,836.9999999999989,-530.9999999999926,,735.000000000019
2018.06.04,465.0000000000043,900.9999999999962,-557.9999999999918,,808.0000000000086
2018.06.04,436.00000000001415,839.0000000000009,-580.0000000000027,,695.0000000000123
2018.06.04,529.0000000000017,903.9999999999937,-561.9999999999958,,870.9999999999997
2018.06.04,551.0000000000126,954.9999999999948,-551.9999999999969,,954.0000000000103
2018.06.04,564.000000000009,937.9999999999944,-557.9999999999918,,944.0000000000116
2018.06.04,548.9999999999995,961.9999999999961,-517.9999999999962,,992.9999999999994
2018.06.04,583.0000000000002,925.9999999999935,-520.9999999999936,,988.0
2018.06.04,455.0000000000054,954.9999999999948,-614.9999999999877,,795.0000000000125
2018.06.04,408.00000000000836,944.9999999999958,-621.9999999999892,,731.0000000000149
2018.06.04,310.0000000000103,925.9999999999935,-653.999999999999,,582.0000000000049
2018.06.04,381.0000000000091,913.9999999999926,-622.9999999999958,,672.000000000006
2018.06.04,474.0000000000189,824.999999999998,-473.99999999999665,,825.0000000000202
2018.06.05,358.00000000001387,883.9999999999959,-597.0000000000031,,645.0000000000067
2018.06.05,369.0000000000193,888.9999999999953,-628.9999999999907,,629.0000000000239
2018.06.05,336.00000000000296,918.999999999992,-653.999999999999,,600.999999999996
2018.06.05,407.0000000000018,918.999999999992,-626.9999999999998,,698.9999999999941
2018.06.05,409.0000000000149,911.9999999999906,-619.9999999999983,,701.0000000000072
2018.06.05,355.0000000000164,889.9999999999908,-642.9999999999936,,602.0000000000136
2018.06.05,391.000000000008,810.9999999999951,-515.9999999999832,,686.00000000002
2018.06.05,478.0000000000006,803.9999999999936,-469.99999999999267,,812.0000000000016
2018.06.05,557.0000000000075,822.0000000000005,-458.9999999999872,,920.0000000000207
2018.06.05,543.0000000000045,823.9999999999914,-444.9999999999843,,922.0000000000116
2018.06.05,501.0000000000181,737.9999999999942,-404.9999999999887,,834.0000000000236
2018.06.05,544.0000000000111,729.9999999999973,-370.999999999988,,903.0000000000205
2018.06.05,436.00000000001415,761.999999999996,-445.99999999999085,,752.0000000000193
2018.06.05,413.00000000001893,756.9999999999966,-462.9999999999912,,707.0000000000243
2018.06.05,423.0000000000178,756.0000000000011,-458.9999999999872,,720.0000000000316
2018.06.05,359.0000000000204,778.0000000000009,-546.000000000002,,591.0000000000193
2018.06.05,312.00000000000114,690.9999999999972,-479.99999999999153,,523.0000000000068
2018.06.05,447.0000000000196,742.9999999999936,-407.99999999998613,,782.0000000000271
2018.06.05,438.00000000000506,671.9999999999948,-353.99999999998766,,756.000000000012
2018.06.05,513.0000000000078,712.0000000000015,-322.00000000000006,,903.0000000000093
2018.06.05,672.0000000000059,761.999999999996,-347.9999999999928,,1086.000000000009
2018.06.05,589.0000000000173,735.9999999999923,-374.999999999992,,950.0000000000175
2018.06.05,450.00000000001705,661.9999999999959,-283.99999999999534,,828.0000000000176
2018.06.05,458.00000000000284,669.9999999999928,-258.99999999998704,,869.0000000000086
2018.06.05,563.0000000000024,685.9999999999977,-224.99999999998633,,1024.0000000000136
2018.06.05,442.00000000000904,807.9999999999976,-263.99999999999756,,986.0000000000091
2018.06.05,381.0000000000091,929.9999999999975,-295.99999999998516,,1015.0000000000214
2018.06.05,448.000000000004,900.9999999999962,-316.99999999998954,,1032.0000000000107
2018.06.05,338.0000000000161,850.9999999999907,-302.0000000000023,,887.0000000000045
2018.06.05,304.00000000001535,909.9999999999997,-342.9999999999822,,871.0000000000327
2018.06.05,454.00000000002103,922.0000000000006,-330.9999999999924,,1045.000000000029
2018.06.05,426.9999999999996,889.9999999999908,-368.9999999999971,,947.9999999999934
2018.06.05,360.0000000000048,913.9999999999926,-324.9999999999975,,948.9999999999998
2018.06.05,261.0000000000001,1066.0000000000002,-312.00000000000114,,1014.9999999999993
2018.06.05,384.00000000000654,1135.9999999999925,-319.0000000000026,,1200.9999999999964
2018.06.05,302.0000000000023,895.0000000000014,-288.99999999998374,,908.0000000000199
2018.06.05,205.00000000001074,989.9999999999909,-340.9999999999913,,854.0000000000102
2018.06.05,356.00000000000074,948.9999999999999,-251.99999999998556,,1053.000000000015
