date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,empty,sum
2015.10.12,-13.00000000000745,-136.00000000000279,-38.99999999998904,-15.00000000000945,-214.00000000000307,-106.00000000000608,0.0,-48.000000000003595,-60.99999999999994,-4.000000000004,-73.99999999998386,-50.0000000000167,-1.999999999981128,-21.00000000000435,-49.99999999999449,-4.000000000004,0.0,-127.00000000000955,,-964.0000000000194
2015.10.12,-55.000000000005045,-158.0000000000137,-42.0000000000087,-33.00000000001635,-225.99999999999287,-73.99999999999629,78.99999999999352,-54.00000000000959,-104.00000000000409,-25.00000000000835,-44.999999999987494,-19.999999999997797,-7.999999999981355,-87.99999999999919,-4.000000000004,-62.000000000006494,46.00000000000648,-156.0000000000059,,-1029.0000000000373
2015.10.12,-19.999999999997797,-165.9999999999995,-70.99999999999883,-120.00000000000898,-268.0000000000016,-178.00000000001148,101.99999999998965,-111.00000000000554,-82.99999999999974,-26.000000000003798,-177.99999999999727,36.999999999998145,38.000000000010914,-106.99999999999044,-154.99999999999403,-48.000000000003595,93.00000000000352,-148.00000000001035,,-1409.000000000021
2015.10.12,36.0000000000027,-191.00000000000784,-96.00000000000719,-126.0000000000039,-310.9999999999946,-181.9999999999933,101.99999999998965,-130.0000000000079,-83.9999999999952,-39.00000000000014,-200.9999999999934,59.99999999999339,82.99999999999841,-85.00000000000173,-211.00000000000563,0.0,138.9999999999958,-142.00000000001012,,-1378.0000000000414
2015.10.12,64.99999999999284,-190.00000000000128,-46.999999999997044,-83.00000000001084,-340.00000000000693,-178.99999999999582,91.99999999999875,-137.00000000000932,-68.99999999999685,-13.00000000000745,-157.99999999998704,7.999999999985796,76.99999999999818,-79.99999999999119,-211.00000000000563,-6.000000000017103,105.00000000000398,-106.00000000000875,,-1272.0000000000555
2015.10.12,32.999999999994145,-182.99999999999983,-102.00000000000209,-45.000000000006146,-322.00000000000006,-187.00000000000384,87.99999999999386,-118.00000000000699,-43.00000000000415,-33.000000000005244,-133.99999999998613,-55.000000000005045,81.00000000001728,-22.999999999995246,-296.9999999999917,144.99999999999514,73.0000000000075,-57.00000000000216,,-1179.0000000000005
2015.10.12,-11.00000000000545,-243.00000000001543,-177.99999999998929,-136.00000000000279,-302.0000000000023,-205.00000000001074,46.999999999997044,-111.00000000000554,-60.00000000000449,-58.000000000002494,-74.99999999998863,-17.000000000000348,33.999999999991815,0.0,-404.0000000000044,79.99999999999119,37.00000000000614,-85.99999999999852,,-1688.000000000044
2015.10.12,-9.00000000000345,-258.0000000000027,-187.00000000000384,-192.00000000001438,-286.99999999999284,-208.99999999999253,73.99999999999807,-140.0000000000068,-114.99999999999844,-66.00000000001049,-56.99999999998795,52.99999999999194,75.9999999999934,-80.99999999999774,-222.99999999999542,2.999999999997449,94.0000000000083,-124.00000000000944,,-1648.0000000000268
2015.10.12,-7.0000000000014495,-260.0000000000158,-161.99999999999548,-204.00000000000418,-331.999999999999,-205.00000000001074,-9.000000000000341,-186.00000000000838,-90.99999999999665,-45.000000000006146,-58.9999999999975,143.00000000000423,12.000000000000455,-146.99999999998602,-182.99999999999983,18.999999999991246,132.99999999999557,-99.00000000000375,,-1682.0000000000337
2015.10.12,63.00000000000195,-214.00000000000307,-89.99999999999008,-246.99999999999721,-363.9999999999866,-208.00000000000819,-10.000000000005116,-220.00000000000907,-143.9999999999997,-17.000000000000348,-79.99999999998408,205.99999999999508,13.00000000000523,-202.9999999999976,-133.00000000000534,-103.00000000000864,144.00000000000546,-147.00000000000557,,-1753.9999999999932
