names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['EURUSD'],100.0,-1.0,B
GBPUSD,10,['NZDJPY'],80.0,-0.35366666666666674,B
EURUSD,10,"['GBPUSD', 'AUDUSD', 'NZDUSD', 'EURUSD', 'NZDJPY']",100.0,0.06653968253968254,S
USDJPY,15,"['AUDCHF', 'EURAUD', 'EURCAD', 'GBPUSD', 'AUDUSD', 'NZDUSD', 'AUDCAD', 'EURUSD']",100.0,0.38,S
USDCAD,15,['NZDJPY'],100.0,0.40952525252525257,S
AUDUSD,10,['NZDJPY'],100.0,-0.6049920634920638,B
NZDUSD,10,['NZDJPY'],80.0,-0.3302619047619048,B
GBPCHF,20,['NZDCAD'],100.0,0.6205975413475415,S
EURCHF,10,['USDJPY'],80.0,-0.9719999999999999,B
CHFJPY,10,['EURUSD'],80.0,0.9840000000000001,S
EURGBP,30,['EURUSD'],80.0,0.6569219097895571,S
GBPJPY,50,['EURUSD'],80.0,0.45700190943175883,S
GBPAUD,10,"['EURGBP', 'GBPCHF']",100.0,-0.5916666666666668,B
EURCAD,10,"['AUDUSD', 'NZDUSD', 'GBPUSD', 'EURUSD', 'NZDJPY']",80.0,-0.041793650793650786,B
CADJPY,10,['GBPCHF'],100.0,0.3658095238095238,S
AUDCAD,10,"['AUDUSD', 'NZDUSD', 'GBPUSD', 'EURUSD', 'NZDJPY']",80.0,0.00723809523809527,S
AUDNZD,10,"['EURGBP', 'GBPCHF']",100.0,0.5855317460317462,S
