date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURCAD,CADJPY,AUDCAD,AUDNZD,empty,sum
2020.11.16,-26.999999999999247,-7.999999999985796,-4.000000000004,0.0,-85.00000000000173,0.0,0.0,-421.0000000000047,-88.99999999998354,-80.99999999998886,-127.99999999999478,-273.00000000002456,-11.999999999989797,-144.99999999999514,-36.000000000001364,-165.00000000000404,-238.99999999998923,,-1712.999999999967
2020.11.16,9.00000000000345,246.99999999999721,-2.999999999997449,51.9999999999925,-73.00000000001194,24.000000000001798,62.99999999999084,-339.0000000000004,-4.999999999988347,-66.0000000000025,-65.99999999999939,-249.00000000002365,456.9999999999963,-52.99999999999194,-25.000000000005684,-168.00000000000148,-212.99999999999653,,-408.0000000000372
2020.11.16,-30.999999999992145,268.0000000000016,-73.99999999999629,35.99999999998715,-46.999999999997044,39.00000000000014,72.99999999998974,-401.00000000000693,2.0000000000131024,-149.0000000000009,-49.99999999999449,-396.000000000015,385.00000000001313,-89.99999999999008,-123.00000000000466,-219.00000000000253,-295.0000000000008,,-1071.999999999996
2020.11.16,-37.99999999999359,407.0000000000018,-87.99999999999919,25.99999999999625,25.999999999992696,177.00000000000495,150.99999999999002,-585.0000000000133,29.00000000001235,-152.9999999999916,-19.999999999997797,-625.0,258.0000000000027,-69.00000000000794,-138.00000000000523,-377.0000000000051,-276.9999999999939,,-1296.000000000007
2020.11.16,-25.999999999992696,476.0000000000098,-51.000000000001044,6.999999999990791,18.999999999991246,223.00000000000654,271.9999999999945,-570.0000000000039,8.000000000008,-146.0000000000008,68.00000000000139,-598.0000000000132,368.00000000001273,-104.99999999999955,-143.00000000000068,-333.0000000000055,-187.00000000000384,,-718.0000000000061
2020.11.16,-29.999999999996696,480.99999999999807,-35.00000000000725,-3.0000000000001137,66.99999999999484,245.0000000000063,290.9999999999968,-526.0000000000042,2.999999999997449,-164.00000000000148,75.9999999999983,-568.000000000012,286.00000000000847,-191.99999999999218,-185.00000000000227,-333.0000000000055,-188.9999999999947,,-776.0000000000164
2020.11.16,-70.99999999999883,497.0000000000141,-85.00000000000173,25.99999999999625,119.00000000000244,251.00000000000122,350.9999999999902,-531.9999999999991,6.000000000017103,-137.00000000000045,77.00000000000485,-514.00000000001,259.9999999999936,-205.99999999999508,-167.0000000000016,-342.000000000009,-114.99999999999844,,-581.9999999999945
2020.11.16,-100.00000000000009,560.0000000000049,-89.00000000000574,94.99999999999886,142.99999999998204,282.99999999999994,408.9999999999927,-500.00000000001154,-22.999999999995246,-143.00000000000068,78.00000000000028,-499.00000000002365,344.99999999999534,-130.0000000000079,-130.00000000000966,-313.00000000000773,-76.99999999999375,,-91.00000000008191
2020.11.16,-96.99999999999153,574.0000000000078,-100.99999999999554,164.99999999999204,156.00000000000057,290.00000000000136,426.9999999999996,-507.000000000013,-18.999999999991246,-86.99999999998909,82.99999999999974,-449.0000000000123,353.0000000000033,-184.00000000000637,-106.99999999999932,-301.0000000000068,-38.0000000000047,,157.99999999999463
2020.11.16,-59.99999999999339,577.0000000000052,-100.99999999999554,174.99999999999716,186.99999999998164,285.9999999999974,420.9999999999936,-588.0000000000107,1.0000000000065512,-34.99999999999659,82.00000000000429,-451.9999999999982,381.0000000000091,-165.9999999999995,-94.99999999999886,-312.00000000000114,-34.000000000000696,,267.0000000000002
2020.11.16,-79.99999999999119,635.0000000000077,-141.99999999999767,169.9999999999875,192.99999999999872,312.9999999999966,475.99999999999864,-639.0000000000118,40.0000000000178,-64.99999999999773,96.00000000000719,-542.0000000000016,394.00000000000546,-119.99999999998678,-103.00000000000864,-326.0000000000041,-11.00000000000545,,289.0000000000148
2020.11.16,-79.99999999999119,621.0000000000049,-133.00000000000534,173.99999999999238,185.99999999999727,250.00000000000577,399.99999999998926,-614.0000000000034,41.000000000002146,-42.00000000000159,91.00000000000774,-480.0000000000182,497.99999999999847,-113.99999999999189,-81.00000000000307,-277.000000000005,-18.0000000000069,,421.9999999999713
2020.11.16,-78.00000000000028,659.999999999994,-147.00000000000824,185.99999999999284,182.99999999999983,251.99999999999667,389.99999999999034,-614.0000000000034,51.000000000001044,-27.000000000001023,95.00000000000064,-487.0000000000232,608.0000000000085,-100.99999999999554,-78.00000000000296,-230.000000000008,-46.999999999997044,,615.9999999999442
2020.11.16,-70.99999999999883,651.0000000000016,-144.0000000000108,159.9999999999966,182.99999999999983,253.0000000000032,365.99999999999966,-599.0000000000161,60.99999999999994,-51.9999999999925,82.99999999999974,-506.0000000000002,561.0000000000115,-82.99999999998863,-91.00000000000819,-235.00000000000742,-89.00000000000574,,447.9999999999838
2020.11.16,-48.99999999999905,591.0000000000082,-127.99999999999478,119.99999999999034,180.0000000000024,243.99999999999977,349.99999999999477,-594.0000000000057,68.00000000000139,-76.99999999999818,65.99999999999939,-532.0000000000107,510.00000000001046,-147.99999999999258,-148.00000000001035,-237.00000000000944,-110.00000000001009,,105.99999999997581
2020.11.16,-26.999999999999247,554.00000000001,-112.000000000001,121.99999999999989,200.00000000000017,201.00000000000674,319.99999999999807,-571.0000000000103,72.0000000000054,-51.9999999999925,60.00000000000449,-487.0000000000232,506.0000000000064,-178.99999999999582,-151.00000000001046,-187.9999999999993,-110.99999999999443,,157.00000000000477
2020.11.16,-33.9999999999896,544.0000000000111,-102.00000000000209,128.99999999999068,209.9999999999991,214.00000000000307,329.999999999997,-599.0000000000161,58.000000000002494,-33.999999999991815,58.000000000002494,-484.00000000000887,543.0000000000045,-215.99999999999397,-139.00000000001,-167.00000000000603,-89.99999999999008,,221.00000000000196
2020.11.16,-50.99999999998994,465.0000000000043,-114.99999999999844,123.99999999999523,248.99999999998812,204.00000000000418,322.00000000000006,-535.0000000000188,55.000000000005045,-48.99999999999238,-9.999999999998899,-389.00000000001,449.0000000000105,-228.00000000000597,-171.00000000000648,-129.00000000000134,-83.9999999999952,,106.99999999999011
2020.11.16,-64.99999999999284,449.0000000000105,-119.00000000000244,134.9999999999909,259.9999999999936,192.00000000000327,293.99999999999426,-535.0000000000188,12.000000000012001,-82.99999999999841,-20.999999999993246,-409.00000000002024,434.000000000001,-316.99999999998954,-183.00000000000693,-125.00000000000844,-93.99999999999409,,-175.00000000001936
2020.11.16,-151.9999999999966,472.00000000000574,-168.0000000000126,203.99999999999352,231.99999999998778,216.0000000000051,334.9999999999964,-486.00000000000864,-20.999999999982144,-69.99999999999318,4.000000000004,-343.00000000001774,422.00000000001125,-306.00000000000625,-124.00000000000944,-193.00000000000983,-95.00000000000064,,-73.0000000000331
2020.11.16,-219.99999999999798,539.0000000000006,-215.00000000000963,250.99999999999056,292.9999999999877,300.99999999999574,390.99999999999693,-526.0000000000042,-68.99999999998573,-128.0000000000001,-19.999999999997797,-471.00000000000364,190.00000000000128,-221.00000000000452,-125.0,-301.0000000000068,-134.99999999999625,,-466.0000000000339
2020.11.16,-259.9999999999936,466.00000000001086,-287.9999999999994,266.9999999999959,324.9999999999975,339.99999999999585,442.9999999999934,-338.0000000000161,-83.9999999999952,-170.0000000000017,-97.9999999999981,-304.00000000000205,99.00000000000463,-165.9999999999995,-121.00000000000932,-309.0000000000037,-137.9999999999937,,-336.00000000001427
2020.11.16,-253.99999999999866,246.99999999999721,-205.99999999999508,253.99999999999068,170.99999999998784,250.00000000000577,431.99999999999903,-245.0000000000063,-123.99999999999079,-125.0,-151.9999999999966,-125.0,-58.000000000002494,-252.0000000000078,-79.9999999999983,-267.00000000000614,-39.999999999995595,,-574.0000000000172
2020.11.16,-146.99999999999713,72.0000000000054,-85.00000000000173,160.99999999998715,125.99999999998168,241.99999999999778,349.99999999999477,-200.00000000000017,-96.99999999999153,-146.0000000000008,-241.99999999999778,-39.00000000001569,-188.9999999999947,-187.99999999998818,-63.00000000000239,-279.00000000000705,-87.99999999999919,,-812.0000000000297
