date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURJPY,EURCAD,EURNZD,AUDNZD,empty,sum
2015.11.23,-14.000000000002899,0.0,-49.99999999999449,-90.00000000000341,0.0,-24.000000000001798,-10.999999999994348,-0.9999999999843467,-4.000000000004,-6.000000000000227,-36.999999999998145,-14.999999999998348,-70.99999999999795,-156.00000000000057,-130.0000000000079,-52.000000000007596,,-660.999999999996
2015.11.23,-28.999999999990145,131.99999999999878,-85.00000000000173,-76.99999999999818,110.99999999999443,-37.99999999999359,-0.999999999995449,60.000000000015596,-5.999999999994898,25.99999999999625,-53.00000000000304,-43.00000000000415,-108.00000000000409,-208.99999999999253,-177.00000000000495,26.999999999999247,,-469.9999999999784
2015.11.23,-21.999999999988695,127.99999999999478,-62.000000000006494,-82.99999999999841,123.00000000000644,-37.99999999999359,-46.999999999997044,60.000000000015596,-4.000000000004,31.999999999996476,-53.00000000000304,-34.000000000000696,-100.99999999999909,-224.99999999998633,-219.00000000001364,58.000000000002494,,-486.9999999999752
2015.11.23,42.0000000000087,178.00000000001148,-18.0000000000069,-115.99999999999966,234.00000000000088,-17.000000000000348,-171.99999999999437,204.00000000000418,8.000000000008,54.000000000002046,-75.00000000000284,-19.999999999997797,-96.00000000000364,-295.99999999998516,-548.0000000000151,215.00000000000963,,-422.9999999999608
2015.11.23,12.000000000012001,127.00000000001043,-26.999999999999247,-143.00000000000068,275.000000000003,12.000000000000899,-251.00000000000122,178.99999999999582,-15.999999999993797,81.00000000000307,-93.99999999999409,2.000000000002,-139.99999999998636,-314.99999999999864,-685.0000000000023,296.9999999999917,,-685.9999999999574
2015.11.23,32.0000000000098,82.00000000000429,28.000000000005798,-174.99999999999716,286.99999999999284,65.00000000000395,-310.9999999999946,140.0000000000068,-15.00000000000945,97.99999999999898,-75.9999999999983,39.00000000000014,-108.00000000000409,-246.99999999999721,-812.0000000000127,304.9999999999997,,-667.9999999999911
2015.11.23,4.000000000004,107.00000000001265,7.0000000000014495,-167.0000000000016,287.9999999999994,148.99999999999915,-282.99999999999994,119.00000000000244,-45.000000000006146,126.99999999999534,-156.99999999999602,158.0000000000026,-106.99999999999932,-353.0000000000033,-761.0000000000117,156.00000000000057,,-758.0000000000005
2015.11.23,15.999999999993797,-55.000000000005045,34.000000000000696,-322.00000000000273,419.9999999999982,226.99999999999943,-402.00000000000233,85.00000000000173,-150.00000000000568,117.00000000000443,-199.00000000000472,239.0000000000003,-81.99999999999363,-424.00000000000216,-858.0000000000032,117.99999999999588,,-1236.000000000025
2015.11.23,124.99999999999733,-107.99999999999699,234.00000000000088,-364.0000000000043,547.999999999993,362.00000000000676,-473.0000000000012,113.00000000000753,-178.00000000001148,120.99999999999511,-192.00000000000327,281.99999999999335,9.000000000014552,-314.99999999999864,-800.0000000000007,29.999999999996696,,-606.0000000000114
2015.11.23,143.00000000000423,-124.99999999999733,282.9999999999888,-433.9999999999975,636.9999999999986,534.0000000000011,-536.0000000000032,87.99999999999919,-174.99999999999181,147.99999999999613,-197.99999999999818,441.99999999999795,-48.00000000000182,-268.0000000000016,-977.0000000000057,-43.999999999999595,,-530.0000000000106
