date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,NZDCAD,AUDNZD,empty,sum
2019.08.05,-44.99999999999504,311.0000000000168,73.99999999999629,30.000000000001137,-21.00000000000435,211.99999999998997,-27.00000000002145,-14.999999999998348,-192.00000000000327,382.000000000005,428.00000000000614,407.99999999998613,149.0000000000009,206.00000000001728,-73.99999999999629,49.99999999999449,,1875.9999999999955
2019.08.05,-58.99999999999794,316.0000000000052,38.0000000000047,-19.000000000005457,-17.999999999995797,195.9999999999962,-91.00000000001884,-21.00000000000435,-180.99999999999784,256.0000000000002,363.0000000000022,401.99999999999125,87.99999999999386,200.00000000000017,-0.999999999995449,76.99999999999375,,1545.9999999999718
2019.08.05,-92.00000000000318,362.00000000001785,55.000000000005045,19.99999999999602,-9.999999999998899,207.00000000000162,-125.00000000001954,-56.0000000000005,-175.00000000000293,359.00000000000887,449.9999999999948,577.9999999999897,153.99999999999636,225.00000000000853,-23.00000000000635,51.000000000001044,,1979.9999999999884
2019.08.05,-80.00000000000229,314.00000000001427,25.999999999992696,60.000000000002274,6.0000000000060005,171.99999999999437,-139.00000000000023,-75.00000000000284,-185.99999999999727,358.0000000000041,370.00000000000364,544.9999999999955,165.99999999999682,289.0000000000059,36.0000000000027,96.00000000000719,,1958.000000000023
2019.08.05,-92.99999999999864,364.00000000000875,49.99999999999449,-8.000000000009777,-17.999999999995797,207.99999999998596,-131.00000000001444,-48.000000000003595,-171.99999999999437,328.00000000000296,384.00000000000654,563.9999999999867,114.99999999999488,336.00000000000296,68.99999999999685,137.9999999999937,,2085.9999999999573
2019.08.05,-75.9999999999983,334.00000000001205,45.000000000006146,-6.000000000000227,9.00000000000345,200.99999999998454,-116.00000000000499,-63.00000000000195,-192.00000000000327,296.0000000000207,388.9999999999949,594.0000000000057,112.99999999999955,414.00000000000324,90.0000000000012,151.9999999999966,,2184.000000000019
2019.08.05,-329.999999999997,479.0000000000072,252.0000000000078,-274.0000000000009,-48.99999999999905,34.99999999998504,-196.0000000000184,-182.99999999999983,-251.99999999999667,131.00000000000023,496.99999999999187,648.0000000000041,36.000000000001364,715.0000000000211,126.0000000000039,231.0000000000034,,1866.000000000014
2019.08.05,-271.9999999999945,622.0000000000115,225.00000000000853,-249.00000000000944,-71.99999999999429,236.99999999999832,-164.00000000000858,-129.00000000000134,-121.99999999999989,308.00000000002115,703.0000000000092,787.9999999999887,36.000000000001364,717.000000000012,136.99999999999824,293.0000000000099,,3058.000000000051
2019.08.05,-358.0000000000028,572.0000000000169,202.00000000001327,-537.9999999999967,109.99999999999899,85.00000000000173,-282.0000000000045,-356.9999999999962,-141.99999999999767,-94.99999999999886,774.9999999999924,1210.0,-310.0000000000023,891.0000000000196,178.00000000000037,139.00000000000023,,2080.0000000000446
2019.08.05,-324.00000000000205,424.00000000000216,187.00000000000384,-477.00000000000387,170.99999999999892,-19.00000000001345,-260.0000000000158,-390.0000000000015,-241.00000000000233,-179.9999999999784,723.9999999999914,1147.9999999999934,-260.0000000000051,1038.0000000000057,176.99999999999383,154.99999999999403,,1872.9999999999607
2019.08.05,-363.99999999999767,258.0000000000027,175.99999999999838,-623.0000000000047,246.00000000000176,-219.00000000001364,-311.0000000000168,-493.99999999999443,-356.9999999999962,-530.9999999999775,693.9999999999947,1100.9999999999964,-434.0000000000117,1095.0000000000016,114.99999999999844,75.00000000000284,,426.99999999998386
2019.08.05,-421.0000000000047,312.00000000000114,191.00000000000784,-582.9999999999984,182.99999999999983,-246.00000000001288,-359.0000000000204,-468.9999999999972,-327.99999999999494,-423.9999999999782,717.000000000012,1018.9999999999922,-373.00000000000466,759.0000000000208,-43.999999999999595,-43.999999999999595,,-109.99999999997704
2019.08.05,-470.00000000000375,442.00000000000904,266.0000000000107,-734.0000000000089,99.00000000000463,-175.00000000001404,-342.00000000002007,-419.00000000000273,-297.00000000000284,-476.99999999997544,817.000000000001,981.999999999994,-462.0000000000033,598.0000000000097,-143.00000000000423,-83.00000000001084,,-398.000000000017
2019.08.05,-409.99999999999926,297.9999999999983,222.99999999999542,-594.0000000000083,82.00000000000429,-242.00000000000887,-316.0000000000052,-363.99999999999767,-366.9999999999951,-457.9999999999984,659.999999999994,722.9999999999848,-350.0000000000085,539.0000000000006,-153.00000000000313,-48.000000000003595,,-777.0000000000502
2019.08.05,-436.9999999999985,394.00000000000546,248.00000000000378,-575.0000000000028,124.00000000000189,-187.00000000000384,-323.0000000000066,-424.00000000000216,-317.9999999999961,-331.99999999999363,740.9999999999917,977.99999999999,-304.00000000000205,641.0000000000027,-102.00000000000209,-78.00000000000028,,45.999999999987395
