date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.06.13,-143.9999999999997,-112.000000000001,-18.999999999991246,-178.00000000001148,-23.999999999990695,-175.99999999999838,-103.99999999999298,-93.99999999999409,-211.00000000000563,-216.0000000000051,0.0,-81.99999999999363,-63.99999999999739,-113.00000000000753,0.0,-111.0000000000042,-26.00000000001046,-118.99999999999977,-75.00000000000284,-100.99999999999554,,-1969.0000000000018
2016.06.13,32.999999999994145,76.99999999999375,-13.999999999980695,-120.00000000000898,31.000000000003247,-89.00000000000574,-125.99999999998168,-114.99999999999488,-134.0000000000008,-129.00000000000134,114.99999999999844,115.0000000000091,238.0000000000049,-22.999999999995246,35.00000000000725,-99.00000000000375,49.99999999999716,-14.999999999986358,-117.00000000000044,21.00000000000435,,-265.9999999999476
2016.06.13,73.00000000000084,165.9999999999995,-32.999999999994145,-133.00000000000534,-0.999999999995449,-73.00000000001194,-99.99999999998899,-84.99999999999375,-184.00000000000637,-126.99999999999933,149.99999999999457,174.0000000000066,369.0000000000193,139.00000000000023,35.999999999991594,-112.99999999999955,10.99999999999568,15.000000000000568,-97.9999999999981,24.999999999997247,,211.00000000001324
2016.06.13,73.00000000000084,224.99999999998633,-21.999999999988695,-139.00000000000023,-39.999999999995595,107.99999999999699,-36.999999999998145,-114.99999999999488,-187.00000000000384,-170.99999999999892,229.00000000000142,282.0000000000107,547.0000000000086,309.0000000000037,24.000000000001798,-121.00000000000932,-34.99999999999659,-62.99999999998818,-46.00000000000159,-34.000000000000696,,787.0000000000337
2016.06.13,85.00000000000173,280.9999999999979,-30.999999999981043,-171.00000000001003,-39.00000000000014,173.00000000000094,-7.999999999985796,-52.99999999999727,-189.00000000000583,-212.00000000000108,259.9999999999936,420.0000000000159,618.0000000000074,347.9999999999928,120.99999999999334,-112.00000000000898,18.000000000000682,-70.99999999999795,-51.000000000001044,-34.000000000000696,,1353.0000000000146
2016.06.13,87.99999999999919,454.9999999999832,-143.99999999998857,-153.00000000000313,-21.999999999999797,306.9999999999906,-4.999999999988347,90.00000000000341,-168.00000000000148,-161.99999999999548,351.99999999999676,772.0000000000198,867.0000000000177,592.9999999999991,116.00000000000499,16.999999999995907,143.99999999999125,67.00000000000728,-107.00000000000153,2.999999999997449,,3110.000000000028
2016.06.13,68.99999999999685,299.99999999998914,-101.99999999997988,-142.0000000000199,-33.9999999999896,214.00000000000307,23.00000000001745,43.00000000000637,-168.99999999999693,-131.99999999999878,276.9999999999939,665.0000000000205,587.0000000000042,377.9999999999894,75.99999999998718,51.9999999999925,150.99999999999625,96.00000000000364,-53.999999999998494,-17.999999999995797,,2280.000000000021
2016.06.13,46.999999999997044,296.9999999999917,-37.99999999998249,-88.0000000000214,-13.999999999991797,217.0000000000005,14.000000000002899,65.00000000001194,-131.99999999999878,-133.00000000000534,278.00000000000045,652.0000000000152,506.0000000000064,239.99999999999577,-9.999999999998899,75.9999999999934,182.00000000000216,121.00000000000932,-39.00000000000014,-34.000000000000696,,2207.0000000000273
2016.06.13,78.00000000000028,343.99999999998875,-161.99999999999548,1.999999999990898,33.000000000005244,219.99999999999798,31.000000000003247,248.00000000000466,-148.0000000000037,-63.00000000000195,268.99999999999704,954.0000000000077,506.0000000000064,255.99999999998957,-66.00000000001049,263.9999999999958,348.99999999998954,368.0000000000092,-34.99999999999615,-7.9999999999968985,,3439.9999999999814
2016.06.13,108.99999999999244,602.999999999998,-140.99999999999113,95.00000000000064,-5.999999999994898,373.00000000000114,29.00000000001235,483.0000000000041,-175.00000000000293,-60.00000000000449,351.0000000000013,1519.0000000000055,672.0000000000059,669.9999999999928,-49.99999999999449,440.9999999999883,427.99999999999727,449.0000000000123,58.000000000002494,0.0,,5848.000000000026
2016.06.13,108.99999999999244,577.9999999999897,-93.99999999999409,24.999999999986144,-104.99999999999955,391.9999999999924,-21.999999999988695,486.0000000000042,-258.9999999999981,-102.99999999999754,370.9999999999991,1403.9999999999964,726.0000000000044,839.9999999999964,-78.00000000000028,393.0000000000007,338.99999999999864,430.0000000000068,121.00000000000443,-49.99999999999449,,5502.999999999999
2016.06.13,126.99999999999933,604.9999999999889,-36.999999999998145,56.99999999999594,-92.99999999999864,380.00000000000256,-43.999999999999595,481.9999999999993,-268.0000000000016,-129.9999999999968,424.00000000000216,1430.0000000000068,736.0000000000033,944.9999999999958,-102.00000000000209,415.9999999999968,326.9999999999982,378.0000000000001,177.00000000000495,-70.99999999999883,,5738.999999999998
2016.06.13,129.9999999999968,642.9999999999936,-57.99999999998029,83.9999999999952,-97.9999999999981,414.00000000000324,-32.999999999994145,529.0000000000106,-263.99999999999756,-82.99999999999974,424.9999999999976,1531.000000000006,742.0000000000205,845.0000000000068,-90.00000000001229,463.99999999999864,381.9999999999908,485.00000000001364,126.99999999999933,-31.000000000003247,,6144.0000000000455
2016.06.13,108.99999999999244,497.99999999999847,-11.999999999989797,97.9999999999981,-110.99999999999443,353.99999999998766,-55.99999999998939,541.000000000011,-268.0000000000016,-95.00000000000064,405.9999999999952,1475.0000000000227,500.00000000001154,866.9999999999956,-253.00000000001432,478.9999999999992,340.0000000000034,461.00000000001273,219.00000000000253,-110.99999999999443,,5441.000000000046
2016.06.13,103.99999999999298,567.9999999999907,11.00000000000545,146.99999999998602,-93.99999999999409,425.99999999999307,-43.999999999999595,570.0000000000074,-241.00000000000233,-82.99999999999974,431.0000000000036,1557.0000000000164,584.0000000000067,851.0000000000017,-242.99999999999324,570.999999999998,399.0000000000009,492.00000000000443,192.99999999999872,-100.99999999999554,,6098.000000000022
