date,USDCHF,USDJPY,AUDUSD,GBPCHF,CHFJPY,EURGBP,EURCAD,empty,sum
2020.12.07,0.0,-84.00000000000318,-48.000000000003595,0.0,-183.9999999999975,-36.999999999998145,-123.00000000000644,,-476.0000000000088
2020.12.07,115.99999999999389,-19.99999999999602,-31.999999999998696,218.00000000000708,-210.00000000000796,-19.999999999997797,-100.99999999999554,,-48.99999999999504
2020.12.07,144.99999999999514,55.999999999997385,-70.0000000000034,212.99999999999653,-307.00000000000216,-9.999999999998899,2.999999999997449,,29.999999999982066
2020.12.07,173.00000000000094,78.00000000000296,-48.99999999999905,303.0000000000088,-277.000000000001,-2.999999999997449,-52.000000000007596,,173.0000000000076
2020.12.07,175.99999999999838,-7.999999999995566,-23.00000000000635,266.999999999995,-207.00000000000784,-19.00000000000235,-66.99999999999484,,118.99999999998643
2020.12.07,159.9999999999935,-37.9999999999967,-36.0000000000027,293.0000000000099,-183.9999999999975,-2.999999999997449,-7.0000000000014495,,185.0000000000076
2020.12.07,175.99999999999838,-36.000000000001364,-45.000000000006146,354.9999999999942,-165.00000000000625,29.999999999996696,28.000000000005798,,342.99999999998136
2020.12.07,103.99999999999298,-108.99999999999466,-13.00000000000745,331.999999999999,-169.00000000001114,32.999999999994145,82.99999999998863,,260.99999999996146
2020.12.07,92.99999999999864,-129.0000000000049,-42.0000000000087,333.0000000000055,-169.00000000001114,21.999999999999797,131.99999999999878,,239.999999999978
2020.12.07,95.00000000000064,-153.0000000000058,-31.000000000003247,343.99999999998875,-134.00000000000034,9.999999999998899,147.99999999999258,,278.99999999997146
2020.12.07,107.99999999999699,-140.00000000000057,-42.0000000000087,317.9999999999961,-135.00000000000512,-2.999999999997449,151.9999999999966,,257.99999999997783
2020.12.07,102.99999999999754,-176.00000000000193,-52.000000000007596,289.0000000000059,-118.99999999999977,-2.000000000002,133.99999999998968,,176.9999999999818
2020.12.07,109.99999999999899,-162.9999999999967,-30.000000000007798,287.9999999999994,-112.99999999999955,-0.999999999995449,174.99999999999181,,265.9999999999907
2020.12.07,119.99999999999788,-128.0000000000001,-33.000000000005244,265.0000000000041,-131.00000000000023,-19.00000000000235,215.99999999999397,,289.999999999988
2020.12.07,126.99999999999933,-132.99999999999557,-15.00000000000945,246.99999999999721,-130.00000000000966,-34.99999999999615,211.99999999998997,,272.99999999997567
2020.12.07,129.9999999999968,-100.99999999999909,-23.00000000000635,258.0000000000027,-188.0000000000024,-34.000000000000696,168.99999999999693,,210.9999999999879
