date,GBPUSD,EURUSD,EURJPY,empty,sum
2018.01.22,34.99999999998504,137.9999999999937,-19.000000000005457,,153.99999999997328
2018.01.22,48.000000000003595,106.00000000000608,-23.000000000024556,,130.9999999999851
2018.01.22,143.00000000000423,228.00000000000597,-70.0000000000216,,300.99999999998863
2018.01.22,28.999999999990145,136.99999999998712,-82.99999999999841,,82.99999999997885
2018.01.22,157.99999999999147,252.99999999999213,0.9999999999763531,,411.99999999996
2018.01.22,146.00000000000168,256.99999999999613,20.999999999986585,,423.9999999999844
2018.01.22,313.99999999999204,392.9999999999989,58.9999999999975,,765.9999999999884
2018.01.22,309.99999999998806,411.0000000000058,67.99999999998363,,788.9999999999775
2018.01.22,248.00000000000378,378.999999999996,70.99999999999795,,697.9999999999977
2018.01.22,204.00000000000418,333.0000000000055,42.999999999977945,,579.9999999999876
2018.01.22,278.00000000000045,435.9999999999919,99.99999999999432,,813.9999999999867
2018.01.22,212.99999999999653,409.99999999999926,95.99999999997522,,718.999999999971
2018.01.22,346.0000000000019,519.9999999999872,194.99999999999318,,1060.9999999999823
2018.01.22,289.0000000000059,459.99999999999375,143.00000000000068,,892.0000000000003
2018.01.22,336.00000000000296,469.99999999999267,123.99999999999523,,929.9999999999909
2018.01.22,263.99999999999756,384.9999999999909,64.99999999999773,,713.9999999999861
2018.01.22,329.99999999998585,493.99999999999443,66.0000000000025,,889.9999999999827
2018.01.22,306.00000000000625,536.0000000000032,121.99999999998568,,963.9999999999951
2018.01.22,184.00000000000637,397.99999999998727,24.00000000000091,,605.9999999999945
2018.01.22,61.99999999998429,326.0000000000041,12.999999999976808,,400.9999999999652
2018.01.22,21.00000000000435,286.99999999999284,-112.00000000002319,,195.99999999997397
2018.01.22,-56.99999999999594,280.9999999999979,-49.000000000006594,,174.99999999999537
2018.01.22,-107.99999999999699,204.00000000000418,-35.00000000002501,,60.99999999998218
2018.01.22,-39.999999999995595,200.00000000000017,-37.00000000000614,,122.99999999999844
2018.01.22,-160.00000000000458,42.999999999993044,-198.0000000000075,,-315.00000000001904
2018.01.22,-113.00000000000753,78.00000000000028,-154.00000000002478,,-189.00000000003203
2018.01.22,-150.00000000000568,121.99999999999989,-116.00000000001387,,-144.00000000001967
2018.01.22,-72.0000000000054,147.99999999999258,-121.00000000000932,,-45.00000000002214
2018.01.22,-39.00000000001125,239.99999999999577,-63.0000000000166,,137.9999999999679
2018.01.22,7.999999999985796,283.99999999999534,-105.00000000001819,,186.99999999996294
2018.01.22,-106.00000000000608,241.99999999998667,-75.00000000001705,,60.999999999963535
2018.01.22,-293.99999999999426,204.00000000000418,-76.99999999999818,,-166.99999999998826
2018.01.22,-273.0000000000121,228.00000000000597,-68.00000000001205,,-113.00000000001819
