date,EURUSD,NZDUSD,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.11.23,59.99999999999339,-573.0000000000013,-441.0000000000025,-502.9999999999979,-309.99999999999915,-55.00000000000682,-1366.999999999985,-254.99999999999545,-985.999999999998,-1055.000000000006,-1427.0000000000005,-476.99999999998965,-542.9999999999922,-91.99999999999208,37.99999999999359,218.00000000000708,,-7767.999999999971
2015.11.23,78.00000000000028,-583.0000000000002,-446.00000000000193,-498.9999999999939,-286.99999999999284,-221.00000000000364,-1272.999999999991,-237.99999999999955,-997.9999999999878,-1122.0000000000007,-1455.0000000000064,-522.9999999999961,-555.9999999999974,-269.9999999999925,-48.99999999999905,181.9999999999933,,-8259.999999999969
2015.11.23,7.0000000000014495,-634.9999999999967,-165.00000000000404,-373.99999999999653,-292.9999999999988,-218.00000000001774,-947.9999999999933,-319.9999999999932,-539.999999999985,-884.0000000000181,-1457.0000000000193,-403.99999999999636,-610.99999999999,-328.9999999999904,-339.99999999999585,228.00000000000597,,-7282.999999999986
2015.11.23,-52.000000000007596,-534.9999999999966,-92.00000000000318,-368.00000000000165,-270.99999999999903,-127.00000000000955,-805.9999999999956,-355.99999999999454,-333.9999999999899,-775.0000000000146,-1307.0000000000136,-300.9999999999877,-498.9999999999952,-340.9999999999913,-297.00000000000284,368.00000000001273,,-6092.999999999989
2015.11.23,-35.999999999991594,-548.0000000000041,-200.99999999999562,-451.0000000000014,-298.9999999999937,-180.00000000000682,-1063.9999999999982,-347.99999999998477,-580.0000000000027,-1041.000000000003,-1460.0000000000168,-393.99999999999125,-512.999999999991,-361.9999999999957,-299.00000000000483,191.99999999999218,,-7583.999999999988
2015.11.23,-90.99999999999665,-526.9999999999997,-197.00000000000273,-443.99999999999994,-206.99999999999054,-69.00000000001683,-1248.0000000000045,-270.00000000001023,-595.9999999999966,-940.0000000000075,-1279.000000000008,-465.999999999994,-485.99999999999,-375.9999999999986,-168.99999999999693,147.99999999999258,,-7217.000000000019
2015.11.23,-123.00000000000644,-488.999999999995,-232.99999999999432,-441.99999999999795,-274.9999999999919,-195.0000000000216,-1169.00000000002,-298.0000000000018,-639.9999999999961,-978.0000000000122,-1379.000000000019,-463.99999999999864,-577.9999999999887,-240.99999999999122,-121.00000000000443,225.99999999999287,,-7399.000000000046
2015.11.23,-192.99999999999872,-497.000000000003,-217.0000000000005,-414.9999999999987,-314.99999999999864,-195.0000000000216,-1107.0000000000136,-186.00000000000705,-512.0000000000014,-865.0000000000047,-1429.0000000000136,-460.9999999999985,-616.9999999999902,-251.99999999999667,-234.00000000000088,269.9999999999925,,-7225.000000000055
2015.11.23,-95.00000000000064,-463.0000000000023,-217.99999999999596,-412.9999999999967,-297.9999999999983,-198.0000000000075,-1163.9999999999873,-94.99999999999886,-482.999999999989,-816.0000000000167,-1303.0000000000098,-458.999999999989,-584.9999999999937,-383.0,-304.00000000000426,295.0000000000008,,-6981.999999999989
2015.11.23,87.99999999999919,-525.9999999999932,-93.99999999999409,-427.99999999999505,-337.99999999999386,-493.9999999999998,-1036.999999999999,7.000000000005002,-139.9999999999846,-678.0000000000008,-1246.0000000000139,-457.9999999999984,-619.9999999999903,-413.99999999999216,-356.9999999999962,360.0000000000048,,-6374.999999999942
2015.11.23,167.00000000000603,-509.9999999999993,-129.9999999999968,-407.0000000000018,-249.99999999999466,-549.0000000000066,-844.9999999999847,93.99999999999409,-99.99999999998899,-594.0000000000057,-1085.0000000000027,-456.99999999999363,-591.9999999999987,-362.99999999999113,-253.0000000000032,269.00000000000813,,-5604.99999999996
2015.11.23,285.00000000000193,-525.9999999999932,-107.00000000000153,-407.0000000000018,-237.99999999999378,-510.9999999999957,-890.000000000013,188.99999999999295,-7.999999999985796,-533.0000000000057,-902.0000000000028,-476.99999999998965,-563.999999999993,-395.99999999999636,-253.0000000000032,239.00000000001143,,-5098.99999999997
2015.11.23,181.00000000000892,-497.99999999999847,-109.99999999999899,-412.9999999999967,-286.99999999999284,-616.0000000000139,-662.9999999999914,185.00000000000227,25.00000000000835,-487.0000000000152,-947.000000000009,-434.99999999998806,-573.9999999999981,-396.9999999999918,-268.99999999999704,295.0000000000008,,-5009.999999999972
2015.11.23,150.99999999999002,-466.9999999999952,-138.00000000000477,-402.9999999999978,-272.99999999998994,-646.000000000015,-567.9999999999907,149.0000000000009,-130.99999999999224,-531.0000000000148,-1000.0000000000009,-443.9999999999884,-579.9999999999983,-342.9999999999933,-238.0000000000049,329.00000000000153,,-5132.999999999994
2015.11.23,147.00000000000824,-475.99999999999864,-107.00000000000153,-346.0000000000019,-262.999999999991,-722.0000000000084,-436.00000000001415,158.00000000001546,-55.000000000005045,-480.00000000001376,-1017.0000000000013,-433.9999999999975,-608.9999999999947,-287.9999999999994,-253.99999999999866,351.0000000000124,,-4830.99999999999
2015.11.23,157.99999999999147,-446.9999999999974,-205.99999999999508,-397.0000000000029,-239.99999999999577,-704.0000000000077,-559.0000000000206,200.9999999999934,-235.99999999999176,-541.9999999999981,-916.0000000000057,-464.9999999999892,-590.999999999994,-267.99999999999045,-184.00000000000637,252.0000000000078,,-5144.000000000002
2015.11.23,107.99999999999699,-444.9999999999954,-229.00000000000142,-458.00000000000284,-261.99999999999557,-829.0000000000077,-624.0000000000023,155.00000000000114,-334.9999999999964,-720.0000000000095,-1049.0000000000111,-568.9999999999884,-612.9999999999995,-262.999999999991,-100.99999999999554,221.00000000000452,,-6012.9999999999945
2015.11.23,113.00000000000753,-437.999999999994,-200.00000000000017,-476.9999999999941,-244.99999999999523,-860.0000000000136,-660.0000000000161,179.00000000000205,-297.9999999999983,-762.0000000000182,-1023.0000000000183,-605.9999999999945,-617.999999999995,-309.99999999999915,-92.99999999999864,160.00000000000458,,-6138.000000000021
2015.11.23,86.0000000000083,-464.9999999999932,-263.99999999999756,-478.9999999999961,-295.99999999999625,-824.0000000000123,-595.9999999999966,87.99999999999386,-400.9999999999847,-785.0000000000134,-1130.0000000000089,-561.9999999999976,-609.9999999999994,-292.9999999999988,-102.99999999999754,202.00000000001327,,-6431.999999999976
2015.11.23,76.0000000000094,-453.99999999999886,-246.00000000000176,-480.0000000000027,-295.99999999999625,-872.0000000000141,-580.999999999987,79.00000000000773,-371.99999999999454,-773.0000000000015,-1100.000000000012,-539.999999999992,-589.9999999999892,-273.000000000001,-109.00000000000354,194.0000000000053,,-6336.999999999971
2015.11.23,60.99999999999994,-456.9999999999963,-229.99999999999687,-471.99999999999466,-301.9999999999912,-872.0000000000141,-472.9999999999901,40.99999999999682,-339.0000000000004,-768.0000000000131,-1141.0000000000143,-506.9999999999908,-589.9999999999892,-276.9999999999939,-123.00000000000644,238.0000000000049,,-6210.999999999989
2015.11.23,11.00000000000545,-414.9999999999987,-238.0000000000049,-495.000000000001,-272.99999999998994,-834.0000000000032,-530.0000000000082,45.99999999999227,-346.0000000000019,-777.0000000000055,-1080.0000000000143,-512.999999999991,-568.9999999999884,-310.9999999999946,-121.00000000000443,160.00000000000458,,-6285.000000000004
2015.11.24,8.999999999992347,-426.9999999999996,-275.99999999999847,-519.0000000000028,-281.99999999999335,-784.9999999999966,-519.9999999999872,7.000000000005002,-336.00000000000296,-802.0000000000139,-1041.000000000003,-537.9999999999967,-538.9999999999873,-327.99999999999494,-119.00000000000244,114.99999999999844,,-6380.999999999983
2015.11.24,5.000000000010552,-441.0000000000025,-244.99999999999523,-498.9999999999939,-309.99999999999915,-754.0000000000191,-538.9999999999784,-4.9999999999954525,-360.9999999999891,-819.0000000000142,-1145.0000000000182,-498.9999999999952,-565.9999999999883,-337.99999999999386,-173.9999999999964,212.00000000001216,,-6477.999999999956
2015.11.24,28.999999999990145,-483.99999999999557,-195.9999999999962,-483.99999999999557,-325.99999999999295,-717.000000000013,-561.9999999999958,-32.99999999998704,-303.9999999999932,-812.0000000000127,-1250.0000000000177,-470.9999999999894,-581.9999999999936,-340.9999999999913,-219.00000000000253,231.0000000000034,,-6520.999999999983
2015.11.24,-28.999999999990145,-519.9999999999983,-197.99999999999818,-519.9999999999983,-364.9999999999931,-683.0000000000211,-705.0000000000001,-109.00000000000887,-353.99999999998766,-921.0000000000163,-1372.0000000000177,-512.0000000000005,-640.9999999999911,-370.9999999999991,-258.0000000000027,276.9999999999939,,-7281.000000000028
2015.11.24,-63.99999999999739,-478.0000000000006,-214.00000000000307,-519.0000000000028,-348.9999999999993,-752.0000000000095,-708.9999999999818,-91.99999999998454,-380.9999999999869,-914.0000000000148,-1339.0000000000014,-512.999999999991,-613.9999999999901,-370.9999999999991,-226.00000000000398,276.9999999999939,,-7257.999999999972
2015.11.24,-7.0000000000014495,-475.0000000000032,-236.00000000000287,-534.9999999999966,-336.9999999999984,-725.9999999999991,-653.9999999999768,-74.99999999998863,-341.99999999999784,-868.000000000002,-1226.000000000016,-520.9999999999866,-579.9999999999983,-364.9999999999931,-204.99999999999963,209.9999999999991,,-6941.999999999962
2015.11.24,-14.000000000002899,-448.9999999999994,-204.99999999999963,-522.9999999999957,-327.99999999999494,-750.0,-611.000000000006,6.000000000000227,-292.9999999999877,-827.0,-1218.000000000008,-518.9999999999912,-589.9999999999892,-356.00000000000074,-189.00000000000583,224.000000000002,,-6641.999999999978
2015.11.24,-73.99999999999629,-385.99999999999744,-207.00000000000162,-508.9999999999928,-295.99999999999625,-865.0000000000091,-613.9999999999812,45.99999999999227,-258.99999999998704,-799.0000000000164,-1092.000000000004,-529.9999999999869,-560.9999999999928,-356.9999999999962,-158.0000000000026,104.99999999999955,,-6555.999999999971
2015.11.24,-66.99999999999484,-293.99999999999426,-185.00000000000182,-447.99999999999284,-194.99999999998963,-855.0000000000182,-498.9999999999828,51.9999999999925,-275.9999999999874,-744.0000000000114,-902.0000000000028,-503.0000000000001,-480.99999999999454,-322.00000000000006,-53.999999999998494,121.99999999999989,,-5650.999999999976
2015.11.24,-29.999999999996696,-307.0000000000017,-156.99999999999602,-483.0000000000001,-192.99999999999872,-790.9999999999968,-639.0000000000118,82.99999999999841,-221.99999999998886,-788.0000000000109,-891.0000000000196,-534.9999999999966,-484.99999999999943,-365.99999999999966,-65.99999999999939,53.999999999998494,,-5816.00000000002
2015.11.24,-15.999999999993797,-370.00000000000364,-153.99999999999858,-509.9999999999993,-242.99999999999324,-747.0000000000141,-710.999999999995,91.00000000000819,-209.9999999999991,-823.0000000000182,-1006.000000000018,-566.9999999999931,-542.9999999999922,-411.99999999999017,-153.99999999999858,69.9999999999923,,-6305.000000000005
2015.11.24,22.0000000000109,-392.00000000000347,-143.9999999999997,-493.99999999999443,-270.99999999999903,-796.0000000000207,-703.9999999999935,111.99999999999477,-154.99999999999403,-783.0000000000003,-1038.0000000000057,-588.9999999999986,-593.9999999999941,-410.9999999999947,-178.99999999999582,110.99999999999443,,-6304.999999999994
2015.11.24,28.999999999990145,-337.99999999999386,-131.00000000000333,-448.9999999999994,-222.99999999999542,-749.0000000000236,-541.9999999999981,137.00000000000045,-114.99999999999844,-670.000000000015,-902.0000000000028,-506.9999999999908,-524.0000000000009,-356.00000000000074,-138.00000000000477,180.0000000000024,,-5298.000000000034
2015.11.24,60.99999999999994,-400.00000000000034,-148.99999999999915,-453.0000000000034,-275.99999999999847,-764.00000000001,-540.9999999999915,174.0000000000066,-87.99999999999919,-616.0000000000165,-963.0000000000027,-493.9999999999998,-585.9999999999985,-352.9999999999922,-204.00000000000418,222.00000000001108,,-5429.999999999998
2015.11.24,79.99999999999119,-400.00000000000034,-146.00000000000168,-461.0000000000003,-262.999999999991,-850.0000000000227,-564.000000000009,182.99999999999272,-87.99999999999919,-639.0000000000118,-942.0000000000206,-541.9999999999874,-616.9999999999902,-348.9999999999993,-187.00000000000384,202.9999999999976,,-5582.0000000000555
2015.11.24,58.000000000002494,-395.0000000000009,-119.99999999999788,-385.000000000002,-247.99999999999267,-832.000000000022,-450.9999999999792,236.99999999999477,-69.9999999999923,-553.0000000000035,-951.000000000013,-494.99999999999034,-613.9999999999901,-306.9999999999906,-209.00000000000364,280.9999999999979,,-5053.999999999983
2015.11.24,49.99999999999449,-392.00000000000347,-114.99999999999844,-397.0000000000029,-248.99999999999923,-838.0000000000223,-469.0000000000083,222.0000000000084,-90.99999999999665,-568.000000000013,-975.0000000000148,-506.9999999999908,-621.9999999999999,-337.99999999999386,-200.99999999999562,266.999999999995,,-5223.000000000042
2015.11.24,75.00000000000284,-375.0000000000031,-34.000000000000696,-330.9999999999924,-174.99999999999181,-819.0000000000168,-438.9999999999894,259.9999999999909,16.000000000016,-466.00000000001086,-841.0000000000028,-463.99999999999864,-566.9999999999931,-323.99999999999096,-189.00000000000583,263.99999999999756,,-4408.999999999989
2015.11.24,-62.000000000006494,-317.9999999999961,-31.999999999998696,-312.00000000000114,-147.99999999999258,-711.0000000000127,-514.9999999999987,84.00000000000318,-65.99999999998829,-575.0000000000144,-938.0000000000166,-413.99999999998727,-515.0000000000006,-325.99999999999295,-192.99999999999872,259.0000000000092,,-4781.999999999994
2015.11.24,-53.999999999998494,-363.99999999999767,-24.999999999997247,-307.0000000000017,-190.99999999999673,-760.9999999999957,-457.00000000001853,116.99999999999022,-69.9999999999923,-520.0000000000093,-973.0000000000016,-427.99999999999727,-582.9999999999984,-312.9999999999966,-229.99999999999687,307.99999999999716,,-4851.000000000011
2015.11.24,-96.00000000000719,-309.0000000000037,-51.000000000001044,-251.99999999999667,-150.99999999999002,-1193.000000000012,-259.0000000000092,179.00000000000205,-148.99999999999915,-458.00000000000284,-951.000000000013,-417.99999999999216,-582.9999999999984,-218.99999999999142,-153.99999999999858,354.9999999999942,,-4709.000000000018
2015.11.24,-239.99999999999577,-334.00000000000097,-158.99999999999804,-519.9999999999983,-228.99999999999034,-1354.0000000000134,-485.99999999998647,114.00000000000432,-441.0000000000025,-1072.0000000000064,-1256.0000000000127,-763.9999999999958,-708.999999999989,-404.99999999999983,-175.99999999999838,107.00000000001265,,-7923.999999999971
2015.11.24,-324.9999999999975,-378.999999999996,-199.00000000000472,-564.9999999999933,-287.9999999999994,-1382.000000000005,-577.0000000000052,50.00000000001137,-546.000000000002,-1232.000000000011,-1363.0000000000032,-802.9999999999973,-715.999999999994,-432.9999999999945,-239.0000000000003,56.000000000011596,,-8940.99999999998
2015.11.24,-168.99999999999693,-417.0000000000007,-146.99999999999713,-375.0000000000031,-316.99999999998954,-1286.0000000000014,-32.999999999994145,92.99999999998931,-363.9999999999866,-757.0000000000076,-1409.0000000000157,-530.9999999999917,-744.9999999999903,-247.99999999999267,-258.9999999999981,385.00000000001313,,-6578.999999999964
2015.11.24,-114.99999999999844,-444.9999999999954,-187.00000000000384,-246.99999999999721,-299.99999999998914,-1361.0000000000184,68.00000000000139,157.0000000000107,-418.9999999999916,-490.0000000000126,-1282.0000000000055,-411.9999999999919,-738.9999999999901,-60.99999999999994,-204.99999999999963,527.9999999999951,,-5509.999999999987
2015.11.24,-195.9999999999962,-424.9999999999976,-282.0000000000045,-348.9999999999993,-372.99999999999,-1312.0000000000118,77.00000000001594,104.00000000001342,-509.99999999998823,-575.0000000000144,-1389.000000000018,-419.9999999999875,-748.9999999999952,-39.999999999995595,-184.00000000000637,571.0000000000103,,-6051.999999999965
2015.11.24,-198.00000000000927,-443.99999999999994,-315.9999999999941,-371.99999999999454,-418.9999999999916,-1282.0000000000107,51.00000000002325,104.99999999998977,-576.9999999999831,-651.0000000000016,-1504.0000000000164,-472.999999999999,-816.9999999999931,-40.99999999999105,-192.99999999999872,547.999999999993,,-6582.999999999977
2015.11.24,-157.99999999999147,-525.9999999999932,-319.0000000000026,-341.99999999999784,-425.99999999999307,-1400.0000000000057,136.00000000000279,134.9999999999909,-550.9999999999903,-592.0000000000148,-1572.0000000000177,-495.9999999999951,-881.0000000000002,-20.999999999993246,-233.00000000000543,639.0000000000118,,-6606.999999999995
2015.11.24,-123.99999999999079,-503.99999999999335,-275.99999999999847,-381.99999999999346,-451.9999999999969,-1448.0000000000075,148.99999999999915,162.00000000000614,-522.9999999999845,-636.0000000000143,-1521.0000000000168,-503.9999999999907,-854.9999999999898,-130.99999999999224,-300.0000000000003,612.9999999999969,,-6731.999999999966
2015.11.24,-161.99999999999548,-536.9999999999986,-297.9999999999983,-443.99999999999994,-486.999999999993,-1796.999999999997,234.99999999998522,170.99999999999227,-504.9999999999999,-720.0000000000095,-1639.0000000000127,-560.9999999999928,-917.9999999999922,-169.99999999999238,-336.00000000000296,632.0000000000103,,-7535.999999999997
2015.11.24,-296.0000000000074,-510.99999999999477,-358.9999999999982,-407.0000000000018,-465.9999999999998,-1942.0000000000073,511.000000000017,50.00000000001137,-689.9999999999907,-737.0000000000099,-1679.0000000000082,-537.9999999999967,-911.9999999999919,-135.99999999999167,-300.99999999999574,592.9999999999991,,-7819.999999999966
2015.11.24,-273.9999999999965,-490.999999999997,-326.9999999999995,-443.99999999999994,-462.9999999999912,-2028.00000000002,605.0000000000111,85.00000000000796,-641.0000000000027,-771.0000000000106,-1635.0000000000086,-562.9999999999882,-881.9999999999908,-131.99999999999878,-258.0000000000027,523.0000000000068,,-7695.99999999998
2015.11.24,-360.9999999999891,-376.99999999999403,-307.0000000000017,-373.99999999999653,-351.99999999999676,-1975.0000000000227,755.0000000000168,14.000000000010004,-663.999999999998,-707.9999999999975,-1449.0000000000114,-523.9999999999867,-785.9999999999872,-79.99999999999119,-143.9999999999997,439.99999999999596,,-6891.999999999948
2015.11.24,-123.99999999999079,-307.99999999999716,-200.99999999999562,-276.9999999999939,-259.9999999999936,-1882.000000000005,1019.0000000000143,185.00000000000227,-293.99999999999426,-348.9999999999993,-1044.0000000000005,-356.9999999999993,-631.9999999999908,-95.99999999999609,-185.99999999999727,496.00000000000756,,-4309.999999999931
2015.11.24,-116.00000000000499,-295.0000000000008,-129.9999999999968,-195.00000000000074,-250.9999999999901,-1980.0000000000182,1312.9999999999864,203.00000000000296,-102.00000000000209,-116.00000000000499,-879.0000000000075,-290.9999999999968,-604.9999999999898,-51.99999999999649,-195.00000000000074,520.0000000000093,,-3171.000000000012
2015.11.24,-48.000000000003595,-293.99999999999426,-231.99999999999886,-239.99999999999577,-216.99999999998943,-2127.0000000000095,1221.0000000000055,342.9999999999893,-272.99999999998994,-177.00000000000495,-818.0000000000076,-359.99999999999943,-652.000000000001,-74.99999999999174,-153.00000000000313,492.0000000000035,,-3609.999999999991
2015.11.24,-78.00000000000028,-256.0000000000007,-161.99999999999548,-241.99999999999778,-222.99999999999542,-2108.000000000004,1160.0000000000055,314.9999999999977,-103.99999999999298,-158.99999999999804,-856.0000000000123,-366.9999999999902,-626.9999999999953,-90.99999999999665,-156.99999999999602,483.99999999999557,,-3470.9999999999764
2015.11.24,-171.00000000001003,-271.9999999999945,-168.99999999999693,-158.0000000000026,-268.99999999999704,-2194.000000000017,1670.000000000016,181.0000000000116,-117.99999999999588,-28.000000000005798,-952.0000000000196,-199.99999999998863,-617.999999999995,-39.999999999995595,-184.00000000000637,614.0000000000034,,-2907.9999999999936
