date,USDCAD,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2016.05.09,-170.99999999998784,-34.000000000006025,-39.00000000000014,-49.99999999999449,-222.0000000000084,-115.99999999999966,-165.99999999999682,-57.999999999992724,-97.99999999999898,,-953.9999999999851
2016.05.09,-185.99999999999727,-159.00000000000603,-81.9999999999932,-42.999999999993044,-344.99999999999886,-243.99999999999977,-320.99999999999795,-185.99999999999284,-152.00000000000102,,-1717.99999999998
2016.05.09,-231.99999999998778,-154.00000000001057,-161.00000000000003,-29.000000000001247,-296.99999999999704,-210.99999999999852,-315.9999999999883,-274.9999999999915,-245.9999999999951,,-1920.99999999997
2016.05.09,-268.0000000000016,-219.99999999999886,-220.99999999999343,-60.99999999999994,-471.00000000000364,-256.0000000000002,-405.00000000000114,-410.99999999998715,-359.99999999999943,,-2672.9999999999854
2016.05.09,-224.99999999998633,-303.0000000000115,-228.99999999999034,-83.9999999999952,-622.9999999999905,-373.00000000000466,-421.99999999999704,-457.9999999999984,-414.99999999999204,,-3131.9999999999654
2016.05.09,-192.99999999999872,-293.00000000000637,-221.99999999999997,-134.0000000000008,-611.9999999999948,-346.00000000000364,-405.9999999999917,-439.9999999999977,-402.9999999999916,,-3048.9999999999854
2016.05.09,-141.99999999999767,-406.0000000000059,-247.99999999999267,-117.99999999999588,-802.9999999999973,-471.00000000000364,-513.9999999999958,-469.99999999999886,-528.9999999999964,,-3700.9999999999845
2016.05.09,-48.000000000003595,-440.00000000001194,-236.99999999999832,-80.99999999999774,-788.0000000000109,-495.00000000000455,-521.0000000000008,-501.99999999999534,-509.9999999999909,,-3622.0000000000146
2016.05.09,-136.99999999998712,-414.0000000000015,-202.9999999999976,-73.99999999999629,-769.0000000000055,-496.9999999999999,-501.99999999999534,-542.9999999999922,-453.00000000000296,,-3591.999999999978
2016.05.09,-170.99999999998784,-335.9999999999985,-220.99999999999343,-20.999999999993246,-596.0000000000036,-415.9999999999968,-422.9999999999876,-482.9999999999899,-406.9999999999965,,-3073.9999999999477
2016.05.09,-173.00000000000094,-275.0000000000057,-242.99999999999324,-17.000000000000348,-489.0000000000043,-344.99999999999886,-388.9999999999958,-463.99999999999864,-421.99999999999704,,-2816.9999999999945
2016.05.09,-121.99999999999989,-281.0000000000059,-153.99999999999858,-13.999999999991797,-425.00000000001137,-338.99999999999864,-331.99999999999363,-356.9999999999993,-313.99999999999295,,-2337.999999999992
2016.05.09,-160.00000000000458,-321.00000000001216,-166.99999999999494,-35.999999999991594,-563.999999999993,-371.9999999999999,-406.9999999999965,-408.00000000000125,-358.0000000000041,,-2792.9999999999977
2016.05.09,-161.99999999999548,-308.00000000000693,-142.99999999999312,-27.999999999994696,-533.0000000000155,-378.0000000000001,-376.99999999999534,-334.99999999999375,-331.00000000000307,,-2594.9999999999977
2016.05.09,-201.99999999999108,-393.0000000000007,-152.99999999999204,-10.999999999994348,-550.9999999999877,-441.99999999999307,-387.999999999991,-387.999999999991,-378.0000000000001,,-2905.999999999941
2016.05.09,-259.9999999999936,-508.0000000000098,-141.99999999999767,-0.999999999995449,-733.0000000000041,-543.0000000000064,-478.9999999999992,-471.9999999999942,-442.99999999999784,,-3580.999999999998
2016.05.09,-259.9999999999936,-573.9999999999981,-112.000000000001,-17.999999999995797,-830.0000000000125,-644.0000000000055,-563.999999999993,-504.99999999999545,-475.9999999999991,,-3982.9999999999936
2016.05.09,-228.99999999999034,-664.0000000000015,-137.9999999999937,-7.9999999999968985,-962.9999999999939,-759.0000000000003,-659.9999999999966,-560.9999999999928,-542.0000000000016,,-4523.999999999967
2016.05.09,-363.0000000000022,-651.0000000000105,-125.99999999999278,-92.99999999999864,-1013.0000000000052,-671.999999999997,-649.0000000000009,-527.000000000001,-501.99999999999534,,-4596.000000000004
