date,GBPUSD,USDCAD,EURCHF,NZDCHF,EURGBP,EURJPY,EURNZD,empty,sum
2016.05.16,-82.00000000000429,-42.0000000000087,-61.99999999998429,-4.000000000004,-7.9999999999968985,-22.999999999996135,0.0,,-220.99999999999432
2016.05.16,-87.99999999999919,52.99999999999194,-92.99999999998754,36.999999999998145,-17.999999999995797,-6.999999999990791,42.0000000000087,,-73.99999999997453
2016.05.16,-97.00000000001374,37.99999999998249,-153.9999999999875,60.00000000000449,24.000000000001798,5.000000000009663,-15.999999999993797,,-139.99999999999662
2016.05.16,-126.0000000000039,106.99999999999044,-161.99999999999548,53.999999999998494,-62.000000000006494,11.00000000000989,-159.99999999998238,,-337.9999999999894
2016.05.16,-90.00000000001229,76.99999999999375,-197.99999999998707,63.00000000000195,-65.00000000000395,-72.00000000000273,-139.00000000000023,,-424.0000000000106
2016.05.16,-87.99999999999919,108.99999999998133,-242.99999999999324,124.99999999999733,-99.00000000000463,-143.99999999999125,-96.99999999999153,,-437.0000000000012
2016.05.16,-97.00000000001374,126.99999999998823,-228.99999999999034,87.00000000000374,-90.99999999999665,-171.99999999999704,-173.99999999998528,,-548.9999999999911
2016.05.16,-49.99999999999449,156.00000000000057,-197.00000000000273,56.0000000000005,-31.999999999998696,-209.00000000000318,-177.99999999998929,,-453.99999999998727
2016.05.16,-110.99999999999443,150.99999999999002,-154.99999999999403,70.0000000000034,-16.0000000000049,-188.99999999999295,-116.99999999998934,,-366.99999999998226
2016.05.16,-141.99999999999767,125.99999999998168,-249.99999999999466,-2.999999999997449,4.000000000004,-301.00000000000193,-415.99999999999415,,-982.0000000000002
2016.05.16,-215.00000000000963,-60.000000000015596,-236.99999999999832,7.0000000000014495,4.999999999999449,-293.99999999999693,-398.9999999999938,,-1193.0000000000134
2016.05.16,-215.00000000000963,-58.000000000002494,-234.99999999998522,121.00000000000443,46.00000000000159,-364.9999999999949,-102.99999999998644,,-808.9999999999726
2016.05.16,-214.00000000000307,-77.00000000001594,-214.00000000000307,189.00000000000583,82.00000000000429,-365.99999999999966,95.00000000000064,,-505.00000000001097
2016.05.16,-215.00000000000963,-117.00000000001154,-258.0000000000027,209.00000000000364,80.00000000000229,-348.99999999998954,148.00000000001478,,-501.9999999999927
2016.05.16,-228.00000000000597,-120.00000000000898,-269.9999999999925,280.00000000000244,73.00000000000084,-350.9999999999991,269.00000000000813,,-346.99999999999517
2016.05.16,-201.00000000000674,-106.00000000000608,-265.0000000000041,236.99999999999832,36.999999999998145,-337.99999999999386,175.99999999999838,,-460.0000000000159
2016.05.16,-181.00000000000892,-104.00000000001519,-278.00000000000045,200.99999999999562,17.000000000000348,-185.00000000000227,84.0000000000174,,-446.00000000001353
2016.05.16,-144.0000000000108,-34.000000000000696,-269.9999999999925,209.9999999999991,15.999999999993797,-153.99999999999636,104.99999999999955,,-271.0000000000079
2016.05.16,-221.00000000000452,-161.00000000001114,-268.9999999999859,204.00000000000418,-11.00000000000545,-298.9999999999924,82.00000000000429,,-674.9999999999909
2016.05.16,-252.0000000000078,-178.00000000001148,-255.99999999998957,234.99999999999633,-2.000000000002,-304.9999999999926,164.00000000000858,,-593.9999999999984
2016.05.16,-270.99999999999903,-294.0000000000165,-268.9999999999859,268.99999999999704,-97.00000000000264,-262.00000000000045,224.000000000002,,-700.0000000000055
2016.05.16,-110.99999999999443,-278.00000000000045,-272.99999999998994,261.99999999999557,-114.00000000000298,-253.99999999999068,209.00000000001472,,-558.9999999999682
2016.05.16,-354.0000000000099,-340.00000000000693,-297.9999999999983,351.0000000000013,-62.000000000006494,-271.0000000000008,411.0000000000058,,-563.0000000000153
2016.05.16,-334.9999999999964,-319.0000000000026,-312.9999999999855,395.99999999999636,-104.00000000000409,-325.00000000000284,462.0000000000068,,-537.9999999999883
2016.05.16,-110.00000000001009,-260.0000000000158,-312.00000000000114,394.00000000000546,-143.00000000000423,-381.9999999999908,453.99999999999886,,-359.00000000001774
2016.05.16,-4.000000000004,-222.00000000001108,-351.99999999999676,394.00000000000546,-129.00000000000134,-421.99999999999704,469.0000000000083,,-265.9999999999965
2016.05.16,-80.00000000001339,-269.00000000000813,-350.9999999999902,402.9999999999978,-114.00000000000298,-387.00000000000045,493.0000000000101,,-305.0000000000073
2016.05.16,-100.0000000000112,-282.0000000000045,-400.9999999999847,448.000000000004,-156.00000000000057,-417.0000000000016,509.00000000000387,,-398.99999999999477
2016.05.16,-228.00000000000597,-374.0000000000077,-393.99999999998323,490.00000000000153,-126.0000000000039,-453.9999999999935,585.0000000000133,,-500.9999999999794
2016.05.16,-239.99999999999577,-356.00000000000074,-395.99999999999636,499.000000000005,-19.00000000000235,-480.99999999999454,618.0000000000074,,-374.9999999999774
2016.05.16,-333.0000000000055,-236.00000000001398,-417.99999999998505,463.9999999999977,-51.99999999999649,-488.9999999999901,530.0000000000082,,-533.9999999999852
2016.05.16,-443.99999999999994,-328.00000000001717,-402.9999999999978,419.9999999999982,-68.00000000000139,-527.000000000001,421.0000000000047,,-929.0000000000143
