date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURNZD,AUDJPY,empty,sum
2018.03.05,-5.999999999994898,139.00000000000023,207.00000000000162,-85.99999999999852,35.00000000000725,34.000000000000696,-53.00000000000304,-17.999999999995797,239.00000000000432,425.99999999999307,-376.0000000000048,568.9999999999973,-97.99999999999898,,1012.0000000000083
2018.03.05,-76.99999999999375,82.00000000000429,136.00000000000279,-119.99999999999034,12.000000000000899,34.99999999999615,-131.00000000000333,-52.99999999999194,225.00000000002274,256.99999999999613,-336.9999999999891,567.9999999999907,-106.99999999999932,,490.00000000004593
2018.03.05,-207.00000000000162,-133.00000000000534,-261.9999999999845,-27.000000000001023,-134.0000000000008,-33.000000000005244,-138.00000000000477,-14.999999999998348,-137.00000000000045,252.99999999999213,186.00000000000705,185.99999999999727,121.99999999999989,,-339.00000000000546
2018.03.05,-171.99999999999437,-9.999999999998899,-146.99999999998602,-72.99999999999329,-49.99999999999449,-33.000000000005244,-160.00000000000458,-64.99999999999284,55.00000000000682,289.0000000000059,10.000000000019327,340.9999999999913,1.0000000000047748,,-13.999999999941622
2018.03.05,-137.9999999999937,34.000000000000696,-58.99999999998684,-146.99999999999136,-10.999999999994348,12.999999999996348,-145.00000000000622,-78.99999999999574,207.00000000002206,331.999999999999,-175.99999999998772,359.99999999998255,-102.00000000000387,,89.00000000004087
2018.03.05,-58.99999999999794,53.999999999998494,0.0,27.000000000001023,26.999999999999247,-54.00000000000959,-80.00000000000229,-49.99999999999449,-12.999999999976808,368.9999999999971,-22.999999999996135,603.9999999999824,-4.0000000000048885,,797.9999999999961
2018.03.05,-14.999999999998348,85.00000000000173,21.00000000000435,29.000000000010573,53.999999999998494,44.99999999999504,-86.0000000000083,-43.999999999999595,17.00000000002433,310.9999999999946,-42.00000000000159,400.9999999999847,-33.00000000000125,,743.0000000000047
2018.03.05,-68.00000000000139,11.999999999989797,-25.999999999992696,11.00000000000989,-64.99999999999284,-52.000000000007596,-86.0000000000083,28.000000000005798,-36.000000000001364,317.9999999999961,-16.999999999995907,564.9999999999933,79.9999999999983,,663.9999999999931
2018.03.05,-39.00000000000014,-21.00000000000435,-38.99999999998904,3.0000000000001137,-87.99999999999919,-131.00000000000333,-41.000000000002146,68.00000000000139,-56.99999999998795,329.00000000000153,-13.00000000000523,729.0000000000018,96.00000000000364,,796.000000000017
2018.03.05,-83.9999999999952,-76.0000000000094,-105.99999999998388,29.000000000010573,-132.99999999999423,-185.00000000000182,-31.999999999998696,77.00000000000485,-152.9999999999916,363.0000000000022,91.00000000000819,771.9999999999949,167.0000000000016,,730.0000000000473
2018.03.05,-70.99999999999883,-66.00000000001049,-92.99999999998754,2.0000000000095497,-112.99999999999643,-152.00000000000767,-31.999999999998696,69.00000000000794,-103.999999999985,353.99999999998766,45.000000000015916,712.0000000000015,121.99999999999989,,673.0000000000379
2018.03.05,-65.99999999999939,-26.0000000000149,-55.99999999998939,-58.9999999999975,-100.99999999999554,-118.00000000000699,-45.000000000006146,63.00000000000195,21.000000000015007,361.9999999999957,-68.9999999999884,683.9999999999957,63.00000000000239,,653.0000000000124
2018.03.05,-95.99999999999609,-78.00000000000028,-123.99999999999079,-72.99999999999329,-88.99999999999464,-101.00000000000664,-57.00000000000705,29.000000000001247,-14.999999999986358,322.00000000000006,-15.999999999991132,546.000000000002,40.00000000000625,,288.00000000004337
