date,USDCHF,USDCAD,GBPCAD,NZDJPY,empty,sum
2016.01.11,-93.99999999999409,-160.99999999998892,-557.0000000000075,-599.9999999999943,,-1411.9999999999848
2016.01.11,-26.000000000003798,-239.99999999999577,-335.9999999999808,-537.0000000000061,,-1138.9999999999864
2016.01.11,114.99999999999844,-178.99999999999582,-367.0000000000062,-567.0000000000073,,-998.0000000000109
2016.01.11,187.00000000000384,-225.99999999999287,-358.9999999999982,-516.0000000000053,,-913.9999999999925
2016.01.11,41.9999999999976,-233.99999999997868,-192.99999999997652,-353.9999999999992,,-738.9999999999568
2016.01.11,106.00000000000608,-230.9999999999812,-295.99999999998516,-617.999999999995,,-1038.9999999999554
2016.01.11,62.000000000006494,-189.99999999997908,-212.9999999999743,-323.0000000000075,,-663.9999999999544
2016.01.11,116.00000000000499,-221.99999999998886,-83.99999999997299,-316.0000000000025,,-505.99999999995936
2016.01.11,-19.00000000000235,-108.99999999998133,-114.99999999999844,-332.9999999999984,,-575.9999999999804
2016.01.11,-24.000000000001798,-109.99999999998789,-90.99999999997443,-271.0000000000008,,-495.9999999999649
2016.01.11,-4.000000000004,-129.99999999998568,-80.99999999999774,-246.9999999999999,,-461.9999999999873
2016.01.11,-44.99999999999504,-112.99999999998533,-98.99999999998244,-162.9999999999967,,-419.9999999999595
2016.01.11,-46.00000000000159,-46.999999999997044,-180.99999999998673,-302.99999999999727,,-576.9999999999826
2016.01.11,-39.00000000000014,-8.999999999992347,-129.00000000000134,-230.99999999999454,,-407.9999999999884
2016.01.11,-39.999999999995595,-89.99999999999008,-159.99999999998238,-311.00000000000705,,-600.9999999999751
2016.01.11,-14.000000000002899,-45.99999999999049,-111.99999999997878,-228.9999999999992,,-400.99999999997135
2016.01.11,-17.999999999995797,-70.99999999999883,-195.9999999999962,-257.000000000005,,-541.9999999999958
2016.01.11,-9.999999999998899,-72.99999999998974,-260.99999999997794,-299.99999999999716,,-643.9999999999637
2016.01.11,-59.99999999999339,-111.99999999997878,-194.99999999998963,-239.00000000000432,,-605.9999999999661
2016.01.11,-151.9999999999966,-113.99999999999189,-240.9999999999801,-216.99999999999875,,-723.9999999999673
2016.01.11,-304.9999999999997,-74.99999999998064,-320.9999999999713,-69.00000000000261,,-769.9999999999542
