date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2017.02.27,-79.00000000000685,-49.99999999999449,-19.999999999997797,-7.000000000005002,-54.0000000000207,-26.000000000003798,-48.000000000003595,-4.999999999988347,-61.99999999999761,-19.999999999997797,-14.999999999998348,0.0,-22.999999999995246,-164.00000000000858,-72.99999999998974,-36.999999999998145,-21.00000000000435,-3.9999999999906777,-7.999999999995566,-153.99999999999858,-76.0000000000094,,-946.0000000000047
2017.02.27,-68.00000000000139,-204.00000000000418,-17.000000000000348,42.999999999992156,-56.000000000011596,-22.999999999995246,-22.999999999995246,0.0,10.000000000005116,-29.000000000001247,-2.999999999997449,46.999999999997044,-1.999999999990898,-253.99999999999866,-8.999999999992347,16.000000000016,-59.99999999999339,40.00000000000625,19.000000000005457,-141.00000000000225,-50.0000000000167,,-763.999999999979
2017.02.27,-148.99999999999915,-723.0000000000069,-19.00000000001345,97.99999999999898,-136.00000000000279,-53.999999999998494,43.00000000001525,22.999999999995246,9.000000000000341,-31.000000000003247,26.000000000003798,119.99999999999788,114.99999999999844,-821.000000000005,-14.000000000002899,53.999999999998494,-160.00000000000458,55.00000000000682,19.000000000005457,0.0,-52.000000000007596,,-1597.0000000000239
2017.02.27,-198.00000000000927,-764.0000000000091,-2.999999999997449,31.999999999996476,-264.0000000000198,-111.00000000000554,422.00000000001125,76.99999999999375,-147.99999999999613,-66.99999999999484,-21.999999999999797,436.00000000000307,588.0000000000107,-747.0000000000088,87.99999999999919,75.00000000000284,-258.99999999998704,-93.99999999999409,-76.99999999999818,-19.999999999997797,-66.00000000001049,,-1122.0000000000107
2017.02.27,-198.99999999999363,-703.0000000000092,-25.00000000000835,-177.0000000000067,-237.00000000002052,-111.00000000000554,279.00000000000705,63.99999999999739,-248.99999999999523,-70.99999999999883,-26.999999999999247,317.0000000000006,400.00000000000034,-691.0000000000193,59.99999999999339,87.99999999999919,-226.99999999999943,-219.99999999999886,-244.99999999999034,-31.999999999998696,-92.00000000000318,,-2098.0000000000487
2017.02.27,-104.99999999999955,-588.0000000000107,-49.00000000001015,-84.00000000000318,-169.00000000001913,-70.99999999999883,365.99999999999966,62.000000000006494,-162.9999999999967,-43.999999999999595,-24.000000000001798,371.99999999999454,455.0000000000054,-668.0000000000019,86.0000000000083,72.0000000000054,-211.00000000000563,-116.99999999999022,-153.99999999999636,-11.00000000000545,-121.99999999999989,,-1167.000000000019
2017.02.27,-93.00000000000975,-527.9999999999951,-124.00000000001299,-148.00000000001035,-182.99999999999983,-78.99999999999574,412.9999999999967,70.99999999999883,-147.99999999999613,-75.9999999999983,-92.99999999999864,414.00000000000324,461.0000000000003,-630.0000000000194,92.00000000000318,114.0000000000141,-378.999999999996,-134.9999999999909,-125.99999999999056,-36.0000000000027,-139.00000000000023,,-1352.0000000000002
2017.02.27,-24.000000000001798,-448.000000000004,-126.0000000000039,-207.00000000000784,-126.0000000000039,-60.00000000000449,422.00000000001125,75.00000000000284,-178.99999999998784,-38.0000000000047,-65.00000000000395,422.9999999999956,446.9999999999974,-712.0000000000015,178.00000000001148,38.0000000000047,-322.00000000000006,-181.99999999998795,-153.99999999999636,-2.999999999997449,-173.00000000000094,,-1235.9999999999834
2017.02.27,-49.00000000001015,-540.0000000000072,-117.99999999999588,-144.00000000000546,-135.00000000001845,-39.999999999995595,432.0000000000102,73.00000000001194,-132.99999999999557,43.999999999999595,-38.0000000000047,431.99999999999903,489.0000000000061,-858.0000000000032,185.00000000001293,-20.999999999982144,-253.99999999999866,-121.99999999999989,-25.99999999999625,20.999999999993246,-236.00000000001398,,-1037.999999999994
2017.02.27,-75.00000000000284,-531.9999999999991,-63.99999999999739,-35.0000000000108,-139.00000000000023,-87.99999999999919,438.00000000000506,79.00000000000685,-70.99999999999795,60.99999999999994,-53.999999999998494,439.99999999999596,541.9999999999981,-840.0000000000185,114.0000000000141,-34.000000000000696,-300.99999999999574,-65.99999999998829,43.00000000000637,-57.00000000000705,-283.000000000011,,-922.0000000000009
2017.02.27,-93.99999999999409,-560.0000000000049,-49.00000000001015,27.000000000001023,-132.00000000002098,-85.00000000000173,385.99999999999744,69.9999999999923,-15.999999999991132,80.99999999999774,-39.999999999995595,397.99999999999835,558.9999999999984,-921.0000000000163,70.99999999999883,-153.9999999999875,-251.00000000000122,17.000000000010118,123.00000000000466,-43.999999999999595,-302.0000000000023,,-916.0000000000264
2017.02.27,-103.00000000000864,-493.99999999999443,-32.0000000000098,33.00000000000125,-102.00000000000209,-56.99999999999594,331.0000000000146,72.0000000000054,-38.99999999998727,121.99999999999989,-17.000000000000348,356.9999999999962,475.0000000000032,-846.0000000000134,43.999999999999595,-121.99999999999989,-212.99999999999653,10.000000000005116,126.00000000000477,-38.0000000000047,-292.00000000000335,,-784.9999999999864
2017.02.27,-102.00000000000209,-446.0000000000131,-46.0000000000127,63.99999999999295,-76.0000000000094,-22.999999999995246,304.9999999999997,75.00000000000284,-26.999999999986812,136.00000000000279,26.999999999999247,339.99999999999585,470.00000000001484,-798.0000000000098,43.999999999999595,-131.99999999999878,-119.00000000000244,50.00000000001137,156.0000000000059,2.999999999997449,-228.00000000000597,,-327.00000000001376
2017.02.27,-76.99999999999375,-419.0000000000138,-83.00000000001084,19.99999999999602,-82.00000000000429,-9.00000000000345,306.00000000000625,79.00000000000685,-3.0000000000001137,131.00000000000333,21.00000000000435,344.99999999999534,443.99999999999994,-1067.000000000018,66.99999999999484,-363.9999999999866,-139.00000000000023,29.000000000010573,176.00000000000193,27.999999999994696,-310.0000000000103,,-907.0000000000273
2017.02.27,-82.00000000000429,-404.0000000000044,-62.000000000006494,42.999999999992156,-75.00000000000284,-7.0000000000014495,310.0000000000103,86.0000000000083,1.0000000000047748,119.00000000000244,34.000000000000696,359.99999999999363,472.00000000000574,-843.0000000000159,68.00000000000139,-187.99999999998818,-126.99999999998823,47.000000000011255,181.0000000000116,34.99999999999615,-256.00000000001177,,-287.99999999998505
2017.02.27,-103.00000000000864,-429.99999999999704,-66.00000000001049,-19.000000000005457,-103.00000000000864,-9.00000000000345,255.00000000000523,80.00000000001339,-82.99999999999841,139.00000000000023,31.000000000003247,314.0000000000032,398.00000000000944,-801.0000000000073,73.99999999999629,-143.99999999998857,-140.0000000000068,-18.999999999991246,121.99999999999989,24.000000000001798,-242.00000000000887,,-722.000000000002
2017.02.27,-96.00000000000719,-476.0000000000098,-55.000000000005045,-13.00000000000523,-103.00000000000864,5.999999999994898,273.9999999999965,76.0000000000094,-68.9999999999884,146.00000000000168,49.99999999999449,327.99999999999494,440.00000000001813,-982.0000000000161,76.0000000000094,-251.00000000000122,-92.00000000000318,9.000000000000341,139.00000000001,36.0000000000027,-254.00000000002086,,-811.0000000000332
