date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2016.12.12,-185.99999999999727,-168.99999999999693,-57.00000000000216,-7.999999999985796,-104.00000000000409,-20.999999999993246,-70.00000000000739,-201.99999999999818,-293.0000000000099,-195.0000000000074,-320.00000000000915,-79.00000000000773,-134.9999999999909,-111.99999999999477,0.0,,-1951.0000000000048
2016.12.12,-73.99999999999629,-129.00000000000134,-72.00000000000273,-137.9999999999937,-86.0000000000083,-85.00000000000173,-31.00000000000591,-263.00000000000523,-124.00000000001299,-210.99999999999852,-404.0000000000044,-148.00000000001035,-115.99999999999966,-173.00000000000182,-116.00000000000499,,-2170.0000000000477
2016.12.12,-90.99999999999665,-150.99999999999002,-162.9999999999967,-319.0000000000026,-116.00000000000499,-52.99999999999194,83.99999999998897,-269.00000000000546,-19.00000000001345,-293.99999999999693,-383.0,-381.0000000000002,-218.9999999999941,-102.00000000000387,-92.00000000000318,,-2568.0000000000114
2016.12.12,23.00000000001745,-146.99999999998602,-159.9999999999966,-299.00000000000483,-156.00000000000057,-41.9999999999976,49.99999999999716,-408.00000000001546,15.999999999993797,-293.99999999999693,-329.00000000000153,-367.00000000000443,-253.99999999999068,-66.0000000000025,-80.00000000000229,,-2512.9999999999914
2016.12.12,26.999999999999247,-130.99999999999224,-222.99999999999898,-161.99999999999548,-121.00000000000443,-70.99999999999883,-21.000000000000796,-395.00000000001023,7.0000000000014495,-243.0000000000092,-273.0000000000121,-281.0000000000059,-182.99999999999272,-111.99999999999477,0.999999999995449,,-2181.000000000019
2016.12.12,99.00000000000463,-51.99999999998539,-236.99999999999477,-177.99999999998929,-112.000000000001,-81.9999999999932,30.000000000001137,-396.000000000015,9.999999999998899,-213.99999999999864,-295.0000000000008,-285.0000000000108,-217.9999999999893,-81.00000000000307,0.0,,-2010.9999999999768
2016.12.12,31.000000000003247,-166.99999999998383,-118.99999999999977,-300.99999999999574,-246.00000000000176,14.999999999998348,3.0000000000001137,-277.00000000001523,89.99999999999008,-231.00000000000875,-205.00000000001074,-287.00000000000614,-296.99999999999704,-22.999999999996135,64.99999999999284,,-1949.0000000000305
2016.12.12,-34.000000000000696,-253.99999999999866,-49.000000000006594,-303.9999999999932,-281.00000000000904,82.00000000000429,42.999999999992156,-216.00000000000819,194.99999999998963,-296.0000000000065,-144.99999999999514,-282.0000000000107,-299.99999999999716,16.999999999995907,100.99999999999554,,-1723.0000000000487
2016.12.12,-31.999999999987594,-265.99999999998846,-72.99999999999329,-258.0000000000027,-237.00000000000944,109.99999999999899,-79.9999999999983,-247.0000000000141,158.99999999999804,-322.00000000000273,-184.99999999999073,-265.00000000000057,-278.99999999999636,-15.000000000000568,118.99999999999133,,-1870.9999999999964
2016.12.12,-66.99999999999484,-329.00000000000153,61.00000000000705,-258.99999999998704,-212.00000000000108,119.00000000000244,-50.00000000001137,-56.000000000011596,167.00000000000603,-248.00000000000466,-190.00000000000128,-144.00000000000546,-159.9999999999966,-25.000000000005684,80.99999999999774,,-1312.000000000008
2016.12.12,-92.99999999998754,-353.99999999998766,85.99999999999852,-261.0000000000001,-207.00000000000162,158.0000000000026,-9.000000000000341,-46.999999999997044,195.9999999999962,-249.00000000000944,-231.0000000000034,-148.00000000001035,-133.99999999998613,-15.000000000000568,73.99999999999629,,-1233.9999999999905
2016.12.12,-39.999999999995595,-298.9999999999826,76.99999999999818,-239.99999999999577,-170.00000000000347,164.00000000000858,-87.0000000000033,13.999999999981583,207.99999999998596,-240.99999999999966,-158.99999999999804,-136.0000000000099,-97.99999999999898,-9.000000000000341,29.999999999996696,,-986.0000000000167
2016.12.12,-30.999999999981043,-304.9999999999997,-131.00000000000023,-275.9999999999874,-230.000000000008,181.00000000000892,-5.000000000009663,-287.00000000000614,185.99999999999727,-407.0000000000107,-99.00000000000463,-305.0000000000068,-263.9999999999958,57.00000000000216,1.999999999990898,,-1914.0000000000105
2016.12.12,6.000000000017103,-264.9999999999819,-182.00000000000216,-251.00000000000122,-204.99999999999963,106.00000000000608,141.9999999999959,-311.00000000000705,228.00000000000597,-430.0000000000068,-228.99999999999034,-325.00000000000284,-307.9999999999927,103.9999999999992,61.999999999995396,,-1857.999999999965
2016.12.12,-17.999999999984695,-252.99999999999213,-168.99999999999693,-239.99999999999577,-199.00000000000472,155.00000000000514,193.9999999999884,-310.0000000000023,184.00000000000637,-430.9999999999974,-110.00000000001009,-320.0000000000074,-301.9999999999925,185.99999999999284,93.99999999999409,,-1538.9999999999968
2016.12.12,-8.999999999992347,-273.9999999999965,-212.0000000000033,-241.99999999998667,-194.0000000000053,196.00000000000728,150.99999999999625,-366.00000000001387,173.99999999998528,-514.00000000001,-65.00000000000395,-337.0000000000033,-314.9999999999977,213.99999999999864,81.9999999999932,,-1711.0000000000323
2016.12.12,28.000000000005798,-299.99999999998914,-337.99999999999386,-263.99999999999756,-181.00000000000892,136.00000000000279,214.9999999999892,-509.00000000001455,201.99999999999108,-649.0000000000009,-134.99999999999625,-454.00000000000773,-409.9999999999966,263.00000000000523,25.999999999992696,,-2370.000000000018
2016.12.12,22.0000000000109,-335.9999999999808,-287.9999999999967,-343.99999999998875,-243.00000000000432,178.00000000000037,221.9999999999942,-468.9999999999941,249.99999999999466,-649.0000000000009,-116.00000000000499,-458.0000000000126,-418.99999999999693,293.99999999999693,64.99999999999284,,-2290.9999999999905
2016.12.12,48.000000000003595,-363.0000000000022,-400.99999999999625,-306.9999999999906,-192.00000000000327,178.00000000000037,253.0000000000001,-651.0000000000105,231.99999999998778,-801.0000000000019,-198.99999999999363,-533.0000000000013,-453.9999999999935,316.0000000000025,5.999999999994898,,-2868.000000000004
2016.12.12,-46.999999999997044,-463.9999999999977,-459.99999999999375,-317.9999999999961,-230.000000000008,209.00000000000364,347.999999999999,-824.0000000000123,28.000000000005798,-945.0000000000074,-146.00000000000168,-544.0000000000111,-553.9999999999878,408.00000000000125,37.99999999999359,,-3501.000000000009
