date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2017.08.21,-124.99999999999733,-43.999999999999595,-31.999999999998696,-31.000000000003247,-99.99999999998899,-114.0000000000141,-185.00000000000227,-140.0000000000068,-107.99999999999699,-68.00000000000139,-4.999999999999449,-80.99999999998886,-12.999999999996348,-122.99999999998423,-102.99999999998022,-23.999999999979593,-78.00000000000028,-120.99999999999511,-48.00000000000182,0.0,-28.000000000005798,,-1570.9999999999413
2017.08.21,-168.99999999999693,-89.00000000000574,-5.999999999994898,-12.000000000000899,-299.00000000000483,-111.00000000001664,-189.00000000000716,-155.00000000000514,-84.0000000000063,-69.9999999999923,36.999999999998145,-66.99999999997885,-34.000000000000696,-187.99999999998818,-109.99999999998522,-17.000000000000348,-82.99999999998863,-129.99999999999545,-9.999999999990905,-9.999999999998899,-4.000000000004,,-1799.999999999964
2017.08.21,-266.999999999995,21.999999999988695,-34.000000000000696,-24.000000000001798,93.00000000000975,-141.00000000001333,19.99999999999602,-119.00000000000244,-107.00000000000153,-0.999999999995449,58.000000000002494,53.00000000002569,287.9999999999994,-353.0000000000033,-69.99999999999318,153.00000000000313,-96.99999999999153,-31.00000000000591,-78.00000000000296,90.99999999999665,-102.00000000000209,,-645.9999999999875
2017.08.21,-265.99999999998846,181.9999999999933,-60.99999999999994,7.9999999999968985,171.99999999999437,-118.00000000001809,90.99999999999397,-74.00000000000739,-141.99999999999767,-24.999999999997247,90.0000000000012,172.00000000002547,503.000000000009,-350.9999999999902,-36.99999999997772,270.00000000001467,-66.99999999999484,-40.99999999999682,-140.99999999999113,150.00000000000568,-146.00000000000168,,169.0000000000733
2017.08.21,-177.00000000000495,248.00000000000378,-30.999999999992145,39.999999999995595,191.00000000000784,-123.00000000000644,108.99999999999466,-48.99999999999905,-131.00000000000333,11.00000000000545,66.99999999999484,215.0000000000034,554.00000000001,-312.9999999999855,13.00000000000523,314.00000000001427,-95.00000000000064,-22.999999999996135,-134.9999999999909,165.9999999999995,-146.00000000000168,,705.000000000054
2017.08.21,-225.99999999999287,217.0000000000005,-31.999999999998696,3.999999999992898,200.00000000000017,-158.0000000000137,19.99999999999602,-95.00000000000064,-153.99999999999858,14.000000000002899,70.99999999999883,144.00000000000546,526.0000000000042,-313.99999999999204,-73.99999999998386,298.00000000002046,-96.00000000000719,-69.00000000000261,-97.99999999999898,163.00000000000205,-123.00000000000644,,218.0000000000279
2017.08.21,-187.00000000000384,198.99999999999363,-23.999999999990695,-34.000000000000696,123.00000000000644,-192.00000000001438,-31.00000000000591,-123.00000000000644,-161.00000000000003,24.000000000001798,65.99999999999939,19.000000000005457,501.0000000000181,-407.99999999998613,-173.99999999997817,268.0000000000016,-194.0000000000053,-150.99999999999625,-67.99999999999784,166.99999999999494,-82.00000000000429,,-461.9999999999686
2017.08.21,-231.0000000000034,235.00000000000742,0.0,-46.999999999997044,127.99999999999478,-130.0000000000079,9.000000000000341,-63.99999999999739,-107.00000000000153,23.00000000000635,70.99999999999883,64.00000000002137,562.0000000000181,-402.9999999999978,-140.99999999999113,319.0000000000026,-140.99999999999113,-128.0000000000001,-69.99999999999318,224.9999999999974,-5.000000000010552,,169.00000000005605
2017.08.21,-150.99999999999002,265.99999999998846,-34.000000000000696,-53.00000000000304,147.99999999999258,-121.99999999999989,31.999999999996476,-55.000000000005045,-153.00000000000313,75.9999999999983,51.99999999999649,50.00000000001137,514.0000000000144,-322.00000000000006,-113.9999999999759,328.00000000001717,-150.99999999999002,-111.99999999999477,-81.99999999999363,246.00000000000176,-76.0000000000094,,287.0000000000514
2017.08.21,-202.9999999999976,218.00000000000708,-61.999999999995396,-65.99999999999939,178.00000000001148,-152.0000000000188,-9.000000000000341,-87.00000000000374,-173.9999999999964,80.00000000000229,32.999999999994145,51.00000000001614,503.000000000009,-238.99999999998923,-98.99999999998954,303.0000000000088,-69.9999999999923,-100.99999999999909,-93.99999999999409,243.00000000000432,-79.00000000000685,,174.00000000007054
