date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURGBP,empty,sum
2015.03.30,-14.999999999998348,-25.00000000000835,-18.0000000000069,-19.999999999997797,-24.999999999997247,-113.99999999999189,-21.00000000000435,,-238.00000000000486
2015.03.30,-14.999999999998348,5.999999999994898,-62.99999999999084,-0.999999999995449,-2.000000000002,-119.99999999998678,1.999999999990898,,-192.9999999999876
2015.03.30,-29.000000000001247,-7.0000000000014495,-52.99999999999194,-0.999999999995449,14.000000000002899,-132.99999999998312,-26.000000000003798,,-234.99999999997414
2015.03.30,12.999999999996348,-5.000000000010552,25.999999999992696,19.00000000000235,12.999999999996348,-118.99999999998023,-43.00000000000415,,-96.00000000000719
2015.03.30,-7.0000000000014495,-9.000000000014552,32.999999999994145,39.00000000000014,34.99999999999615,-185.99999999999727,-58.000000000002494,,-153.00000000002532
2015.03.30,7.9999999999968985,-43.999999999999595,-41.000000000002146,-66.99999999999484,-82.00000000000429,-80.99999999999774,-64.0000000000085,,-371.00000000001023
2015.03.30,-199.00000000000472,-296.0000000000074,-231.0000000000034,-177.99999999998929,-270.99999999999903,-88.99999999998354,-60.00000000000449,,-1323.999999999992
2015.03.30,-121.00000000000443,-204.00000000000418,-174.00000000000747,-116.99999999998934,-275.000000000003,-72.99999999998974,-45.000000000006146,,-1009.0000000000043
2015.03.30,-78.99999999999574,-153.00000000000313,-110.00000000001009,-212.99999999999653,-200.99999999999562,-7.0000000000014495,-11.00000000000545,,-774.0000000000081
2015.03.30,-107.00000000000153,-140.0000000000068,-69.9999999999923,-135.99999999999167,-219.00000000000253,-10.999999999983245,2.999999999997449,,-679.9999999999806
2015.03.30,-85.00000000000173,-104.99999999999955,-124.99999999999733,-132.99999999999423,-207.99999999999707,11.00000000000545,41.9999999999976,,-602.9999999999868
2015.03.30,-48.99999999999905,-142.0000000000199,-144.0000000000108,-104.99999999999955,-166.99999999999494,48.000000000003595,10.999999999994348,,-548.0000000000263
2015.03.30,-109.00000000000354,-179.00000000001802,-140.99999999999113,-89.99999999999008,-168.00000000000148,17.000000000000348,6.999999999990347,,-663.0000000000135
2015.03.30,-107.00000000000153,-191.00000000000784,-153.00000000000313,-95.99999999999609,-192.00000000000327,60.99999999999994,15.999999999993797,,-662.0000000000183
2015.03.30,-104.99999999999955,-243.00000000001543,-194.0000000000053,-58.99999999999794,-176.99999999999383,62.000000000006494,13.999999999991797,,-702.0000000000138
2015.03.30,-100.00000000000009,-256.00000000001177,-187.00000000000384,-178.99999999999582,-190.99999999999673,131.99999999999878,7.9999999999968985,,-773.0000000000125
2015.03.30,-100.99999999999554,-257.0000000000183,-187.00000000000384,-196.99999999999162,-192.99999999999872,124.00000000001299,0.999999999995449,,-809.9999999999997
2015.03.30,-60.00000000000449,-251.00000000000122,-157.99999999999147,-176.99999999999383,-180.0000000000024,181.00000000000892,1.999999999990898,,-642.9999999999936
2015.03.30,-134.99999999999625,-203.00000000001984,-151.00000000001222,-217.99999999999596,-187.9999999999993,197.00000000000273,54.999999999993946,,-643.000000000027
2015.03.30,-243.00000000000432,-238.0000000000049,-276.9999999999939,-271.9999999999945,-326.0000000000041,216.00000000001617,117.00000000000044,,-1022.9999999999852
2015.03.30,-582.0000000000048,-594.0000000000057,-429.00000000001273,-364.9999999999931,-400.00000000000034,-221.99999999998886,-59.000000000009045,,-2651.0000000000146
2015.03.30,-505.99999999999534,-646.0000000000132,-371.99999999999454,-497.99999999999847,-385.000000000002,-341.99999999999784,-179.00000000000693,,-2928.000000000008
2015.03.30,-458.00000000000284,-556.0000000000009,-348.9999999999993,-499.9999999999893,-349.99999999999477,-279.99999999999136,-106.00000000000608,,-2598.9999999999845
2015.03.30,-353.99999999999875,-365.0000000000153,-208.99999999999253,-425.99999999999307,-276.9999999999939,-266.999999999995,-89.00000000000574,,-1986.999999999994
2015.03.30,-348.9999999999993,-357.00000000000733,-175.99999999999838,-468.9999999999972,-285.9999999999974,-202.9999999999976,-48.99999999999905,,-1888.9999999999964
2015.03.30,-358.0000000000028,-449.0000000000105,-248.00000000000378,-493.99999999999443,-278.9999999999959,-201.99999999999108,-52.000000000007596,,-2082.000000000006
2015.03.30,-339.99999999999585,-423.0000000000178,-279.00000000000705,-538.9999999999895,-265.99999999999955,-71.99999999998319,-18.0000000000069,,-1936.9999999999998
2015.03.30,-319.0000000000026,-556.0000000000009,-354.0000000000099,-673.9999999999968,-356.9999999999962,198.00000000000927,34.000000000000696,,-2027.9999999999966
2015.03.30,-310.9999999999946,-535.0000000000188,-391.000000000008,-738.9999999999897,-395.99999999999636,287.9999999999994,51.99999999999649,,-2032.0000000000111
2015.03.30,-263.99999999999756,-592.9999999999991,-499.000000000005,-799.9999999999897,-439.99999999999596,563.0000000000024,125.99999999999278,,-1906.9999999999923
2015.03.30,-226.99999999999943,-541.0000000000136,-446.9999999999974,-788.9999999999952,-420.9999999999936,504.0000000000156,145.9999999999906,,-1774.999999999993
2015.03.30,-341.99999999999784,-615.00000000001,-496.99999999999187,-828.9999999999909,-388.9999999999949,443.0000000000156,105.99999999999498,,-2122.9999999999754
2015.03.30,-434.000000000001,-710.0000000000106,-651.0000000000016,-927.0,-454.9999999999943,375.9999999999986,90.99999999999665,,-2710.000000000012
2015.03.30,-399.0000000000049,-553.0000000000035,-513.0000000000078,-809.9999999999997,-300.99999999999574,302.0000000000023,128.99999999999022,,-2145.000000000019
2015.03.30,-478.9999999999961,-631.0000000000038,-707.9999999999975,-843.9999999999892,-336.9999999999984,145.00000000001734,78.99999999999574,,-2774.9999999999714
2015.03.30,-643.0000000000047,-578.0000000000118,-906.0000000000068,-961.9999999999961,-409.0000000000038,-273.9999999999965,-4.000000000004,,-3776.000000000023
2015.03.30,-697.0000000000032,-653.999999999999,-974.0000000000082,-954.9999999999948,-451.9999999999969,-276.9999999999939,-18.0000000000069,,-4027.000000000003
2015.03.30,-736.9999999999987,-746.0000000000023,-991.9999999999928,-997.9999999999989,-546.9999999999975,-329.99999999998585,-70.99999999999883,,-4420.9999999999745
2015.03.30,-676.9999999999943,-736.0000000000033,-913.0000000000083,-938.9999999999899,-436.00000000000307,-235.99999999999176,-64.0000000000085,,-4000.9999999999995
2015.03.30,-737.9999999999942,-657.0000000000186,-910.0000000000108,-903.9999999999937,-402.9999999999978,-464.9999999999821,-78.00000000000028,,-4154.999999999997
2015.03.30,-729.9999999999973,-647.0000000000198,-910.9999999999951,-859.9999999999941,-381.99999999999346,-612.9999999999969,-173.00000000000094,,-4315.999999999998
2015.03.30,-722.9999999999959,-686.0000000000089,-920.0000000000097,-878.9999999999965,-459.99999999999375,-516.9999999999897,-108.00000000000809,,-4293.000000000003
2015.03.30,-705.9999999999956,-665.0000000000044,-909.0000000000042,-869.999999999993,-480.0000000000027,-448.9999999999883,-109.99999999999899,,-4188.999999999987
2015.03.30,-670.9999999999993,-666.000000000011,-858.0000000000032,-864.9999999999935,-480.0000000000027,-358.9999999999982,-102.00000000000209,,-4001.0000000000105
2015.03.30,-717.9999999999964,-743.0000000000048,-893.9999999999948,-912.9999999999972,-578.9999999999961,-336.9999999999873,-92.00000000000318,,-4275.99999999998
2015.03.30,-712.9999999999969,-729.0000000000018,-886.9999999999934,-922.999999999996,-631.9999999999992,-251.99999999998556,-48.99999999999905,,-4184.999999999972
2015.03.30,-712.9999999999969,-731.9999999999993,-947.000000000009,-938.9999999999899,-656.9999999999965,-211.99999999998997,-25.00000000000835,,-4224.99999999999
2015.03.30,-634.0000000000013,-636.0000000000143,-917.0000000000123,-934.9999999999969,-603.9999999999934,-169.99999999998127,5.999999999994898,,-3890.0000000000045
2015.03.31,-639.0000000000007,-648.0000000000041,-783.0000000000003,-853.9999999999992,-561.0000000000003,-249.99999999999466,-54.00000000000959,,-3789.0000000000086
2015.03.31,-612.0000000000015,-615.00000000001,-764.0000000000091,-846.9999999999977,-620.9999999999937,-174.99999999999181,-31.000000000003247,,-3665.000000000007
2015.03.31,-614.0000000000034,-609.9999999999994,-788.9999999999952,-828.9999999999909,-653.999999999999,-164.99999999999292,-11.00000000000545,,-3671.9999999999864
2015.03.31,-565.0000000000044,-600.0000000000006,-734.9999999999968,-800.9999999999961,-636.0000000000032,-114.99999999999844,-16.0000000000049,,-3468.000000000005
2015.03.31,-583.0000000000002,-625.0000000000089,-744.0000000000114,-833.9999999999903,-639.9999999999961,-117.99999999999588,-4.999999999999449,,-3549.0000000000027
2015.03.31,-614.0000000000034,-606.0000000000176,-751.0000000000127,-841.9999999999983,-639.0000000000007,-192.99999999999872,-1.0000000000065512,,-3646.0000000000377
