date,USDCHF,USDCAD,GBPCAD,empty,sum
2015.10.19,210.99999999999451,31.000000000003247,63.000000000013046,,305.0000000000108
2015.10.19,247.99999999999267,83.9999999999952,104.00000000001519,,436.000000000003
2015.10.19,259.9999999999936,79.99999999999119,66.99999999999484,,406.9999999999796
2015.10.19,249.99999999999466,105.99999999998388,103.00000000000864,,458.99999999998715
2015.10.19,240.99999999999122,150.99999999999002,195.9999999999962,,587.9999999999775
2015.10.19,234.00000000000088,122.99999999998423,129.00000000000134,,485.99999999998647
2015.10.19,226.99999999999943,200.99999999998454,188.00000000001037,,615.9999999999943
2015.10.19,196.99999999999162,210.99999999998343,248.00000000000378,,655.9999999999789
2015.10.19,203.99999999999307,323.99999999999096,418.0000000000073,,945.9999999999914
2015.10.19,266.999999999995,409.99999999999926,496.00000000000756,,1173.0000000000018
2015.10.19,343.9999999999999,228.99999999999034,304.9999999999997,,877.99999999999
2015.10.19,361.9999999999957,149.9999999999835,188.00000000001037,,699.9999999999895
2015.10.19,385.99999999999744,185.99999999999727,293.0000000000099,,865.0000000000047
2015.10.19,348.9999999999993,185.99999999999727,303.0000000000088,,838.0000000000055
2015.10.19,347.9999999999928,170.00000000000347,304.00000000001535,,822.0000000000116
2015.10.19,349.99999999999477,208.99999999999253,341.00000000001353,,900.0000000000008
2015.10.19,320.9999999999935,235.99999999999176,419.0000000000138,,975.9999999999991
2015.10.19,365.99999999999966,275.000000000003,480.00000000001376,,1121.0000000000164
2015.10.19,310.9999999999946,292.00000000000335,560.0000000000049,,1163.0000000000027
2015.10.19,288.9999999999948,202.9999999999976,537.9999999999941,,1029.9999999999866
2015.10.19,363.99999999999767,123.99999999999079,204.00000000000418,,691.9999999999926
2015.10.19,329.00000000000153,39.999999999995595,364.00000000000875,,733.0000000000059
2015.10.19,210.99999999999451,39.999999999995595,479.0000000000072,,729.9999999999973
2015.10.19,256.0000000000007,113.99999999999189,506.0000000000064,,875.999999999999
2015.10.19,354.9999999999942,166.99999999998383,513.0000000000078,,1034.999999999986
2015.10.19,527.9999999999951,295.0000000000008,754.0000000000102,,1577.0000000000061
2015.10.19,671.9999999999948,209.9999999999991,778.9999999999964,,1660.9999999999902
2015.10.19,568.9999999999973,55.000000000005045,794.0000000000058,,1418.0000000000082
2015.10.19,542.9999999999935,21.00000000000435,563.0000000000024,,1127.0000000000002
2015.10.19,530.9999999999926,229.99999999999687,892.0000000000261,,1653.0000000000157
2015.10.19,483.99999999999557,374.999999999992,1176.9999999999836,,2035.9999999999711
2015.10.19,423.9999999999911,390.0000000000015,1222.000000000012,,2036.0000000000045
2015.10.19,402.9999999999978,361.9999999999957,1217.0000000000236,,1982.000000000017
2015.10.19,563.9999999999978,607.9999999999864,1463.9999999999986,,2635.9999999999827
2015.10.19,588.9999999999951,668.0000000000019,1569.9999999999825,,2826.9999999999795
2015.10.19,639.9999999999961,716.9999999999899,1636.0000000000152,,2993.000000000001
2015.10.19,483.99999999999557,865.0000000000047,1878.0000000000018,,3227.000000000002
2015.10.19,547.999999999993,950.9999999999908,1847.999999999983,,3346.9999999999663
2015.10.19,481.9999999999935,997.0000000000034,1971.999999999996,,3450.9999999999927
2015.10.19,576.9999999999942,987.9999999999889,1960.0000000000061,,3524.999999999989
2015.10.19,544.9999999999955,1106.9999999999914,2133.9999999999914,,3785.999999999978
2015.10.19,556.9999999999964,1085.999999999987,2123.000000000008,,3765.999999999992
2015.10.19,546.000000000002,1197.999999999988,2221.9999999999905,,3965.9999999999804
2015.10.19,551.9999999999969,1183.0000000000007,2207.9999999999877,,3942.9999999999854
2015.10.19,548.9999999999995,1168.9999999999977,2119.0000000000264,,3837.0000000000236
2015.10.19,552.9999999999924,1140.999999999992,2130.0000000000095,,3823.999999999994
2015.10.19,565.9999999999999,1159.9999999999832,2064.9999999999836,,3790.999999999967
