date,NZDCHF,GBPJPY,empty,sum
2017.03.07,248.00000000000378,-896.000000000015,,-648.0000000000113
2017.03.07,275.99999999999847,-904.0000000000248,,-628.0000000000264
2017.03.08,257.0000000000072,-965.0000000000034,,-707.9999999999961
2017.03.08,252.0000000000078,-847.0000000000084,,-595.0000000000007
2017.03.08,221.00000000000452,-898.0000000000246,,-677.00000000002
2017.03.08,187.9999999999993,-959.0000000000032,,-771.0000000000039
2017.03.08,204.00000000000418,-1017.0000000000243,,-813.0000000000201
2017.03.08,229.00000000000142,-960.000000000008,,-731.0000000000066
2017.03.08,148.99999999999915,-1061.000000000007,,-912.000000000008
2017.03.08,157.00000000000713,-1039.0000000000157,,-882.0000000000085
2017.03.08,184.00000000000637,-1025.0000000000057,,-840.9999999999993
2017.03.08,212.00000000000108,-1079.0000000000077,,-867.0000000000066
2017.03.08,180.99999999999784,-1130.0000000000239,,-949.000000000026
2017.03.08,165.00000000000404,-1187.0000000000118,,-1022.0000000000077
2017.03.08,158.0000000000026,-1253.0000000000143,,-1095.0000000000118
2017.03.08,182.00000000000438,-1231.000000000023,,-1049.0000000000186
2017.03.08,155.00000000000514,-1201.9999999999982,,-1046.999999999993
2017.03.08,141.99999999999767,-1151.0000000000105,,-1009.0000000000127
2017.03.08,153.00000000000313,-1189.0000000000214,,-1036.0000000000182
2017.03.08,70.99999999999883,-1205.0000000000125,,-1134.0000000000136
2017.03.08,51.000000000001044,-1243.9999999999998,,-1192.9999999999986
2017.03.08,109.00000000000354,-1348.0000000000132,,-1239.0000000000095
2017.03.08,290.00000000000136,-1324.0000000000123,,-1034.000000000011
2017.03.08,228.00000000000597,-1313.0000000000166,,-1085.0000000000107
2017.03.08,258.0000000000027,-1294.0000000000111,,-1036.0000000000084
2017.03.08,370.00000000000364,-1260.0000000000193,,-890.0000000000157
2017.03.08,365.99999999999966,-1286.0000000000014,,-920.0000000000017
2017.03.08,361.0000000000002,-1336.0000000000127,,-975.0000000000125
2017.03.08,377.0000000000051,-1384.0000000000146,,-1007.0000000000094
2017.03.08,395.0000000000009,-1486.0000000000184,,-1091.0000000000175
2017.03.08,438.00000000000506,-1437.0000000000118,,-999.0000000000068
2017.03.08,428.00000000000614,-1373.0000000000189,,-945.0000000000127
2017.03.08,419.00000000000273,-867.0000000000186,,-448.0000000000159
2017.03.08,394.00000000000546,-552.9999999999973,,-158.99999999999181
2017.03.08,455.0000000000054,-492.00000000001864,,-37.000000000013245
2017.03.08,456.00000000000085,-630.0000000000239,,-174.00000000002302
2017.03.08,489.0000000000061,-665.0000000000205,,-176.00000000001438
2017.03.08,506.0000000000064,-580.0000000000125,,-74.00000000000608
2017.03.08,529.0000000000017,-730.0000000000182,,-201.00000000001648
2017.03.08,530.0000000000082,-716.0000000000082,,-186.0
2017.03.08,570.9999999999993,-736.0000000000184,,-165.0000000000191
2017.03.08,565.0000000000044,-773.0000000000246,,-208.00000000002012
2017.03.08,595.0000000000011,-753.0000000000143,,-158.0000000000132
2017.03.08,640.0000000000073,-746.0000000000093,,-106.00000000000205
2017.03.08,636.0000000000032,-868.9999999999998,,-232.9999999999966
2017.03.08,617.0000000000009,-814.0000000000214,,-197.00000000002046
2017.03.08,605.0,-786.0000000000014,,-181.00000000000136
2017.03.08,602.999999999998,-879.0000000000191,,-276.00000000002115
2017.03.08,607.9999999999974,-884.0000000000146,,-276.00000000001717
2017.03.08,590.0000000000016,-811.000000000007,,-221.00000000000546
2017.03.09,601.000000000007,-872.0000000000141,,-271.00000000000705
2017.03.09,614.9999999999989,-724.000000000018,,-109.0000000000191
2017.03.09,605.0,-687.0000000000118,,-82.00000000001182
2017.03.09,584.0000000000067,-670.0000000000159,,-86.00000000000921
2017.03.09,605.0,-695.0000000000216,,-90.0000000000216
2017.03.09,619.9999999999983,-651.0000000000105,,-31.000000000012164
2017.03.09,626.0000000000043,-633.0000000000098,,-7.000000000005457
2017.03.09,656.000000000001,-709.0000000000032,,-53.00000000000216
2017.03.09,644.0000000000001,-836.0000000000127,,-192.00000000001262
2017.03.09,674.000000000008,-772.0000000000198,,-98.00000000001182
2017.03.09,655.0000000000056,-810.0000000000023,,-154.9999999999967
2017.03.09,640.0000000000073,-802.0000000000209,,-162.00000000001364
2017.03.09,631.0000000000038,-808.0000000000211,,-177.0000000000174
2017.03.09,638.0000000000052,-688.0000000000166,,-50.00000000001137
2017.03.09,661.0000000000005,-752.0000000000095,,-91.0000000000091
2017.03.09,706.0000000000066,-752.0000000000095,,-46.000000000002956
2017.03.09,730.0000000000084,-781.0000000000059,,-50.9999999999975
2017.03.09,700.0000000000006,-786.0000000000014,,-86.0000000000008
2017.03.09,687.9999999999998,-849.000000000018,,-161.0000000000182
2017.03.09,709.0000000000041,-763.0000000000052,,-54.00000000000114
2017.03.09,731.9999999999993,-829.0000000000077,,-97.00000000000841
2017.03.09,753.9999999999991,-594.9999999999989,,159.00000000000023
2017.03.09,607.0000000000019,-536.0000000000014,,71.00000000000057
2017.03.09,655.0000000000056,-401.00000000001046,,253.9999999999951
2017.03.09,682.0000000000048,-576.0000000000218,,105.99999999998295
2017.03.09,729.0000000000018,-594.9999999999989,,134.00000000000296
2017.03.09,761.0000000000006,-699.0000000000123,,61.99999999998829
2017.03.09,746.0000000000023,-742.0000000000186,,3.999999999983629
2017.03.09,707.000000000002,-606.000000000023,,100.99999999997908
2017.03.09,600.0000000000006,-605.0000000000182,,-5.0000000000176215
2017.03.09,613.000000000008,-468.00000000001774,,144.99999999999022
2017.03.09,602.999999999998,-438.0000000000166,,164.99999999998136
2017.03.09,661.0000000000005,-98.00000000001319,,562.9999999999873
2017.03.09,724.9999999999978,-111.00000000001842,,613.9999999999794
2017.03.09,791.0000000000084,-528.00000000002,,262.9999999999884
2017.03.09,796.0000000000078,-463.99999999999864,,332.0000000000092
2017.03.09,770.000000000004,-540.0000000000205,,229.99999999998352
2017.03.09,753.0000000000036,-483.0000000000041,,269.99999999999955
2017.03.09,794.0000000000058,-396.000000000015,,397.9999999999908
2017.03.09,860.0000000000052,-384.00000000001455,,475.9999999999907
2017.03.09,879.0000000000075,-255.00000000002387,,623.9999999999836
2017.03.09,1035.0000000000082,-138.00000000000523,,897.000000000003
2017.03.09,1092.000000000004,-118.99999999999977,,973.0000000000043
2017.03.09,1062.0000000000073,-143.00000000000068,,919.0000000000066
2017.03.09,1053.9999999999993,-76.00000000002183,,977.9999999999775
2017.03.09,970.9999999999997,-57.00000000001637,,913.9999999999833
2017.03.09,926.0000000000045,-81.00000000001728,,844.9999999999873
2017.03.09,912.0000000000017,-149.0000000000009,,763.0000000000008
2017.03.10,948.0000000000044,-278.00000000002,,669.9999999999844
2017.03.10,934.0000000000015,-230.0000000000182,,703.9999999999833
2017.03.10,899.0000000000053,-66.0000000000025,,833.0000000000028
2017.03.10,919.0000000000032,-12.000000000000455,,907.0000000000027
2017.03.10,952.0000000000084,14.999999999986358,,966.9999999999948
2017.03.10,951.0000000000018,80.99999999998886,,1031.9999999999907
2017.03.10,868.000000000002,48.00000000000182,,916.0000000000039
2017.03.10,805.0000000000001,8.99999999998613,,813.9999999999862
2017.03.10,806.0000000000067,56.99999999998795,,862.9999999999947
2017.03.10,774.000000000008,137.9999999999768,,911.9999999999848
2017.03.10,792.0000000000039,120.9999999999809,,912.9999999999848
2017.03.10,812.0000000000016,101.99999999997544,,913.999999999977
2017.03.10,816.0000000000056,145.99999999998658,,961.9999999999922
2017.03.10,818.0000000000076,151.9999999999868,,969.9999999999944
2017.03.10,807.0000000000022,271.99999999999136,,1078.9999999999936
2017.03.10,785.9999999999978,290.9999999999968,,1076.9999999999945
2017.03.10,780.9999999999984,335.9999999999843,,1116.9999999999827
2017.03.10,741.9999999999982,328.9999999999793,,1070.9999999999775
2017.03.10,740.0000000000073,353.999999999985,,1093.9999999999923
2017.03.10,782.0000000000049,280.00000000000114,,1062.000000000006
2017.03.10,797.9999999999987,367.999999999995,,1165.9999999999936
2017.03.10,770.9999999999994,400.99999999998204,,1171.9999999999814
2017.03.10,733.0000000000059,355.99999999999454,,1089.0000000000005
2017.03.10,712.0000000000015,352.9999999999802,,1064.9999999999818
2017.03.10,699.0000000000052,387.9999999999768,,1086.999999999982
2017.03.10,758.0000000000031,331.99999999999363,,1089.9999999999968
2017.03.10,683.0000000000002,322.9999999999791,,1005.9999999999793
2017.03.10,687.9999999999998,129.99999999999545,,817.9999999999952
2017.03.10,730.0000000000084,161.99999999997772,,891.9999999999861
2017.03.10,780.9999999999984,212.99999999999386,,993.9999999999923
2017.03.10,731.9999999999993,-103.00000000000864,,628.9999999999907
2017.03.10,563.9999999999978,-67.00000000000728,,496.99999999999056
2017.03.10,644.0000000000001,240.99999999998545,,884.9999999999856
2017.03.10,765.0000000000045,-199.00000000001228,,565.9999999999923
2017.03.10,724.0000000000024,-346.00000000000364,,377.99999999999875
2017.03.10,719.000000000003,-240.0000000000091,,478.99999999999386
2017.03.10,751.0000000000017,-121.00000000000932,,629.9999999999924
2017.03.10,827.0,-149.0000000000009,,677.9999999999991
2017.03.10,829.0000000000019,-150.00000000000568,,678.9999999999962
2017.03.10,816.0000000000056,-189.00000000002137,,626.9999999999842
2017.03.10,791.0000000000084,-231.99999999999932,,559.0000000000091
2017.03.10,836.0000000000034,-257.000000000005,,578.9999999999984
2017.03.10,829.9999999999974,-219.99999999999886,,609.9999999999985
2017.03.10,823.000000000007,-218.00000000001774,,604.9999999999893
2017.03.10,763.9999999999981,-285.000000000025,,478.99999999997306
2017.03.10,741.9999999999982,-281.0000000000059,,460.99999999999227
2017.03.10,748.0000000000042,-373.0000000000189,,374.99999999998533
2017.03.10,736.0000000000033,-562.0000000000118,,173.99999999999147
