date,EURJPY,empty,sum
2019.09.09,-64.99999999999773,,-64.99999999999773
2019.09.09,-70.99999999999795,,-70.99999999999795
2019.09.09,-149.0000000000009,,-149.0000000000009
2019.09.09,-119.99999999999034,,-119.99999999999034
2019.09.09,-147.99999999999613,,-147.99999999999613
2019.09.09,-167.99999999999216,,-167.99999999999216
2019.09.09,-191.99999999999307,,-191.99999999999307
2019.09.09,-198.99999999999807,,-198.99999999999807
2019.09.09,-143.00000000000068,,-143.00000000000068
2019.09.09,-167.0000000000016,,-167.0000000000016
2019.09.09,-122.99999999999045,,-122.99999999999045
2019.09.09,-146.99999999999136,,-146.99999999999136
2019.09.09,-141.9999999999959,,-141.9999999999959
2019.09.09,-137.99999999999102,,-137.99999999999102
2019.09.09,-170.0000000000017,,-170.0000000000017
2019.09.09,-158.99999999999181,,-158.99999999999181
2019.09.09,-137.99999999999102,,-137.99999999999102
2019.09.09,-128.99999999999068,,-128.99999999999068
2019.09.09,-162.9999999999967,,-162.9999999999967
2019.09.09,-216.99999999999875,,-216.99999999999875
2019.09.09,-237.99999999999955,,-237.99999999999955
2019.09.09,-316.0000000000025,,-316.0000000000025
2019.09.09,-310.99999999999284,,-310.99999999999284
2019.09.09,-326.9999999999982,,-326.9999999999982
2019.09.09,-324.99999999998863,,-324.99999999998863
2019.09.09,-478.9999999999992,,-478.9999999999992
2019.09.09,-438.0000000000024,,-438.0000000000024
2019.09.09,-360.99999999999,,-360.99999999999
2019.09.09,-302.99999999999727,,-302.99999999999727
2019.09.09,-313.0000000000024,,-313.0000000000024
2019.09.09,-304.9999999999926,,-304.9999999999926
2019.09.09,-539.999999999992,,-539.999999999992
2019.09.09,-564.9999999999977,,-564.9999999999977
2019.09.09,-548.0000000000018,,-548.0000000000018
2019.09.09,-655.0000000000011,,-655.0000000000011
2019.09.09,-750.0,,-750.0
2019.09.09,-756.0000000000002,,-756.0000000000002
2019.09.09,-751.9999999999953,,-751.9999999999953
2019.09.09,-765.9999999999911,,-765.9999999999911
2019.09.09,-711.9999999999891,,-711.9999999999891
2019.09.09,-662.9999999999967,,-662.9999999999967
2019.09.09,-650.9999999999962,,-650.9999999999962
2019.09.09,-653.9999999999964,,-653.9999999999964
2019.09.09,-713.9999999999986,,-713.9999999999986
2019.09.09,-740.9999999999997,,-740.9999999999997
2019.09.09,-717.9999999999893,,-717.9999999999893
2019.09.09,-754.9999999999955,,-754.9999999999955
2019.09.09,-738.9999999999901,,-738.9999999999901
2019.09.10,-756.0000000000002,,-756.0000000000002
2019.09.10,-762.0000000000005,,-762.0000000000005
2019.09.10,-762.999999999991,,-762.999999999991
2019.09.10,-729.9999999999898,,-729.9999999999898
2019.09.10,-743.9999999999998,,-743.9999999999998
2019.09.10,-860.99999999999,,-860.99999999999
2019.09.10,-854.9999999999898,,-854.9999999999898
2019.09.10,-929.000000000002,,-929.000000000002
2019.09.10,-1000.9999999999906,,-1000.9999999999906
2019.09.10,-984.9999999999994,,-984.9999999999994
2019.09.10,-896.0000000000008,,-896.0000000000008
2019.09.10,-908.0000000000013,,-908.0000000000013
2019.09.10,-905.9999999999917,,-905.9999999999917
2019.09.10,-912.9999999999967,,-912.9999999999967
2019.09.10,-905.9999999999917,,-905.9999999999917
2019.09.10,-911.9999999999919,,-911.9999999999919
2019.09.10,-876.9999999999953,,-876.9999999999953
2019.09.10,-866.9999999999902,,-866.9999999999902
2019.09.10,-841.9999999999987,,-841.9999999999987
2019.09.10,-933.9999999999975,,-933.9999999999975
2019.09.10,-1022.9999999999961,,-1022.9999999999961
2019.09.10,-893.0000000000007,,-893.0000000000007
2019.09.10,-789.999999999992,,-789.999999999992
2019.09.10,-792.9999999999922,,-792.9999999999922
2019.09.10,-780.0000000000011,,-780.0000000000011
2019.09.10,-802.9999999999973,,-802.9999999999973
2019.09.10,-826.9999999999982,,-826.9999999999982
2019.09.10,-822.9999999999933,,-822.9999999999933
2019.09.10,-882.9999999999956,,-882.9999999999956
2019.09.10,-765.9999999999911,,-765.9999999999911
2019.09.10,-816.9999999999931,,-816.9999999999931
2019.09.10,-792.0000000000016,,-792.0000000000016
2019.09.10,-804.000000000002,,-804.000000000002
2019.09.10,-796.999999999997,,-796.999999999997
2019.09.10,-659.9999999999966,,-659.9999999999966
2019.09.10,-810.9999999999928,,-810.9999999999928
2019.09.10,-825.9999999999934,,-825.9999999999934
2019.09.10,-912.9999999999967,,-912.9999999999967
2019.09.10,-884.9999999999909,,-884.9999999999909
2019.09.10,-921.999999999997,,-921.999999999997
2019.09.10,-896.0000000000008,,-896.0000000000008
2019.09.10,-896.0000000000008,,-896.0000000000008
2019.09.10,-899.9999999999915,,-899.9999999999915
2019.09.10,-948.9999999999981,,-948.9999999999981
2019.09.10,-942.9999999999978,,-942.9999999999978
2019.09.10,-970.9999999999894,,-970.9999999999894
2019.09.10,-1013.9999999999958,,-1013.9999999999958
2019.09.10,-1039.0000000000014,,-1039.0000000000014
2019.09.11,-1030.9999999999918,,-1030.9999999999918
2019.09.11,-1055.9999999999973,,-1055.9999999999973
2019.09.11,-1061.9999999999977,,-1061.9999999999977
2019.09.11,-1069.0000000000027,,-1069.0000000000027
2019.09.11,-1100.999999999999,,-1100.999999999999
2019.09.11,-1158.0000000000014,,-1158.0000000000014
2019.09.11,-1208.999999999989,,-1208.999999999989
2019.09.11,-1212.9999999999939,,-1212.9999999999939
2019.09.11,-1158.0000000000014,,-1158.0000000000014
2019.09.11,-1158.0000000000014,,-1158.0000000000014
2019.09.11,-1198.9999999999982,,-1198.9999999999982
2019.09.11,-1247.0,,-1247.0
2019.09.11,-1266.999999999996,,-1266.999999999996
2019.09.11,-1307.0000000000023,,-1307.0000000000023
2019.09.11,-1397.9999999999961,,-1397.9999999999961
2019.09.11,-1372.9999999999905,,-1372.9999999999905
2019.09.11,-1426.9999999999925,,-1426.9999999999925
2019.09.11,-1418.9999999999968,,-1418.9999999999968
2019.09.11,-1372.0,,-1372.0
2019.09.11,-1340.999999999994,,-1340.999999999994
2019.09.11,-1307.0000000000023,,-1307.0000000000023
2019.09.11,-1236.9999999999948,,-1236.9999999999948
2019.09.11,-1234.9999999999995,,-1234.9999999999995
2019.09.11,-1144.999999999996,,-1144.999999999996
2019.09.11,-1061.9999999999977,,-1061.9999999999977
2019.09.11,-1042.9999999999923,,-1042.9999999999923
