date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURAUD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.08,-197.00000000000273,-90.00000000001229,-90.0000000000012,-80.00000000000229,-280.9999999999979,-228.00000000000597,-52.99999999999727,-149.99999999999457,-112.000000000001,-84.0000000000174,-109.99999999998789,-103.9999999999992,-97.9999999999981,-96.9999999999942,-96.00000000000364,-195.00000000000074,-179.00000000000693,-121.99999999999989,,-2366.000000000023
2020.06.08,-214.00000000000307,-60.99999999999994,-110.99999999999443,-155.00000000000514,-215.00000000000963,-251.00000000000122,-39.00000000000148,-87.99999999999919,-154.0000000000097,-97.9999999999981,-187.99999999998818,-96.00000000000364,-114.99999999999844,-144.99999999999602,-155.00000000000114,-132.99999999999423,-190.00000000000128,-9.000000000014552,,-2417.000000000019
2020.06.08,-263.99999999999756,-104.00000000001519,-251.99999999999667,-246.00000000000176,-177.00000000000495,-171.00000000001003,-115.0000000000091,-254.99999999999412,-270.0000000000036,-92.00000000000318,-409.99999999999926,-189.99999999999773,-324.9999999999975,-329.9999999999983,-310.0000000000023,-258.0000000000027,-273.000000000001,-80.00000000001339,,-4122.000000000048
2020.06.08,-299.00000000000483,-96.00000000000719,-252.99999999999213,-243.99999999999977,-212.99999999999653,-180.0000000000024,-133.00000000000978,-258.0000000000027,-275.000000000003,106.99999999999044,-222.99999999999542,-216.99999999999875,-300.99999999999574,-347.999999999999,-320.0000000000074,-275.000000000003,-279.00000000000705,-157.00000000000713,,-3964.000000000042
2020.06.08,-480.99999999999807,-94.00000000001629,-307.99999999999716,-229.00000000000142,-378.00000000001165,-231.0000000000034,-114.00000000000432,-309.0000000000037,-248.00000000000378,241.00000000000233,-191.99999999999218,-246.00000000000932,-398.9999999999938,-390.99999999999113,-282.0000000000107,-346.0000000000019,-273.000000000001,-180.0000000000024,,-4460.00000000004
2020.06.08,-602.0000000000136,-188.00000000001037,-400.9999999999958,-331.0000000000035,-461.0000000000003,-278.00000000000045,-143.00000000000068,-375.0000000000031,-328.0000000000061,400.00000000000034,-248.99999999998812,-335.00000000000796,-428.9999999999905,-489.0000000000043,-392.0000000000101,-431.99999999999903,-360.0000000000048,-167.00000000000603,,-5560.000000000044
2020.06.08,-519.0000000000028,-136.00000000000279,-364.9999999999931,-297.00000000000284,-394.00000000000546,-273.9999999999965,-87.0000000000033,-356.9999999999962,-310.0000000000103,395.99999999999636,-201.99999999999108,-265.00000000000057,-388.0000000000106,-433.9999999999975,-344.0000000000083,-388.9999999999949,-348.9999999999993,-146.00000000000168,,-4860.00000000002
2020.06.08,-463.9999999999977,-39.00000000001125,-264.999999999993,-228.00000000000597,-391.000000000008,-253.99999999999866,31.999999999996476,-273.000000000001,-258.0000000000027,420.9999999999825,-0.9999999999843467,-125.0,-272.00000000000557,-265.99999999999113,-207.00000000000784,-317.9999999999961,-304.9999999999997,-167.00000000000603,,-3380.000000000029
2020.06.08,-443.99999999999994,-5.000000000010552,-261.0000000000001,-209.00000000000364,-439.0000000000116,-202.9999999999976,121.99999999999989,-309.0000000000037,-287.0000000000039,419.9999999999982,-41.99999999998649,54.000000000002046,-400.00000000000034,-242.00000000000443,-167.0000000000016,-381.99999999999346,-374.0000000000077,-165.00000000001512,,-3333.00000000004
2020.06.08,-375.9999999999986,124.99999999999733,-212.99999999999653,-202.0000000000022,-388.0000000000106,-178.99999999999582,165.99999999999682,-273.000000000001,-282.0000000000045,451.99999999998573,30.0000000000189,131.9999999999908,-337.99999999999386,-141.9999999999959,-144.00000000000546,-354.9999999999942,-369.0000000000082,-78.00000000000028,,-2434.0000000000177
2020.06.08,-390.0000000000015,114.99999999999844,-198.99999999999363,-229.00000000000142,-370.00000000000364,-171.00000000001003,140.00000000000057,-256.0000000000007,-299.00000000000483,473.99999999999665,51.000000000001044,103.9999999999992,-283.000000000011,-156.99999999999648,-182.00000000000216,-329.999999999997,-392.9999999999989,6.999999999979245,,-2368.0000000000464
2020.06.08,-417.0000000000007,75.00000000000284,-200.99999999999562,-239.0000000000003,-401.00000000000693,-180.0000000000024,106.99999999999932,-249.99999999999466,-304.9999999999997,478.999999999985,62.000000000006494,85.99999999999852,-285.00000000000193,-167.99999999999216,-191.0000000000025,-324.00000000000205,-397.99999999999835,-15.00000000000945,,-2565.0000000000146
2020.06.08,-388.0000000000106,59.99999999999339,-135.99999999999167,-203.00000000000873,-370.00000000000364,-151.00000000001222,117.999999999995,-190.00000000000128,-270.0000000000036,451.99999999998573,200.00000000000017,112.99999999999955,-167.9999999999904,-90.00000000000341,-149.0000000000009,-219.00000000000253,-338.00000000000495,26.999999999999247,,-1702.0000000000612
2020.06.08,-358.9999999999982,102.99999999998644,-124.99999999999733,-194.0000000000053,-419.9999999999982,-204.00000000000418,146.0000000000008,-207.99999999999707,-289.0000000000059,487.99999999999955,202.00000000001327,88.99999999999864,-158.99999999999804,-90.00000000000341,-154.00000000001057,-227.99999999999488,-343.9999999999999,32.999999999994145,,-1713.0000000000205
2020.06.08,-417.0000000000007,95.00000000000064,-98.99999999999353,-181.00000000000892,-486.999999999993,-207.00000000000162,197.00000000000273,-202.0000000000022,-292.00000000000335,522.9999999999845,292.00000000000335,137.00000000000045,-137.9999999999937,-66.99999999999307,-144.00000000000546,-200.99999999999562,-328.0000000000061,49.99999999999449,,-1469.000000000011
2020.06.08,-413.00000000001893,136.00000000000279,-69.9999999999923,-134.0000000000008,-486.999999999993,-180.0000000000024,228.9999999999992,-178.00000000000037,-243.00000000000432,622.9999999999958,428.00000000000614,206.00000000000307,-83.00000000001084,1.0000000000047748,-54.000000000002046,-180.99999999999784,-287.9999999999994,10.999999999983245,,-677.0000000000271
2020.06.08,-408.00000000000836,143.99999999998857,-64.99999999999284,-159.00000000000912,-483.99999999999557,-188.00000000001037,241.99999999999022,-177.00000000000495,-277.000000000005,587.9999999999885,394.00000000000546,194.99999999999318,-85.00000000000173,19.000000000005457,-70.99999999999795,-180.99999999999784,-322.00000000000006,43.999999999999595,,-791.000000000053
2020.06.08,-405.0000000000109,97.9999999999981,-104.99999999999955,-143.00000000000423,-499.000000000005,-234.00000000000088,215.0000000000034,-226.00000000000398,-271.0000000000101,519.9999999999872,313.00000000000773,98.99999999998954,-141.99999999999767,-75.9999999999934,-103.9999999999992,-193.99999999999417,-317.0000000000006,13.999999999980695,,-1457.0000000000532
2020.06.08,-411.0000000000058,68.99999999998573,-113.99999999999189,-153.00000000000313,-527.9999999999951,-234.00000000000088,200.9999999999934,-246.00000000000176,-290.00000000000136,367.99999999999056,192.99999999999872,109.99999999999943,-184.00000000000637,-82.99999999999841,-115.99999999999966,-203.99999999999307,-294.00000000000534,-43.00000000001525,,-1959.0000000000502
2020.06.08,-280.0000000000136,78.99999999998464,-153.99999999999858,-148.0000000000037,-388.0000000000106,-258.0000000000027,204.9999999999983,-263.0000000000021,-265.0000000000041,299.99999999998914,-46.999999999997044,123.99999999999523,-215.99999999999397,-105.00000000000398,-88.99999999999864,-256.0000000000007,-281.00000000000904,-89.00000000000574,,-2131.0000000000773
2020.06.08,-239.00000000001143,59.99999999999339,-217.0000000000005,-191.00000000000784,-394.00000000000546,-303.0000000000088,244.99999999999034,-365.0000000000042,-345.0000000000064,218.99999999999142,-291.9999999999812,87.0000000000033,-350.00000000000585,-194.99999999999318,-156.0000000000059,-331.999999999999,-323.0000000000066,-83.00000000001084,,-3174.000000000069
2020.06.08,-311.0000000000168,-68.00000000000139,-309.99999999999915,-258.9999999999981,-397.0000000000029,-368.00000000001273,103.9999999999992,-405.9999999999952,-365.99999999999966,97.9999999999981,-400.00000000000034,-124.00000000000944,-392.9999999999989,-337.0000000000033,-269.00000000000546,-358.9999999999982,-329.00000000000153,-143.00000000000423,,-4637.000000000051
2020.06.08,-290.00000000001245,-92.00000000000318,-368.9999999999971,-286.00000000000847,-268.0000000000016,-343.00000000000443,75.9999999999934,-417.0000000000007,-347.0000000000084,49.99999999999449,-594.99999999999,-146.0000000000008,-438.00000000000506,-367.999999999995,-264.00000000001,-454.9999999999943,-367.0000000000062,-175.00000000001404,,-5094.000000000064
2020.06.08,-335.00000000001864,-156.00000000000057,-388.9999999999949,-367.0000000000062,-347.0000000000084,-270.99999999999903,73.99999999999807,-417.99999999999613,-412.00000000000125,-7.0000000000014495,-566.9999999999842,-85.99999999999852,-591.0000000000082,-364.9999999999949,-332.9999999999984,-392.9999999999989,-402.00000000000233,-156.00000000000057,,-5521.000000000015
2020.06.08,-321.0000000000157,-165.00000000001512,-356.9999999999962,-326.0000000000041,-331.999999999999,-307.00000000001285,125.99999999999056,-414.00000000000324,-412.00000000000125,-31.000000000003247,-516.9999999999897,-14.000000000010004,-577.0000000000052,-331.99999999999363,-288.0000000000109,-371.99999999999454,-374.0000000000077,-101.00000000001774,,-5114.000000000089
2020.06.08,-180.0000000000024,-185.99999999999727,-312.9999999999966,-321.0000000000046,-234.00000000000088,-299.00000000000483,179.9999999999926,-400.00000000000034,-417.0000000000007,-256.99999999999613,-573.0000000000013,4.9999999999954525,-446.9999999999974,-278.99999999999636,-277.000000000001,-288.9999999999948,-325.00000000000864,-56.000000000011596,,-4668.000000000028
2020.06.08,-91.00000000001884,-121.00000000001555,-246.00000000000176,-253.0000000000032,-160.00000000000458,-228.00000000000597,246.9999999999999,-343.00000000000443,-359.0000000000093,-496.00000000000756,-739.0000000000008,156.99999999999648,-401.99999999999125,-176.9999999999925,-177.0000000000067,-234.00000000000088,-282.99999999999994,-101.00000000001774,,-4006.0000000000855
2020.06.08,208.99999999999253,-124.00000000001299,-191.99999999999218,-175.00000000000293,86.0000000000083,-153.00000000000313,328.9999999999935,-314.0000000000032,-330.0000000000081,-738.0000000000164,-909.9999999999886,340.0000000000034,-558.9999999999984,-79.9999999999983,-57.00000000000216,-200.00000000000017,-214.00000000000307,-98.0000000000203,,-3180.0000000000523
2020.06.08,68.00000000000139,-55.000000000005045,-219.99999999999798,-224.000000000002,-7.0000000000014495,-68.00000000000139,289.0000000000015,-322.00000000000006,-335.0000000000075,-524.9999999999977,-804.9999999999891,391.9999999999959,-597.0000000000031,-125.0,-120.00000000000455,-265.99999999999955,-311.00000000000574,-72.0000000000054,,-3303.000000000022
2020.06.08,51.000000000001044,-34.000000000000696,-225.99999999999287,-226.00000000000398,-22.0000000000109,-49.00000000001015,236.99999999999477,-315.9999999999941,-331.0000000000035,-299.00000000000483,-681.9999999999826,351.99999999998965,-622.9999999999958,-158.00000000000125,-149.0000000000009,-276.9999999999939,-313.00000000000773,-70.0000000000145,,-3135.0000000000327
2020.06.08,27.999999999983594,-141.00000000001333,-313.99999999999204,-306.00000000000625,39.999999999995595,-89.00000000000574,123.99999999999523,-309.0000000000037,-331.0000000000035,-412.00000000001234,-863.9999999999981,265.99999999999113,-527.0000000000108,-158.00000000000125,-156.0000000000059,-314.0000000000032,-345.0000000000064,-54.0000000000207,,-3862.000000000118
2020.06.08,-70.99999999999883,-127.00000000001043,-288.9999999999948,-324.00000000000205,238.99999999998923,11.00000000000545,57.00000000000216,-243.99999999999977,-255.00000000000523,-370.00000000000364,-822.9999999999959,284.9999999999966,-527.9999999999951,-158.00000000000125,-140.00000000000057,-307.99999999999716,-375.9999999999986,-62.000000000006494,,-3483.0000000000164
2020.06.08,-175.99999999999838,-238.0000000000049,-310.9999999999946,-330.0000000000081,312.00000000000114,106.99999999999044,-37.9999999999967,-117.00000000000044,-172.00000000000549,-294.0000000000165,-615.9999999999943,296.99999999999704,-397.0000000000029,-84.00000000000318,-108.00000000000409,-258.0000000000027,-341.0000000000024,-40.0000000000178,,-2804.0000000000637
