,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,50,"['AUDNZD', 'CADJPY', 'USDJPY', 'EURJPY']",80.0,-0.19620179823444617,S
1,1,GBPUSD,20,"['USDCAD', 'EURCHF']",100.0,-0.0043852761127761266,S
2,2,EURUSD,15,['EURJPY'],80.0,-0.5558438086913019,S
3,3,USDJPY,20,"['AUDCAD', 'AUDUSD']",100.0,-0.45386844998182324,S
4,4,USDCAD,10,"['EURCHF', 'AUDCHF', 'CHFJPY']",80.0,1.0,B
5,5,AUDUSD,20,"['EURCHF', 'NZDCAD']",100.0,-0.6669412484737561,S
6,6,NZDUSD,15,['EURCHF'],100.0,-0.5993377794427871,S
7,7,GBPCHF,10,['EURUSD'],80.0,0.3329694841269822,B
8,8,CHFJPY,10,"['NZDCAD', 'EURJPY']",100.0,-0.9892,S
9,9,CADCHF,10,['GBPAUD'],80.0,-0.7482058333332849,S
10,10,EURGBP,10,['EURUSD'],80.0,-0.6639135714285774,S
11,11,GBPJPY,10,"['USDCHF', 'EURUSD', 'NZDCHF', 'CADCHF']",100.0,0.9055,B
12,12,GBPCAD,10,['GBPCAD'],80.0,0.9911799999999991,B
13,13,GBPAUD,50,"['AUDJPY', 'EURCAD']",80.0,-0.13928543863386533,S
14,14,EURJPY,15,"['GBPCAD', 'USDJPY', 'CADJPY', 'EURCAD', 'GBPUSD', 'EURJPY', 'EURCHF']",80.0,-0.802,S
15,15,EURCAD,10,"['AUDCAD', 'EURAUD']",100.0,0.42757662698411775,B
16,16,EURNZD,10,['NZDCAD'],80.0,-0.6657421825396899,S
17,17,CADJPY,20,"['AUDCAD', 'AUDUSD']",100.0,-0.4565116409012424,S
18,18,AUDJPY,30,"['CADCHF', 'EURCHF']",80.0,0.1410741292041313,B
19,19,NZDJPY,15,['CADCHF'],80.0,0.9995266666666667,B
20,20,AUDCAD,30,['EURCHF'],100.0,-0.4138151755467602,S
21,21,NZDCAD,15,"['NZDCAD', 'GBPCHF', 'GBPCAD']",80.0,0.5994073665223838,B
