date,USDCHF,GBPUSD,EURCHF,CADCHF,EURGBP,GBPJPY,AUDJPY,empty,sum
2020.08.31,51.000000000001044,26.999999999999247,-18.999999999991246,-77.00000000000485,7.9999999999968985,116.99999999999022,58.9999999999975,,165.9999999999888
2020.08.31,29.999999999996696,39.999999999995595,-27.999999999983594,-80.00000000000229,24.999999999997247,135.99999999999568,107.99999999998988,,230.99999999998923
2020.08.31,-44.99999999999504,-51.000000000001044,-92.99999999998754,-172.00000000000549,-34.000000000000696,513.0000000000052,328.9999999999935,,447.000000000009
2020.08.31,21.999999999999797,0.0,-65.99999999998829,-135.00000000000733,-39.00000000000014,402.00000000001523,277.9999999999916,,462.00000000001086
2020.08.31,24.999999999997247,57.99999999998029,-82.99999999998863,-153.00000000000313,-21.999999999999797,378.9999999999907,239.99999999999488,,443.9999999999716
2020.08.31,48.000000000003595,97.9999999999981,-110.99999999999443,-153.00000000000313,-39.00000000000014,348.0000000000132,262.999999999991,,454.0000000000082
2020.08.31,46.00000000000159,65.99999999998829,-64.99999999998174,-118.00000000000699,-19.00000000000235,115.0000000000091,77.99999999998875,,102.99999999999665
2020.08.31,40.00000000000669,2.999999999997449,-42.999999999993044,-98.0000000000092,-34.000000000000696,73.0000000000075,13.999999999995794,,-44.99999999999551
2020.08.31,-73.99999999999629,-104.00000000001519,-95.00000000000064,-146.00000000000168,-43.00000000000415,177.99999999999727,107.99999999998988,,-176.00000000003075
2020.08.31,-41.9999999999976,18.999999999991246,-139.00000000000023,-195.00000000000074,-29.000000000001247,228.00000000000864,241.99999999999022,,83.99999999999028
2020.08.31,-19.999999999997797,-12.000000000012001,-112.99999999998533,-214.99999999999852,-43.00000000000415,135.99999999999568,183.9999999999975,,-83.0000000000046
2020.08.31,31.999999999998696,76.99999999999375,-109.99999999998789,-208.00000000000819,-34.99999999999615,295.99999999999227,256.9999999999908,,308.9999999999833
2020.08.31,24.999999999997247,58.99999999998684,-88.99999999998354,-182.00000000000438,-26.000000000003798,270.00000000001023,186.9999999999976,,244.0000000000002
2020.08.31,29.999999999996696,106.99999999999044,-83.9999999999952,-204.99999999999963,7.9999999999968985,320.99999999999795,198.99999999999807,,375.9999999999852
2020.08.31,1.0000000000065512,13.999999999980695,-78.00000000000028,-231.0000000000034,-26.000000000003798,370.00000000000455,185.99999999999284,,235.99999999997715
2020.08.31,-17.999999999995797,-77.00000000001594,-49.99999999999449,-201.00000000000674,-40.00000000000669,348.0000000000132,134.9999999999909,,96.99999999998442
2020.08.31,23.00000000000635,-81.00000000001995,-4.999999999988347,-136.00000000000279,-48.000000000003595,228.00000000000864,21.99999999999136,,2.999999999991701
2020.08.31,56.0000000000005,-21.00000000000435,11.00000000000545,-152.00000000000767,-26.000000000003798,275.0000000000057,106.99999999999932,,249.9999999999951
2020.08.31,34.000000000000696,-203.00000000001984,41.000000000002146,-92.99999999999864,-99.00000000000463,225.9999999999991,100.99999999999909,,6.999999999977945
