date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.14,-82.99999999999974,-214.00000000000307,-59.000000000009045,-18.999999999991246,-0.999999999995449,-69.9999999999923,-70.0000000000145,-134.9999999999909,-36.0000000000027,-112.99999999999643,-101.00000000000664,-15.999999999993797,0.0,-120.00000000000898,-196.0000000000184,-12.000000000000899,-7.0000000000014495,-29.999999999996696,,-1282.0000000000223
2019.10.14,-1.999999999990898,-164.99999999999292,-42.0000000000087,-18.999999999991246,12.999999999996348,-80.99999999999774,-76.99999999999375,-207.9999999999984,-34.99999999999615,-146.00000000000168,-82.99999999999974,49.99999999999449,-93.00000000000975,-95.00000000000064,-167.00000000000603,2.000000000002,5.999999999994898,26.0000000000149,,-1115.9999999999848
2019.10.14,21.999999999999797,-234.00000000000088,-68.00000000000139,17.000000000000348,70.99999999999883,-81.9999999999932,-29.00000000001235,-265.00000000000057,60.00000000000449,-148.99999999999915,-75.00000000000284,93.99999999999409,-52.000000000007596,13.999999999980695,-229.00000000001253,26.000000000003798,-26.999999999999247,130.0000000000079,,-776.0000000000398
2019.10.14,107.00000000000153,-207.00000000000162,-24.000000000001798,33.00000000001635,43.999999999999595,-73.99999999999629,53.999999999998494,-226.99999999998965,109.99999999999899,-180.0000000000024,-53.999999999998494,85.00000000000173,85.00000000000173,24.999999999986144,-165.00000000001512,17.999999999995797,-31.000000000003247,131.99999999999878,,-269.00000000000955
2019.10.14,177.00000000000495,-190.00000000000128,2.999999999997449,2.0000000000131024,17.999999999995797,-48.99999999999905,102.99999999998644,-194.99999999999318,131.99999999999878,-175.00000000000293,-100.00000000000009,24.000000000001798,2.999999999997449,-13.000000000018552,-214.00000000000307,17.000000000000348,-42.0000000000087,164.00000000000858,,-335.00000000002217
2019.10.14,187.00000000000384,-62.000000000006494,28.000000000005798,-24.999999999986144,50.0000000000056,-32.999999999994145,82.00000000000429,-179.9999999999926,163.99999999999747,-161.99999999999548,-165.9999999999995,-117.00000000001154,-259.0000000000092,71.99999999998319,-284.00000000001756,56.99999999999594,-70.0000000000034,177.00000000000495,,-541.000000000015
2019.10.14,134.0000000000008,45.000000000006146,-4.000000000004,-92.99999999998754,-31.999999999998696,-68.99999999999685,55.000000000005045,-146.99999999999136,70.99999999999883,-168.00000000000148,-278.00000000000045,-251.00000000000122,-462.0000000000068,-102.00000000000209,-446.0000000000131,12.999999999996348,-110.00000000001009,192.00000000001438,,-1651.999999999992
2019.10.14,117.00000000000044,127.00000000001043,35.999999999991594,-117.99999999999588,-83.9999999999952,72.0000000000054,14.999999999987246,-56.99999999998795,4.000000000004,-41.9999999999976,-262.00000000000665,-205.99999999999508,-164.00000000000858,-201.00000000000674,-518.0000000000184,-44.99999999999504,-142.00000000000878,214.00000000000307,,-1254.000000000014
2019.10.14,100.00000000000009,134.99999999999625,22.0000000000109,-165.9999999999995,-161.00000000000003,80.00000000000229,-15.00000000000945,-87.99999999999386,-92.00000000000318,2.000000000002,-307.99999999999716,-231.0000000000034,-38.0000000000047,-389.0000000000171,-827.0,-117.99999999999588,-256.0000000000007,182.0000000000155,,-2167.999999999998
2019.10.14,76.0000000000094,232.99999999999432,28.000000000005798,-160.99999999998892,-134.0000000000008,159.00000000000912,-41.000000000002146,-74.99999999998863,-92.99999999999864,97.9999999999981,-322.00000000000006,-307.99999999999716,-165.9999999999995,-334.00000000001205,-764.0000000000091,-82.99999999999974,-247.00000000000833,290.00000000001245,,-1843.9999999999757
