date,USDCHF,GBPCHF,EURGBP,AUDJPY,AUDCAD,empty,sum
2021.02.15,-123.00000000000644,51.000000000001044,-2.000000000002,93.00000000000352,48.99999999999905,,67.99999999999517
2021.02.15,-106.00000000000608,117.00000000001154,16.0000000000049,39.00000000000148,20.0000000000089,,86.00000000002073
2021.02.15,-136.99999999999824,292.00000000000335,65.99999999999939,165.99999999999682,81.00000000000884,,468.0000000000101
2021.02.15,-155.00000000000514,320.00000000000915,85.00000000000173,162.00000000000614,86.0000000000083,,498.0000000000202
2021.02.15,-167.00000000000603,388.9999999999949,103.00000000000864,245.9999999999951,143.9999999999997,,714.9999999999923
2021.02.15,-157.00000000000713,374.0000000000077,108.00000000000809,162.9999999999967,82.99999999999974,,571.0000000000051
2021.02.15,-143.00000000000423,384.00000000000654,124.00000000000189,162.00000000000614,82.99999999999974,,610.0000000000101
2021.02.15,-104.00000000000409,434.000000000001,158.99999999999804,180.99999999999739,69.00000000000794,,739.0000000000003
2021.02.15,-73.00000000000084,453.99999999999886,182.00000000000438,180.99999999999739,73.00000000000084,,817.0000000000006
2021.02.15,-53.999999999998494,451.0000000000014,179.00000000000693,231.99999999999932,104.00000000000409,,912.0000000000133
2021.02.15,-31.000000000003247,424.00000000000216,170.00000000000347,287.9999999999967,136.00000000000279,,987.0000000000018
2021.02.15,-56.0000000000005,446.0000000000131,162.0000000000066,378.0000000000001,187.00000000000384,,1117.000000000023
2021.02.15,-56.0000000000005,425.0000000000087,163.00000000000205,325.00000000000284,141.00000000000225,,998.0000000000153
2021.02.15,-65.00000000000395,429.99999999999704,158.0000000000026,331.00000000000307,159.00000000000912,,1013.0000000000078
2021.02.15,-26.999999999999247,434.000000000001,153.00000000000313,385.9999999999957,202.0000000000022,,1148.0000000000027
2021.02.15,-30.000000000007798,434.000000000001,147.00000000000824,391.9999999999959,204.00000000000418,,1147.0000000000016
2021.02.15,-56.0000000000005,429.99999999999704,109.00000000000354,418.99999999999693,195.00000000000074,,1096.9999999999977
2021.02.15,-108.00000000000809,451.0000000000014,104.99999999999955,378.0000000000001,176.0000000000095,,1002.0000000000025
2021.02.15,-63.00000000000195,375.0000000000142,86.0000000000083,376.99999999999534,143.9999999999997,,919.0000000000156
2021.02.15,-89.00000000000574,541.9999999999981,200.00000000000017,402.000000000001,164.00000000000858,,1219.0000000000023
2021.02.15,-60.99999999999994,490.0000000000126,165.00000000000404,489.9999999999949,158.0000000000026,,1242.000000000014
2021.02.15,-65.99999999999939,480.00000000001376,134.0000000000008,507.000000000005,126.0000000000039,,1181.000000000024
2021.02.15,-34.000000000000696,377.0000000000051,91.00000000000774,504.0000000000049,91.00000000000774,,1029.0000000000248
2021.02.15,-23.00000000000635,398.9999999999938,158.0000000000026,530.0000000000011,64.0000000000085,,1127.9999999999995
2021.02.15,-31.000000000003247,514.9999999999987,243.00000000000432,548.0000000000018,77.00000000000485,,1352.0000000000064
2021.02.15,-31.999999999998696,473.0000000000123,211.00000000000563,533.0000000000013,41.000000000002146,,1226.0000000000225
2021.02.15,35.999999999991594,421.0000000000047,204.00000000000418,522.9999999999961,82.00000000000429,,1266.000000000001
2021.02.15,0.0,446.0000000000131,221.99999999999997,457.9999999999984,16.0000000000049,,1142.0000000000164
2021.02.15,-46.00000000000159,461.0000000000003,221.00000000000452,468.0000000000035,19.00000000000235,,1123.000000000009
2021.02.15,-19.00000000000235,507.9999999999973,273.000000000001,507.99999999999557,-22.999999999995246,,1246.9999999999964
2021.02.15,-16.0000000000049,490.0000000000126,245.0000000000063,506.0000000000002,-53.999999999998494,,1171.000000000016
2021.02.15,-43.00000000000415,419.9999999999982,214.00000000000307,483.0000000000041,-96.99999999999153,,977.0000000000095
2021.02.15,-29.000000000001247,436.00000000001415,245.0000000000063,487.99999999999955,-79.99999999999119,,1060.0000000000275
2021.02.15,-14.999999999998348,415.99999999999415,256.0000000000007,490.99999999999966,-134.0000000000008,,1013.9999999999953
2021.02.15,-26.000000000003798,479.0000000000072,292.00000000000335,521.0000000000008,-78.99999999999574,,1187.000000000012
2021.02.15,48.99999999999905,425.99999999999307,269.00000000000813,602.9999999999944,-2.999999999997449,,1343.999999999997
2021.02.15,34.000000000000696,441.0000000000025,268.0000000000016,631.0000000000002,-5.999999999994898,,1368.00000000001
2021.02.15,47.9999999999925,486.00000000000864,277.000000000005,650.0000000000057,-17.999999999995797,,1443.000000000016
2021.02.15,51.99999999999649,424.00000000000216,243.00000000000432,626.0000000000048,-36.999999999998145,,1308.0000000000095
2021.02.15,14.999999999998348,470.9999999999992,274.00000000000756,593.0000000000035,-23.999999999990695,,1329.000000000018
2021.02.15,24.000000000001798,429.00000000001273,238.0000000000049,566.0000000000025,-82.99999999999974,,1174.000000000022
2021.02.15,21.999999999999797,385.99999999999744,230.000000000008,584.0000000000032,-74.99999999999174,,1147.0000000000166
2021.02.15,24.000000000001798,412.9999999999967,236.99999999999832,596.0000000000036,-74.99999999999174,,1195.0000000000086
2021.02.15,21.999999999999797,411.0000000000058,248.99999999999923,590.0000000000034,-56.0000000000005,,1216.0000000000077
