date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,empty,sum
2015.06.22,-14.000000000002899,-89.00000000000574,-2.999999999997449,-59.00000000001171,-70.99999999999883,-14.999999999998348,-24.000000000001798,-5.999999999994898,-173.99999999997817,-51.99999999999649,-14.999999999998348,-135.00000000001933,,-657.000000000004
2015.06.22,-46.00000000000159,-25.00000000000835,14.999999999987246,-26.00000000001046,-19.999999999997797,-34.000000000000696,-41.000000000002146,4.000000000004,-125.0,-44.99999999999504,-4.999999999999449,-104.00000000001342,,-452.0000000000377
2015.06.22,-19.999999999997797,-35.00000000000725,65.00000000000395,-146.0000000000008,17.000000000000348,-14.999999999998348,-11.00000000000545,-44.99999999998394,-286.00000000000136,-86.99999999999264,2.000000000002,-295.0000000000159,,-855.9999999999972
2015.06.22,68.00000000000139,-52.99999999999194,113.00000000000753,-180.00000000000682,42.0000000000087,-77.00000000000485,-23.00000000000635,-43.999999999999595,-324.99999999998863,-145.9999999999906,47.9999999999925,-299.0000000000066,,-875.9999999999852
2015.06.22,55.000000000005045,-103.99999999999298,41.000000000002146,-246.9999999999999,52.000000000007596,-87.99999999999919,-17.000000000000348,-71.99999999998319,-346.00000000000364,-152.99999999999204,32.999999999994145,-329.00000000000773,,-1174.99999999997
2015.06.22,41.9999999999976,-113.00000000000753,7.999999999985796,-243.99999999999977,51.000000000001044,-87.00000000000374,-19.00000000000235,-109.00000000000354,-402.9999999999916,-152.99999999999204,12.999999999996348,-336.00000000001273,,-1350.0000000000325
2015.06.22,97.9999999999981,-49.00000000001015,58.99999999998684,-188.0000000000024,114.99999999999844,-60.00000000000449,-7.0000000000014495,-115.99999999998278,-387.00000000000045,-169.99999999999238,8.999999999992347,-338.99999999999864,,-1035.0000000000168
2015.06.22,56.0000000000005,-85.00000000000173,19.999999999997797,-278.0000000000058,92.00000000000318,-102.00000000000209,-2.000000000002,-105.99999999998388,-395.9999999999866,-174.99999999999181,3.999999999992898,-397.99999999999613,,-1369.9999999999754
2015.06.22,-61.999999999995396,-208.99999999999253,-110.99999999999443,-371.0000000000093,-22.999999999995246,-230.000000000008,-149.00000000001023,-92.00000000000318,-364.9999999999807,-217.99999999999596,-26.000000000003798,-437.0000000000118,,-2293.0000000000005
2015.06.22,-58.000000000002494,-171.99999999999437,-86.99999999999264,-313.0000000000024,-14.999999999987246,-175.00000000000293,-142.00000000000878,-86.99999999999264,-312.9999999999882,-192.99999999999872,-16.0000000000049,-343.00000000001774,,-1913.9999999999932
2015.06.22,1.0000000000065512,-147.99999999999258,-39.00000000001125,-243.99999999999977,21.00000000000435,-173.00000000000094,-99.00000000000463,-112.99999999998533,-296.99999999999704,-201.99999999999108,-4.000000000004,-289.99999999999204,,-1586.999999999968
2015.06.22,21.999999999999797,-188.9999999999947,-69.00000000000794,-225.00000000000853,-4.999999999988347,-158.99999999999804,-89.00000000000574,-159.99999999998238,-307.9999999999927,-190.99999999999673,-1.0000000000065512,-222.0000000000084,,-1595.9999999999905
2015.06.22,12.000000000000899,-218.00000000000708,-90.00000000001229,-188.0000000000024,-20.999999999982144,-134.0000000000008,-97.00000000000264,-170.00000000000347,-276.9999999999868,-170.99999999999892,0.999999999995449,-105.99999999999454,,-1458.9999999999948
2015.06.22,36.0000000000027,-207.00000000000162,-97.00000000001374,-231.00000000000875,-59.99999999999339,-170.99999999999892,-144.0000000000108,-190.00000000000128,-316.99999999997885,-217.99999999999596,-9.999999999998899,-170.99999999999227,,-1779.9999999999916
2015.06.22,4.000000000004,-293.99999999999426,-200.00000000000017,-251.00000000000477,-106.99999999999044,-209.00000000000364,-200.00000000000017,-229.99999999999687,-314.9999999999977,-235.99999999999176,-40.00000000000669,-191.0000000000025,,-2268.9999999999854
