date,USDCHF,EURUSD,NZDUSD,GBPCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.05.14,-65.00000000000395,-70.99999999999883,-17.000000000000348,-31.999999999987594,-58.000000000002494,-35.999999999991594,-56.99999999999594,-64.00000000002137,-273.0000000000121,-91.00000000000819,-170.99999999998784,-490.999999999997,-57.00000000000216,-87.99999999999386,-54.999999999993946,,-1625.9999999999973
2018.05.14,-21.00000000000435,-56.99999999999594,-28.000000000005798,70.0000000000145,-44.99999999999504,-32.999999999994145,-119.99999999999788,-18.000000000000682,60.99999999999994,-84.00000000000318,-308.9999999999815,-465.0000000000043,-6.999999999990791,-57.00000000000216,52.000000000007596,,-1060.9999999999538
2018.05.14,-116.00000000000499,-56.99999999999594,30.999999999992145,87.00000000001484,-97.00000000000264,53.00000000000304,-107.00000000000153,21.99999999999136,185.99999999999727,-129.99999999999545,-298.9999999999826,-358.9999999999982,32.00000000001069,40.00000000000625,130.0000000000079,,-583.9999999999579
2018.05.14,-123.99999999999079,-66.99999999999484,41.9999999999976,253.99999999999866,-109.99999999999899,92.99999999999864,-97.00000000000264,108.99999999998045,259.9999999999936,-108.00000000000409,-296.9999999999917,-387.99999999998835,73.0000000000075,58.9999999999975,145.00000000000622,,-155.99999999999122
2018.05.14,-93.00000000000975,-65.99999999998829,54.999999999993946,243.99999999999977,-112.000000000001,91.00000000000774,-97.00000000000264,131.00000000000023,236.99999999999832,-116.00000000001387,-282.9999999999888,-391.000000000008,94.99999999999886,66.0000000000025,165.00000000000404,,-74.00000000000699
2018.05.14,-62.000000000006494,-137.9999999999937,85.00000000000173,222.99999999999542,-111.00000000000554,108.00000000000809,-126.0000000000039,126.99999999998113,214.99999999998744,-187.00000000001182,-291.9999999999812,-333.9999999999899,115.0000000000091,109.99999999999943,173.00000000000094,,-94.00000000000924
2018.05.14,-52.000000000007596,-154.99999999999403,97.00000000000264,201.00000000000674,-114.00000000000298,113.00000000000753,-116.00000000000499,87.99999999999386,217.0000000000005,-134.9999999999909,-322.9999999999844,-331.999999999999,67.00000000000728,94.99999999999886,184.00000000000637,,-164.9999999999601
2018.05.14,-12.000000000000899,-224.000000000002,136.00000000000279,232.00000000000998,-85.99999999999719,99.00000000000463,-119.00000000000244,128.99999999999068,289.9999999999903,-197.00000000000273,-339.99999999998477,-374.0000000000077,66.0000000000025,88.00000000000807,231.99999999999886,,-79.99999999998994
2018.05.14,31.999999999998696,-245.99999999999068,139.00000000000023,253.99999999999866,-92.00000000000318,92.99999999999864,-87.99999999999919,190.99999999997408,324.9999999999975,-188.99999999999295,-324.9999999999975,-401.99999999999125,96.00000000000364,94.0000000000083,253.0000000000032,,135.0000000000082
2018.05.14,26.999999999999247,-246.99999999999721,115.99999999999389,302.0000000000023,-90.99999999999665,73.00000000000084,-72.0000000000054,250.0,360.9999999999891,-186.00000000000705,-337.99999999999386,-459.99999999999375,94.0000000000083,73.99999999999807,246.00000000000176,,148.9999999999996
2018.05.14,24.000000000001798,-249.99999999999466,68.99999999999685,297.9999999999983,-73.99999999999629,31.999999999998696,-73.00000000000084,248.99999999999523,398.9999999999938,-246.00000000000932,-395.99999999999636,-534.9999999999966,88.99999999999864,76.00000000000762,229.00000000000142,,-109.00000000000165
2018.05.14,7.9999999999968985,-231.0000000000034,68.00000000000139,300.00000000001137,-46.999999999997044,31.999999999998696,-78.00000000000028,316.99999999997885,458.9999999999872,-253.99999999999068,-467.99999999997954,-547.999999999993,72.00000000000273,70.99999999999795,240.00000000000688,,-58.99999999998198
2018.05.14,36.999999999998145,-268.0000000000016,90.0000000000012,296.0000000000074,-46.999999999997044,40.00000000000669,-80.00000000000229,316.99999999997885,469.0000000000083,-289.99999999999204,-463.9999999999977,-534.9999999999966,79.9999999999983,82.99999999999841,280.00000000000244,,8.000000000012449
2018.05.14,31.999999999998696,-238.99999999998923,92.99999999999864,303.0000000000088,-39.00000000000014,53.00000000000304,-79.00000000000685,358.99999999998045,475.0000000000032,-282.0000000000107,-435.9999999999919,-520.9999999999936,121.00000000000932,115.99999999999966,273.000000000001,,229.00000000001035
2018.05.14,5.999999999994898,-228.00000000000597,83.9999999999952,310.9999999999946,-58.000000000002494,51.000000000001044,-78.00000000000028,354.99999999998977,458.9999999999872,-282.0000000000107,-437.99999999998283,-531.9999999999991,124.00000000000944,112.00000000000898,242.00000000000887,,127.99999999998863
2018.05.14,-39.00000000000014,-195.9999999999962,68.00000000000139,320.00000000000915,-88.99999999999464,75.00000000000284,-73.00000000000084,337.99999999999386,411.0000000000058,-263.00000000000523,-390.9999999999858,-486.999999999993,131.00000000000023,111.0000000000042,243.00000000000432,,159.00000000004587
2018.05.14,-70.99999999999883,-201.99999999999108,-60.99999999999994,329.00000000000153,-80.99999999999774,-32.999999999994145,-85.99999999999719,329.9999999999841,426.9999999999996,-293.00000000000637,-418.9999999999916,-783.0000000000003,127.00000000000955,-6.000000000000227,195.00000000000074,,-626.9999999999818
2018.05.14,-73.99999999999629,-258.0000000000027,-60.00000000000449,290.9999999999968,-75.9999999999983,-42.999999999993044,-129.00000000000134,343.9999999999941,428.00000000000614,-349.9999999999943,-488.9999999999839,-832.9999999999949,123.00000000000466,13.00000000000523,178.00000000000037,,-934.9999999999621
2018.05.14,-21.999999999999797,-326.9999999999884,-75.9999999999983,243.00000000001543,-82.00000000000429,-110.99999999999443,-161.00000000000003,247.99999999999045,356.00000000000074,-373.9999999999952,-556.9999999999853,-997.9999999999878,103.00000000000864,-57.999999999992724,139.00000000000023,,-1676.9999999999307
2018.05.14,-79.99999999999119,-218.99999999999142,-117.00000000000044,215.00000000000963,-95.00000000000064,-93.99999999999409,-170.99999999999892,262.9999999999768,256.99999999999613,-418.00000000000637,-438.9999999999894,-939.0000000000009,120.00000000000455,-45.000000000001705,147.00000000000824,,-1614.99999999998
2018.05.14,-59.99999999999339,-361.9999999999957,-124.99999999999733,158.99999999999804,-124.99999999999733,-123.99999999999079,-163.99999999999747,277.9999999999916,222.99999999999542,-604.9999999999898,-461.0000000000003,-953.9999999999882,192.00000000000728,-33.999999999991815,143.9999999999997,,-2017.9999999999502
2018.05.14,24.999999999997247,-421.0000000000047,-52.000000000007596,297.0000000000139,-131.00000000000333,-145.9999999999906,-139.00000000000023,615.9999999999854,299.00000000000483,-662.0000000000061,-557.9999999999918,-1069.9999999999932,282.0000000000107,66.0000000000025,126.99999999999933,,-1466.9999999999836
2018.05.14,12.000000000000899,-418.0000000000073,-65.99999999999939,351.99999999999676,-126.0000000000039,-109.99999999999899,-99.00000000000463,694.9999999999932,463.9999999999977,-646.9999999999914,-550.9999999999903,-1083.9999999999961,299.0000000000066,69.00000000000261,91.00000000000774,,-1118.9999999999864
2018.05.14,2.000000000002,-441.0000000000025,-43.999999999999595,479.0000000000072,-158.99999999999804,-100.99999999999554,-104.99999999999955,783.9999999999918,479.0000000000072,-754.9999999999955,-600.9999999999849,-1167.0000000000068,341.99999999999875,93.00000000000352,60.99999999999994,,-1132.9999999999718
