date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.03.08,233.00000000000543,336.9999999999873,-5.999999999994898,58.9999999999975,-45.000000000006146,49.00000000001015,531.9999999999991,237.00000000002052,263.0000000000021,256.0000000000007,289.9999999999903,15.999999999993797,413.99999999998727,468.00000000000176,94.99999999999886,-69.00000000000794,-47.99999999998139,-38.0000000000047,128.0000000000001,156.99999999999648,131.9999999999908,82.99999999999974,32.999999999994145,66.99999999999484,,3642.999999999976
2021.03.08,219.00000000000253,409.99999999999926,-16.000000000016,95.99999999998943,-22.999999999995246,34.000000000000696,589.0000000000173,228.00000000000597,265.0000000000041,257.0000000000072,257.9999999999916,41.000000000002146,540.9999999999968,550.9999999999903,177.99999999999727,-49.99999999999449,-72.99999999998974,-120.99999999999334,164.00000000000148,165.99999999999682,126.99999999999534,57.99999999999139,0.999999999995449,156.00000000000057,,4055.999999999997
2021.03.08,197.00000000000273,624.9999999999867,-127.00000000001043,176.9999999999925,185.99999999999727,236.00000000000287,735.000000000019,306.00000000000625,410.00000000001035,441.0000000000025,400.9999999999958,93.99999999999409,908.9999999999918,533.99999999999,397.99999999999613,59.000000000009045,207.00000000000162,124.99999999999733,398.00000000001035,466.99999999999875,409.9999999999966,191.99999999999218,139.99999999999568,178.99999999999582,,7698.9999999999745
2021.03.08,202.0000000000022,524.9999999999977,-97.00000000001374,128.99999999999068,129.99999999998568,130.0000000000079,647.0000000000198,290.00000000001245,390.0000000000015,370.00000000000364,307.99999999999716,44.99999999999504,734.9999999999852,482.00000000000466,306.0000000000116,31.000000000003247,57.00000000001815,-97.9999999999981,328.00000000000296,334.0000000000032,256.9999999999908,122.99999999999534,39.999999999995595,222.99999999999542,,5887.000000000008
2021.03.08,203.00000000000873,506.9999999999908,-83.9999999999952,99.99999999999432,95.00000000000064,155.00000000000514,638.0000000000052,278.00000000000045,364.00000000000875,326.9999999999995,332.99999999999443,42.999999999993044,674.0000000000066,517.9999999999962,256.0000000000002,1.0000000000065512,-8.999999999992347,-25.999999999992696,277.000000000001,266.00000000000534,260.9999999999957,96.99999999999153,98.99999999999353,127.00000000001043,,5500.000000000027
2021.03.08,197.99999999999818,551.9999999999969,-93.00000000000975,97.99999999999898,129.99999999998568,180.0000000000024,680.0000000000139,288.0000000000216,390.0000000000015,365.0000000000042,353.99999999999875,65.99999999999939,718.9999999999941,519.9999999999872,261.0000000000241,34.000000000000696,55.000000000005045,21.00000000000435,299.0000000000066,305.9999999999974,287.9999999999967,115.99999999999389,105.99999999999498,143.00000000000423,,6076.00000000002
2021.03.08,245.0000000000063,473.99999999999665,-43.999999999999595,137.99999999999102,65.99999999998829,89.00000000000574,664.0000000000201,293.0000000000099,386.0000000000086,356.00000000000074,304.9999999999997,43.999999999999595,689.9999999999977,499.9999999999893,260.0000000000193,21.00000000000435,29.999999999996696,-116.00000000000499,287.00000000000614,287.00000000000614,219.99999999999886,107.99999999999699,36.999999999998145,211.00000000000563,,5551.000000000043
2021.03.08,246.00000000000176,523.9999999999911,-107.00000000001265,129.99999999999545,153.9999999999875,146.00000000000168,717.000000000012,355.0000000000164,441.0000000000025,411.0000000000058,358.9999999999982,34.99999999999615,734.9999999999852,445.99999999999085,319.0000000000168,43.999999999999595,69.00000000000794,-72.0000000000054,344.0000000000083,346.00000000000364,277.9999999999916,117.99999999999588,47.9999999999925,209.00000000001472,,6294.999999999998
2021.03.08,295.0000000000008,319.999999999987,21.999999999988695,105.99999999999454,11.999999999989797,17.000000000000348,595.0000000000122,291.00000000001904,392.00000000000347,340.00000000000693,270.99999999999903,2.999999999997449,483.0000000000041,391.000000000008,151.00000000001046,35.999999999991594,-4.999999999988347,-201.00000000000674,225.00000000000853,200.00000000000284,117.999999999995,79.99999999999119,-16.0000000000049,242.00000000000887,,4368.000000000021
2021.03.08,355.0000000000053,241.99999999998667,112.000000000001,165.99999999999682,-83.00000000001084,19.00000000000235,606.0000000000176,281.0000000000201,386.0000000000086,372.0000000000057,316.99999999998954,19.00000000000235,478.999999999985,422.9999999999956,125.0,36.999999999998145,82.00000000000429,-62.000000000006494,210.00000000000796,230.99999999999454,164.99999999999204,131.99999999999878,56.99999999999594,217.0000000000005,,4887.999999999993
2021.03.08,370.00000000000364,161.99999999999548,146.99999999998602,138.9999999999958,-151.9999999999966,-43.999999999999595,553.0000000000035,266.0000000000107,360.0000000000048,356.00000000000074,271.9999999999945,-2.999999999997449,353.999999999985,409.99999999999926,55.00000000000682,4.000000000004,67.00000000001705,-156.00000000000057,143.00000000000068,176.00000000000193,78.99999999999352,141.99999999999767,25.999999999992696,265.0000000000041,,3991.0000000000036
2021.03.08,357.00000000000733,137.9999999999937,149.9999999999835,146.99999999999136,-140.0000000000068,-83.9999999999952,513.0000000000078,247.00000000001944,353.0000000000033,324.00000000000205,224.9999999999974,-17.000000000000348,337.99999999999386,367.99999999999056,58.9999999999975,19.999999999997797,25.00000000000835,-241.99999999998667,154.00000000001057,155.00000000000114,39.99999999999204,107.00000000000153,-31.000000000003247,290.9999999999968,,3497.000000000003
2021.03.08,360.0000000000048,261.0000000000001,126.99999999998823,126.99999999999534,-87.99999999999919,-44.99999999999504,633.0000000000168,279.00000000000705,387.000000000004,387.99999999999943,262.999999999991,39.999999999995595,443.9999999999884,456.9999999999963,67.00000000000728,43.999999999999595,104.00000000001519,-201.99999999999108,174.0000000000066,212.0000000000033,67.99999999999784,151.9999999999966,-19.00000000000235,327.00000000001063,,4560.0000000000355
2021.03.08,346.0000000000019,257.99999999998045,109.99999999998789,101.99999999998965,-95.00000000000064,-36.999999999998145,618.0000000000074,276.00000000000955,375.0000000000031,412.00000000000125,261.99999999999557,26.999999999999247,405.00000000000114,453.99999999999886,49.000000000006594,24.000000000001798,173.00000000000094,-194.0000000000053,153.0000000000058,231.99999999999932,57.999999999992724,195.9999999999962,-8.000000000008,364.00000000000875,,4559.999999999976
2021.03.08,334.00000000000097,332.9999999999833,66.99999999999484,84.99999999999375,-73.99999999999629,-48.99999999999905,666.000000000011,296.0000000000074,378.00000000000057,414.00000000000324,239.99999999999577,42.999999999993044,466.99999999998454,522.0000000000002,76.99999999999818,-1.999999999990898,146.00000000000168,-283.99999999999534,153.0000000000058,231.99999999999932,31.999999999996476,196.99999999999162,-40.00000000000669,402.0000000000135,,4634.999999999988
2021.03.08,353.99999999999875,364.9999999999931,43.999999999999595,72.99999999999329,-21.00000000000435,-3.999999999992898,721.000000000016,343.00000000000443,422.00000000000017,490.00000000000153,295.99999999999625,46.00000000000159,483.0000000000041,490.999999999997,87.00000000001751,26.999999999999247,245.0000000000063,-209.9999999999991,178.00000000001148,293.00000000000637,71.99999999998852,240.99999999999122,-17.000000000000348,425.0000000000087,,5444.000000000038
