date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.05.25,-97.00000000000264,-59.99999999999339,-15.00000000000945,-73.99999999999629,0.0,-27.999999999994696,-7.999999999985796,-10.000000000005116,-75.00000000000284,-41.000000000002146,-38.99999999998727,-177.00000000000495,-219.00000000001364,0.0,0.0,-130.0000000000079,-127.00000000001043,-12.000000000000455,-82.00000000000784,0.0,-65.00000000000395,-123.00000000000644,,-1382.0000000000352
2020.05.25,-95.00000000000064,-72.0000000000054,0.9999999999843467,-79.00000000000685,-1.0000000000065512,12.999999999996348,-11.999999999989797,-4.0000000000048885,-40.00000000000669,21.00000000000435,-55.999999999983174,-172.0000000000166,-226.99999999999943,33.999999999991815,40.99999999997994,-126.0000000000039,-143.00000000000423,-25.99999999999625,-21.000000000000796,2.000000000002,-14.000000000002899,-124.99999999999733,,-1101.0000000000664
2020.05.25,-115.00000000000954,-32.999999999994145,1.999999999990898,-126.0000000000039,-11.00000000000545,2.999999999997449,11.00000000000545,31.999999999996476,-12.000000000000899,21.00000000000435,-40.99999999999682,-102.00000000000209,-170.00000000000347,76.99999999999818,47.99999999998139,-170.00000000000347,-185.99999999999727,4.0000000000048885,-10.000000000005116,-6.0000000000060005,-14.000000000002899,-134.99999999999625,,-933.0000000000483
2020.05.25,-101.00000000000664,-154.99999999999403,37.99999999998249,-68.00000000000139,17.000000000000348,21.999999999999797,100.99999999999554,155.00000000000114,36.999999999998145,58.000000000002494,142.00000000002433,-152.0000000000188,-144.99999999999514,222.99999999999898,70.99999999999883,-160.00000000000458,-185.00000000001293,76.00000000000762,43.99999999999693,34.99999999999615,19.999999999997797,-147.99999999999258,,-75.0000000000255
2020.05.25,-87.00000000000374,-160.00000000000458,70.99999999999883,7.0000000000014495,69.9999999999923,46.999999999997044,102.00000000000209,195.99999999999795,56.99999999999594,67.00000000000594,243.99999999999977,-163.00000000000205,-154.0000000000097,277.9999999999916,95.00000000000064,-58.000000000002494,-185.99999999999727,151.00000000001046,90.99999999999397,58.000000000002494,0.999999999995449,-214.00000000000307,,512.9999999999632
2020.05.25,-73.00000000000084,-153.9999999999875,99.99999999998899,11.00000000000545,100.00000000000009,61.999999999995396,114.0000000000141,257.000000000005,55.99999999998939,77.00000000000485,338.0000000000223,-152.0000000000188,-78.00000000000028,364.9999999999949,132.99999999998312,-36.0000000000138,-194.0000000000053,207.00000000000784,125.0,107.00000000000153,24.999999999997247,-211.00000000000563,,1178.9999999999782
2020.05.25,-86.0000000000083,-167.9999999999904,72.99999999998974,7.0000000000014495,117.00000000000044,90.99999999999665,107.00000000001265,230.00000000000398,60.99999999999994,116.00000000000499,263.00000000000523,-143.00000000000423,9.999999999998899,319.9999999999932,92.99999999998754,34.000000000000696,-46.999999999997044,216.00000000000819,155.9999999999917,124.99999999999733,63.99999999999739,-184.00000000000637,,1454.9999999999839
2020.05.25,-75.00000000000284,-198.99999999999363,56.99999999999594,-19.999999999997797,68.99999999999685,65.00000000000395,85.00000000000173,194.00000000000261,52.99999999999194,80.00000000000229,262.00000000000045,-195.00000000001182,-180.0000000000024,244.99999999999034,75.99999999998718,-38.0000000000047,-114.0000000000141,131.00000000000023,88.99999999999864,82.00000000000429,39.00000000000014,-164.00000000000858,,541.9999999999407
2020.05.25,-106.00000000000608,-157.99999999999147,15.999999999993797,-136.00000000000279,-30.000000000007798,-7.0000000000014495,80.00000000001339,144.99999999999602,9.999999999998899,26.999999999999247,198.0000000000075,-283.000000000011,-395.99999999999636,182.99999999999272,102.99999999998644,-246.99999999999721,-272.00000000000557,30.000000000001137,16.999999999995907,10.999999999994348,14.999999999998348,-182.99999999999983,,-983.0000000000418
2020.05.25,-134.0000000000008,-116.00000000000499,-31.000000000003247,-174.00000000000747,-79.00000000000685,-60.00000000000449,49.00000000001015,90.00000000000341,15.999999999993797,-5.999999999994898,131.00000000000023,-258.0000000000027,-453.99999999999886,120.99999999999511,38.99999999998904,-304.00000000001535,-361.0000000000113,-49.99999999999716,-66.0000000000025,-26.999999999999247,-33.000000000005244,-174.99999999999181,,-1882.0000000000553
2020.05.25,-126.0000000000039,-97.9999999999981,-25.00000000000835,-80.99999999999774,9.999999999998899,46.00000000000159,60.000000000015596,117.00000000000443,50.99999999998994,95.00000000000064,140.00000000001478,-156.00000000000057,-191.00000000000784,138.9999999999958,32.999999999994145,-70.0000000000145,-21.00000000000435,58.000000000006935,54.99999999999261,38.0000000000047,48.99999999999905,-123.99999999999079,,-1.0000000000069775
2020.05.25,-143.00000000000423,-79.00000000000685,-82.00000000000429,-86.0000000000083,-8.000000000008,9.999999999998899,29.999999999996696,123.99999999999523,43.999999999999595,70.0000000000034,159.00000000002024,-156.00000000000057,-242.00000000000887,114.99999999999488,7.0000000000014495,-46.999999999997044,-53.00000000001415,55.00000000000682,45.99999999999227,19.999999999997797,-9.00000000000345,-117.99999999999588,,-343.00000000004434
