date,GBPUSD,EURUSD,GBPCHF,CHFJPY,AUDCHF,EURGBP,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2019.10.21,-22.0000000000109,-30.0000000000189,-46.0000000000127,-56.99999999998795,-91.99999999999208,0.0,-29.999999999996696,0.0,-235.99999999999176,-45.99999999999227,-138.00000000000523,-255.99999999998957,,-952.999999999998
2019.10.21,263.99999999999756,25.999999999992696,122.99999999998423,-86.99999999998909,-110.99999999999443,139.99999999999568,392.9999999999989,-46.999999999997044,-185.99999999999727,-66.0000000000025,-117.00000000000443,-262.999999999991,,68.99999999999318
2019.10.21,270.99999999999903,17.000000000000348,150.99999999999002,-30.9999999999917,-98.99999999999353,146.99999999999713,411.0000000000058,-170.99999999999227,-269.00000000000813,-34.99999999999659,-73.99999999999807,-276.9999999999939,,41.00000000001819
2019.10.21,388.9999999999949,29.999999999996696,268.9999999999859,18.000000000000682,-83.9999999999952,261.0000000000001,516.9999999999897,-120.99999999999511,-174.00000000000747,1.0000000000047748,-22.999999999996135,-187.99999999998818,,894.9999999999907
2019.10.21,356.00000000000074,8.999999999992347,272.99999999998994,5.000000000009663,-80.99999999999774,243.99999999999977,489.0000000000061,-97.99999999999898,-46.0000000000127,4.0000000000048885,-25.99999999999625,-92.99999999998754,,1036.0000000000102
2019.10.21,442.9999999999934,37.99999999998249,307.99999999999716,-13.999999999995794,-85.99999999999719,266.999999999995,611.9999999999903,-90.99999999999397,-2.0000000000131024,-22.999999999996135,-40.99999999999682,-123.99999999999079,,1286.9999999999745
2019.10.21,266.999999999995,-21.00000000000435,126.99999999998823,-28.999999999996362,-157.99999999999147,218.99999999999142,556.0000000000009,-30.9999999999917,-4.000000000004,-60.99999999999284,-135.00000000000512,-127.99999999999478,,601.999999999995
2019.10.21,266.999999999995,-28.000000000005798,95.00000000000064,-75.9999999999934,-200.00000000000017,207.99999999999707,537.9999999999941,34.000000000006025,72.0000000000054,-105.00000000000398,-200.00000000000284,-108.99999999998133,,496.0000000000107
2019.10.21,279.99999999999136,-18.0000000000069,65.00000000000395,-59.99999999998806,-239.99999999999577,192.99999999999872,628.0000000000064,52.00000000000671,178.99999999999582,-96.9999999999942,-212.0000000000033,-95.999999999985,,674.0000000000298
2019.10.21,306.00000000000625,27.999999999983594,86.99999999999264,-31.999999999996476,-239.99999999999577,192.99999999999872,672.9999999999902,39.00000000000148,269.9999999999925,-72.99999999999329,-212.0000000000033,-69.9999999999923,,968.9999999999845
2019.10.21,296.9999999999917,8.999999999992347,102.99999999998644,-55.999999999997385,-292.9999999999988,209.9999999999991,726.9999999999887,82.99999999999841,343.99999999998875,-99.00000000000375,-299.0000000000066,-71.99999999998319,,953.9999999999557
2019.10.21,356.00000000000074,24.999999999986144,137.9999999999937,-32.99999999998704,-289.9999999999903,235.99999999999176,900.9999999999962,73.99999999999807,434.000000000001,-84.00000000000318,-280.00000000000114,-65.99999999998829,,1410.9999999999977
