date,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURJPY,NZDJPY,AUDNZD,empty,sum
2017.07.31,-154.99999999999403,-241.99999999999022,-46.999999999997044,-51.9999999999925,-43.999999999999595,-118.99999999999977,-88.00000000000807,-124.99999999999733,,-871.9999999999786
2017.07.31,-183.99999999998417,-179.00000000000205,-61.999999999995396,-26.999999999986812,24.000000000001798,-123.99999999999523,-144.00000000000546,35.00000000000725,,-660.99999999996
2017.07.31,-197.00000000000273,-186.9999999999976,-50.99999999998994,-39.99999999999204,158.99999999999804,-134.9999999999909,-149.0000000000009,69.00000000000794,,-530.9999999999682
2017.07.31,-170.99999999998784,-227.99999999999443,-44.99999999999504,57.999999999992724,241.00000000000233,-133.99999999998613,-168.99999999999693,52.000000000007596,,-395.9999999999577
2017.07.31,-180.99999999998673,-138.9999999999958,-23.999999999990695,10.99999999999568,302.0000000000023,-90.00000000000341,-143.00000000000068,-38.99999999998904,,-302.99999999996834
2017.07.31,-119.99999999998678,-185.00000000000227,6.0000000000060005,-20.999999999986585,530.0000000000082,21.99999999999136,-176.00000000000193,-83.9999999999952,,-27.99999999996723
2017.07.31,-130.99999999999224,-119.99999999999034,30.000000000007798,-96.00000000000364,598.999999999994,91.00000000000819,-174.0000000000066,-300.99999999999574,,-101.99999999997857
2017.07.31,2.0000000000131024,-167.0000000000016,-17.000000000000348,-349.9999999999943,665.9999999999889,174.0000000000066,-134.00000000000034,-326.9999999999884,,-152.99999999997647
2017.07.31,49.00000000001015,-242.999999999995,-12.000000000000899,-284.9999999999966,629.9999999999973,253.99999999999068,-67.99999999999784,-334.9999999999964,,-9.999999999988688
2017.07.31,2.0000000000131024,-96.9999999999942,-10.999999999994348,-245.00000000000455,658.0000000000031,198.0000000000075,-115.0000000000091,-218.99999999999142,,171.00000000003007
2017.07.31,53.00000000001415,-129.99999999999545,8.000000000008,-242.999999999995,587.0000000000042,239.00000000000432,-126.00000000000477,-156.00000000000057,,232.0000000000349
2017.07.31,86.0000000000083,-109.99999999999943,20.0000000000089,-240.99999999998545,539.0000000000006,253.99999999999068,-103.9999999999992,-60.99999999999994,,383.0000000000244
2017.07.31,60.000000000015596,-176.00000000000193,11.00000000000545,-241.99999999999022,523.9999999999911,167.0000000000016,-91.99999999999875,-86.0000000000083,,166.00000000001455
2017.07.31,82.00000000000429,-174.99999999999716,-12.000000000000899,-183.9999999999975,544.9999999999955,175.00000000001137,-54.000000000002046,-78.00000000000028,,299.00000000001324
2017.07.31,104.00000000001519,-168.99999999999693,-2.999999999997449,-193.00000000001205,558.9999999999984,206.99999999999363,-42.00000000000159,-8.999999999992347,,454.0000000000069
2017.07.31,87.99999999999919,-152.9999999999916,-0.999999999995449,-209.00000000000318,533.0000000000057,213.99999999999864,-42.00000000000159,-4.999999999988347,,425.00000000002336
2017.07.31,86.0000000000083,-147.99999999999613,4.000000000004,-211.9999999999891,476.0000000000098,217.9999999999893,-64.00000000000716,12.999999999996348,,373.00000000001535
2017.07.31,49.00000000001015,-177.99999999999727,-42.999999999993044,-207.9999999999984,452.00000000000796,115.0000000000091,-40.00000000000625,72.99999999998974,,220.00000000002197
2017.07.31,15.00000000000945,-240.99999999999966,-34.000000000000696,-169.9999999999875,428.00000000000614,86.00000000001273,-64.99999999999773,68.00000000000139,,87.00000000004414
2017.07.31,87.00000000001484,-441.99999999999307,-132.99999999999423,-209.00000000000318,170.00000000000347,21.000000000015007,-109.99999999999943,99.00000000000463,,-516.999999999952
2017.07.31,87.99999999999919,-454.9999999999983,-118.99999999999133,-216.00000000000819,150.00000000000568,-20.000000000010232,-93.00000000000352,127.00000000001043,,-537.9999999999962
2017.07.31,185.99999999999727,-460.9999999999985,-79.99999999999119,-217.9999999999893,272.99999999998994,45.99999999999227,-36.000000000001364,144.99999999999514,,-145.00000000000583
2017.07.31,52.000000000007596,-332.9999999999984,23.00000000000635,-125.0,449.9999999999948,122.99999999999045,-4.9999999999954525,137.9999999999937,,322.9999999999991
2017.07.31,-75.00000000000284,-262.00000000000045,-130.99999999999224,-295.99999999999227,322.00000000000006,121.00000000000932,0.999999999990564,140.0000000000068,,-179.9999999999811
2017.07.31,-212.99999999999653,-129.99999999999545,-200.00000000000017,-304.00000000000205,289.0000000000059,3.0000000000143245,22.999999999996135,147.00000000000824,,-384.9999999999696
2017.07.31,-180.99999999998673,-88.99999999999864,-143.9999999999997,-421.99999999999704,215.99999999999397,61.00000000000705,131.00000000000023,209.9999999999991,,-217.9999999999817
