date,USDCHF,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,AUDCAD,empty,sum
2018.04.30,-57.00000000000705,-51.99999999998539,0.0,-1.999999999990898,-79.00000000000685,-12.999999999991019,-24.000000000001798,-25.999999999982037,0.0,-39.999999999995595,-82.00000000000429,-2.000000000002,,-376.999999999967
2018.04.30,-36.0000000000027,-43.999999999999595,46.00000000000159,18.0000000000069,-56.000000000011596,58.9999999999975,0.0,-1.999999999981128,52.000000000007596,-99.00000000000463,-138.0000000000159,14.999999999998348,,-185.0000000000036
2018.04.30,-47.00000000000814,-60.99999999999994,58.000000000002494,73.00000000001194,-63.99999999999739,66.0000000000025,39.999999999995595,76.00000000002183,32.0000000000098,-85.00000000000173,-106.00000000000608,-2.999999999997449,,-20.999999999966583
2018.04.30,-87.00000000000374,-81.9999999999821,20.0000000000089,117.00000000001154,-76.0000000000094,88.00000000000807,39.999999999995595,141.9999999999959,86.0000000000083,-36.999999999998145,-113.00000000000753,31.000000000003247,,129.00000000003064
2018.04.30,-82.99999999999974,-122.99999999998423,-10.999999999994348,140.0000000000068,-63.99999999999739,103.9999999999992,12.000000000000899,157.0000000000107,103.99999999999298,-96.99999999999153,-189.00000000001694,26.999999999999247,,-22.99999999997435
2018.04.30,-87.00000000000374,-117.99999999999588,-21.999999999999797,92.00000000000318,-63.000000000013046,61.00000000000705,-4.000000000004,38.000000000010914,95.00000000000064,-102.00000000000209,-206.00000000001728,9.999999999998899,,-306.0000000000151
2018.04.30,-62.000000000006494,-98.99999999998244,15.00000000000945,65.00000000000395,-56.000000000011596,51.00000000000193,22.999999999995246,2.0000000000095497,78.00000000000028,-127.99999999999478,-148.99999999999915,4.000000000004,,-255.99999999997007
2018.04.30,-32.0000000000098,-49.99999999999449,60.00000000000449,72.0000000000054,-73.99999999999629,69.00000000000261,34.99999999999615,22.999999999996135,53.999999999998494,-151.9999999999966,-124.00000000001299,-2.999999999997449,,-122.00000000000432
2018.04.30,-79.00000000000685,-92.99999999998754,-35.999999999991594,75.00000000000284,-73.99999999999629,70.99999999999795,-22.999999999995246,42.00000000000159,51.000000000001044,-139.00000000000023,-268.0000000000016,-7.9999999999968985,,-480.9999999999728
2018.04.30,-52.000000000007596,-94.99999999997843,-39.999999999995595,106.00000000000608,-96.00000000000719,70.99999999999795,-44.99999999999504,68.00000000001205,106.99999999999044,-243.99999999999977,-351.0000000000124,-32.999999999994145,,-603.9999999999836
