date,EURUSD,USDJPY,NZDUSD,EURGBP,empty,sum
2015.08.03,-26.999999999999247,-46.00000000000648,-89.99999999999008,-34.000000000000696,,-196.99999999999648
2015.08.03,53.999999999998494,-55.999999999997385,-30.999999999992145,34.99999999999615,,2.000000000005116
2015.08.03,2.999999999997449,-125.0,-121.99999999999989,23.999999999990695,,-220.00000000001174
2015.08.03,31.000000000003247,-87.99999999999386,-130.99999999999224,20.999999999993246,,-166.99999999998963
2015.08.03,22.999999999995246,-132.000000000005,-151.9999999999966,-10.000000000010001,,-271.00000000001637
2015.08.03,-49.00000000001015,-197.00000000000273,-245.99999999999068,-50.0000000000056,,-542.0000000000091
2015.08.03,-59.99999999999339,-246.9999999999999,-297.9999999999983,-4.999999999999449,,-609.999999999991
2015.08.03,2.999999999997449,-227.99999999999443,-244.99999999999523,24.999999999997247,,-444.99999999999494
2015.08.03,49.99999999999449,-158.00000000000125,-188.9999999999947,39.999999999995595,,-257.0000000000059
2015.08.03,9.999999999998899,-114.99999999999488,-230.99999999999233,41.9999999999976,,-293.9999999999907
2015.08.03,-8.000000000008,-170.0000000000017,-205.99999999999508,36.999999999998145,,-347.00000000000665
2015.08.03,8.000000000008,-146.0000000000008,-192.99999999999872,41.9999999999976,,-288.99999999999386
2015.08.03,11.999999999989797,-153.0000000000058,-205.99999999999508,48.99999999999905,,-298.00000000001205
2015.08.03,107.99999999999699,-159.00000000000603,-183.99999999999528,73.99999999999629,,-161.00000000000801
2015.08.03,85.00000000000173,-147.00000000000557,-197.99999999999818,64.99999999999284,,-195.0000000000092
2015.08.03,51.000000000001044,-177.99999999999727,-197.99999999999818,67.9999999999903,,-257.00000000000415
2015.08.03,32.999999999994145,-206.00000000000307,-161.00000000000003,61.999999999995396,,-272.0000000000136
2015.08.03,31.999999999987594,-201.99999999999818,-193.99999999999417,47.9999999999925,,-316.0000000000123
2015.08.03,-39.00000000001125,-218.00000000000352,-222.99999999999542,3.999999999992898,,-476.00000000001734
2015.08.03,-49.99999999999449,-209.99999999999375,-151.9999999999966,-4.999999999999449,,-416.99999999998425
2015.08.03,72.99999999998974,-242.00000000000443,-142.99999999999312,0.0,,-312.00000000000784
2015.08.03,-38.0000000000047,-320.99999999999795,-127.99999999999478,-77.00000000000485,,-564.0000000000023
2015.08.03,-141.99999999999767,-331.99999999999363,-180.99999999999784,-84.0000000000063,,-738.9999999999953
2015.08.03,-99.00000000000463,-326.9999999999982,-175.99999999999838,-46.00000000000159,,-648.0000000000028
2015.08.03,-69.00000000000794,-332.9999999999984,-127.99999999999478,-30.000000000007798,,-560.000000000009
2015.08.03,-29.00000000001235,-284.000000000006,-97.9999999999981,52.99999999999194,,-358.00000000002456
2015.08.03,-144.0000000000108,-326.9999999999982,-90.99999999999665,108.99999999999244,,-453.00000000001324
2015.08.03,-188.9999999999947,-362.99999999999955,-163.99999999999747,48.99999999999905,,-666.9999999999927
2015.08.03,-157.00000000000713,-368.9999999999998,-154.99999999999403,59.99999999999339,,-621.0000000000075
2015.08.03,-283.000000000011,-400.99999999999625,-186.99999999999272,82.99999999999974,,-788.0000000000002
2015.08.03,-269.00000000000813,-400.99999999999625,-143.9999999999997,61.999999999995396,,-752.0000000000086
2015.08.03,-300.99999999999574,-400.0000000000057,-197.99999999999818,52.99999999999194,,-846.0000000000076
2015.08.03,-197.00000000000273,-361.0000000000042,-125.99999999999278,80.99999999999774,,-603.000000000002
2015.08.03,-60.99999999999994,-266.00000000000534,-24.999999999997247,51.99999999999649,,-300.0000000000061
2015.08.03,-39.999999999995595,-189.99999999999773,-5.999999999994898,46.999999999997044,,-188.9999999999912
2015.08.03,-1.0000000000065512,-168.99999999999693,13.00000000000745,49.99999999999449,,-107.00000000000153
2015.08.03,-121.99999999999989,-138.9999999999958,-29.999999999996696,23.999999999990695,,-267.0000000000017
2015.08.03,-137.00000000000932,-170.0000000000017,-36.999999999998145,31.999999999998696,,-312.00000000001046
2015.08.03,-212.00000000001216,-112.99999999999955,-79.99999999999119,27.999999999994696,,-377.0000000000082
2015.08.03,-259.0000000000092,-87.0000000000033,-115.99999999999389,25.999999999992696,,-436.00000000001364
2015.08.03,-212.99999999999653,-54.000000000002046,-83.9999999999952,40.99999999999105,,-310.00000000000273
2015.08.03,-252.99999999999213,-64.00000000000716,-74.99999999999174,28.999999999990145,,-363.0000000000009
2015.08.03,-279.00000000000705,-60.000000000002274,-100.00000000000009,17.000000000000348,,-422.0000000000091
2015.08.03,-269.00000000000813,-91.99999999999875,-101.99999999999099,36.999999999998145,,-425.9999999999997
2015.08.03,-259.9999999999936,-114.99999999999488,-170.99999999999892,40.99999999999105,,-504.99999999999636
2015.08.03,-252.99999999999213,-138.00000000000523,-283.99999999999534,41.9999999999976,,-632.9999999999951
2015.08.03,-208.99999999999253,-138.9999999999958,-396.9999999999918,67.9999999999903,,-676.9999999999898
2015.08.03,-219.00000000001364,-159.9999999999966,-444.9999999999954,42.999999999993044,,-781.0000000000126
2015.08.04,-219.99999999999798,-162.00000000000614,-522.9999999999957,27.999999999994696,,-877.0000000000051
2015.08.04,-208.99999999999253,-152.00000000000102,-462.9999999999912,51.99999999999649,,-771.9999999999883
2015.08.04,-191.99999999999218,-132.99999999999557,-395.99999999999636,56.99999999999594,,-663.9999999999882
2015.08.04,-198.99999999999363,-132.99999999999557,-370.9999999999991,47.9999999999925,,-654.9999999999958
2015.08.04,-191.00000000000784,-117.999999999995,-395.0000000000009,56.99999999999594,,-647.0000000000078
