date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2021.04.19,-46.00000000000159,35.00000000000725,-27.000000000001023,36.999999999998145,-73.00000000000084,77.00000000001594,-58.99999999998684,90.00000000000341,-214.99999999999852,87.99999999999919,-2.0000000000095497,272.99999999998994,-97.00000000000841,113.99999999999189,173.00000000000094,-54.99999999999261,-51.00000000000193,-87.99999999999386,12.999999999996348,,187.00000000000784
2021.04.19,-45.000000000006146,32.999999999994145,-27.000000000001023,53.999999999998494,-39.00000000000014,-7.999999999985796,-69.9999999999923,49.000000000006594,-209.9999999999991,92.00000000000318,13.999999999981583,241.00000000000233,-87.99999999999386,136.99999999998712,217.0000000000005,-42.999999999992156,-21.000000000000796,-66.99999999999307,32.999999999994145,,252.0000000000037
2021.04.19,-180.99999999999784,-15.999999999993797,-61.00000000000705,107.99999999999699,-78.00000000000028,-185.99999999999727,-166.99999999998383,-3.9999999999906777,-324.00000000000205,79.00000000000685,-54.000000000002046,404.0000000000044,-82.99999999999841,141.99999999999767,204.99999999998852,-69.99999999999318,-67.00000000000728,-134.00000000000034,19.999999999997797,,-466.9999999999818
2021.04.19,-175.00000000000293,-4.000000000004,-43.99999999999693,120.99999999999334,-74.00000000000739,-203.99999999998198,-171.99999999999437,-9.000000000000341,-316.0000000000052,82.00000000000429,-55.00000000000682,496.99999999999187,-78.00000000000296,175.99999999999838,276.9999999999939,-45.99999999999227,-31.00000000000591,-115.99999999999966,36.999999999998145,,-134.00000000002075
2021.04.19,-168.99999999999693,-22.999999999995246,22.00000000000557,130.99999999999224,-50.0000000000056,-112.000000000001,-150.99999999999002,-75.9999999999934,-306.00000000000625,117.00000000000044,138.99999999998158,479.99999999999153,25.999999999982037,161.99999999999548,333.0000000000055,13.00000000000523,67.99999999999784,-40.99999999999682,60.99999999999994,,623.999999999972
2021.04.19,-168.00000000000148,-25.999999999992696,4.9999999999954525,153.00000000000313,-7.0000000000014495,-74.99999999998064,-142.99999999998204,-57.999999999992724,-295.99999999999625,141.00000000000225,161.00000000000136,551.9999999999969,7.000000000005002,184.99999999999073,438.00000000000506,13.00000000000523,111.99999999999477,-6.999999999990791,72.99999999998974,,1060.0000000000516
2021.04.19,-153.00000000000313,-32.0000000000098,-13.999999999995794,100.0000000000112,-79.00000000000685,-106.99999999999044,-121.99999999999989,-13.999999999995794,-317.0000000000006,106.00000000000608,73.99999999998386,519.9999999999872,-9.000000000014552,109.99999999998789,341.99999999999784,-40.99999999999682,51.00000000000193,-99.99999999999432,120.99999999999334,,435.99999999996135
2021.04.19,-178.00000000000037,-102.00000000000209,28.999999999996362,133.00000000000534,-30.000000000007798,-66.99999999999484,-85.99999999998609,-91.99999999999875,-314.0000000000032,102.00000000000209,215.0000000000034,502.9999999999868,116.99999999999022,62.99999999999084,320.9999999999935,17.000000000010118,121.99999999999989,-15.999999999991132,88.99999999998354,,825.9999999999778
2021.04.19,-231.99999999999886,-200.00000000000017,25.99999999999625,205.00000000001074,-21.00000000000435,-127.99999999999478,-59.99999999999339,-159.9999999999966,-316.0000000000052,40.00000000000669,229.99999999998977,567.9999999999907,222.99999999998477,25.999999999992696,263.99999999999756,64.99999999999773,159.9999999999966,-9.999999999990905,136.99999999998712,,816.9999999999663
2021.04.19,-260.00000000000466,-276.00000000000955,81.99999999999363,185.00000000001293,-68.99999999999685,-188.9999999999947,-25.999999999992696,-256.9999999999908,-351.0000000000013,-27.999999999994696,282.99999999998704,427.99999999998397,367.999999999995,-92.00000000000318,28.999999999990145,94.0000000000083,126.99999999999534,-21.99999999999136,106.99999999999044,,132.99999999997704
