date,EURUSD,USDCAD,AUDCHF,EURJPY,EURAUD,empty,sum
2019.11.11,-36.999999999998145,-80.00000000001339,-21.999999999999797,0.0,0.0,,-139.00000000001134
2019.11.11,-25.00000000000835,-75.00000000000284,-31.000000000003247,0.999999999990564,25.00000000000835,,-105.00000000001552
2019.11.11,-35.999999999991594,-12.000000000012001,-67.00000000000594,-34.000000000006025,21.00000000000435,,-128.00000000001123
2019.11.11,-42.999999999993044,11.999999999989797,-58.000000000002494,-45.000000000001705,35.999999999991594,,-98.00000000001586
2019.11.11,-52.000000000007596,0.9999999999843467,-51.000000000001044,-11.00000000000989,73.99999999999629,,-39.0000000000379
2019.11.11,-34.000000000000696,10.999999999983245,-46.999999999997044,-27.000000000001023,96.00000000000719,,-1.0000000000083276
2019.11.11,-28.999999999990145,29.999999999996696,-36.999999999998145,103.9999999999992,93.99999999999409,,162.0000000000017
2019.11.11,-25.999999999992696,39.999999999995595,-21.00000000000435,88.99999999999864,100.99999999999554,,182.99999999999272
2019.11.11,-12.999999999996348,47.99999999998139,29.999999999996696,117.999999999995,177.00000000000495,,359.9999999999817
2019.11.11,-48.000000000003595,39.999999999995595,41.000000000002146,152.00000000000102,205.99999999999508,,390.9999999999902
2019.11.11,-51.000000000001044,41.99999999998649,21.999999999999797,152.9999999999916,164.00000000000858,,329.99999999998545
2019.11.11,-52.99999999999194,34.000000000000696,2.999999999997449,135.99999999999568,113.99999999999189,,233.99999999999375
2019.11.11,-59.000000000009045,34.99999999998504,29.999999999996696,158.99999999999181,187.99999999998818,,352.9999999999527
2019.11.11,-52.000000000007596,49.99999999999449,48.99999999999905,177.99999999999727,225.99999999999287,,450.9999999999761
2019.11.11,-63.99999999999739,55.99999999998939,46.00000000000159,144.99999999999602,225.00000000000853,,407.9999999999981
2019.11.11,-69.9999999999923,6.999999999979245,26.999999999999247,143.00000000000068,171.99999999999437,,278.99999999998124
2019.11.11,-69.9999999999923,2.999999999997449,31.999999999998696,176.9999999999925,182.99999999999983,,324.99999999999613
2019.11.11,-73.99999999999629,34.000000000000696,115.99999999999389,234.99999999999943,276.00000000000955,,587.0000000000073
2019.11.11,-104.99999999999955,-1.0000000000065512,63.00000000000195,168.99999999999693,211.00000000000563,,336.9999999999984
2019.11.11,-113.00000000000753,-28.000000000005798,42.999999999993044,192.99999999999784,195.9999999999962,,290.99999999997374
