date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.01.25,-155.99999999998948,-85.00000000000173,-78.99999999998464,-285.99999999998624,-102.99999999999754,-44.99999999999504,-1.0000000000065512,0.0,-30.000000000001137,-16.0000000000049,-43.999999999999595,-29.999999999996696,-61.00000000000705,-1.0000000000065512,-20.999999999982144,-293.99999999999426,-181.9999999999933,-202.9999999999976,-73.99999999999807,-36.99999999999193,-0.999999999995449,0.0,-83.00000000001084,,-1831.9999999999409
2021.01.25,-145.9999999999906,-36.0000000000138,-55.99999999998939,-296.9999999999917,-98.99999999999353,-43.999999999999595,113.00000000000753,5.999999999994898,143.00000000000068,-46.999999999997044,-34.99999999999615,10.000000000010001,9.000000000014552,69.9999999999923,43.00000000001525,-293.99999999999426,-209.9999999999991,-221.00000000000452,-76.00000000000762,-12.999999999991019,-34.99999999999615,-29.000000000001247,-38.0000000000047,,-1281.9999999999352
2021.01.25,-142.99999999999312,-18.0000000000069,-62.99999999999084,-242.99999999999324,-73.99999999999629,-18.999999999991246,164.00000000000858,27.999999999983594,150.99999999999625,14.999999999998348,26.999999999999247,71.00000000000995,20.000000000010232,185.99999999999727,66.00000000001049,-235.00000000000742,-161.00000000001114,-192.99999999999872,-46.999999999997044,-4.9999999999954525,5.000000000010552,65.99999999999939,-38.0000000000047,,-439.99999999996214
2021.01.25,-137.9999999999937,55.99999999998939,-59.99999999999339,-209.9999999999991,-30.999999999992145,51.000000000001044,255.00000000000523,34.000000000000696,189.99999999999773,75.00000000000284,93.99999999999409,139.00000000000023,93.99999999999409,300.99999999999574,68.00000000000139,-217.0000000000005,-107.99999999999699,-53.00000000001415,-19.99999999999602,56.000000000011596,138.00000000000477,171.99999999999437,-41.000000000002146,,845.0000000000051
2021.01.25,-153.99999999999858,-8.000000000008,-41.99999999998649,-209.9999999999991,-31.999999999998696,25.00000000000835,242.99999999999324,70.99999999999883,150.00000000000568,77.00000000000485,92.00000000000318,133.00000000000534,15.00000000001478,231.0000000000034,12.000000000012001,-231.0000000000034,-107.00000000001265,-131.00000000001444,-25.99999999999625,18.000000000000682,138.00000000000477,148.99999999999915,-39.00000000001125,,374.0000000000255
2021.01.25,-134.99999999999625,43.999999999999595,-36.999999999998145,-139.9999999999846,33.000000000005244,151.00000000000114,255.00000000000523,55.99999999998939,186.00000000000705,109.00000000000354,138.00000000000477,231.0000000000034,90.00000000000341,207.00000000000162,-29.999999999996696,-171.00000000001003,18.999999999991246,123.99999999999079,63.99999999999295,150.00000000000568,156.00000000000057,256.0000000000007,-93.00000000000975,,1663.000000000011
2021.01.25,-185.99999999999727,17.999999999984695,-85.99999999998609,-173.00000000000094,-31.999999999998696,107.00000000000153,255.00000000000523,52.99999999999194,183.9999999999975,119.00000000000244,114.00000000000298,209.9999999999991,78.00000000000296,181.9999999999933,14.000000000002899,-121.99999999999989,-51.000000000001044,112.99999999998533,18.999999999991246,129.0000000000049,107.00000000000153,210.99999999999451,-131.00000000001444,,1131.9999999999636
2021.01.25,-194.99999999998963,-16.000000000016,-101.99999999997988,-214.00000000000307,-59.99999999999339,88.00000000001029,283.99999999999534,80.99999999999774,195.99999999999795,119.00000000000244,107.99999999999699,216.0000000000051,125.0,244.9999999999841,86.0000000000083,-157.00000000000713,-82.00000000000429,92.00000000000318,10.99999999999568,151.00000000001046,101.00000000000664,234.99999999999633,-156.00000000000057,,1156.0000000000164
2021.01.25,-164.99999999999292,24.000000000001798,-61.99999999998429,-163.00000000000205,1.0000000000065512,139.00000000000023,296.9999999999917,80.99999999999774,174.99999999999716,129.00000000000134,139.99999999999568,248.99999999999923,128.00000000001432,209.9999999999991,-10.999999999983245,-127.99999999999478,-5.999999999994898,183.99999999998417,51.00000000000193,190.00000000001194,139.00000000000023,263.99999999999756,-158.99999999999804,,1707.0000000000502
2021.01.25,-151.9999999999966,97.9999999999981,-25.999999999992696,-85.99999999998609,84.0000000000063,237.00000000000944,331.999999999999,80.99999999999774,173.00000000000182,161.99999999999548,204.99999999999963,326.9999999999995,131.00000000000023,209.9999999999991,-56.99999999999594,-87.99999999999919,119.00000000000244,371.99999999999454,96.9999999999942,250.0,182.00000000000438,329.999999999997,-175.99999999999838,,2805.00000000003
