date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDJPY,AUDNZD,empty,sum
2017.05.08,-43.00000000001525,-58.9999999999975,-86.99999999999264,-7.0000000000014495,-37.00000000000925,-21.00000000000435,-19.999999999997797,-33.9999999999896,-56.0000000000005,-2.000000000002,-128.00000000001432,-116.99999999998934,-43.00000000001525,0.0,-19.999999999997797,-24.00000000000091,-149.00000000002134,,-847.0000000000493
2017.05.08,-53.999999999998494,-87.0000000000033,41.000000000002146,-21.00000000000435,-9.00000000000345,-19.00000000001345,-62.000000000006494,-9.999999999998899,-82.99999999999974,29.999999999996696,-125.0,49.00000000001015,-62.000000000006494,30.999999999981043,-18.0000000000069,-6.000000000000227,-158.0000000000137,,-563.0000000000655
2017.05.08,-30.0000000000189,-170.0000000000017,22.999999999995246,-78.00000000000028,1.999999999990898,-15.00000000000945,-18.999999999991246,6.0000000000060005,-51.99999999999649,39.999999999995595,-456.0000000000173,-97.9999999999981,-80.00000000001339,29.999999999996696,22.999999999995246,21.000000000000796,-177.00000000000495,,-1030.0000000000712
2017.05.08,137.9999999999937,-135.99999999999568,156.00000000000057,-36.999999999998145,18.999999999991246,11.999999999989797,79.00000000000685,91.00000000000774,-92.00000000000318,52.99999999999194,-425.00000000001137,-66.99999999999484,119.99999999998678,305.9999999999841,262.999999999991,9.999999999990905,-188.00000000001037,,301.9999999999211
2017.05.08,144.99999999999514,-183.00000000000693,131.00000000001444,12.999999999996348,-8.000000000008,-15.00000000000945,83.00000000001084,121.99999999999989,-80.99999999999774,63.99999999999739,-461.00000000001273,-75.99999999998718,252.99999999999213,362.99999999998,286.00000000000847,4.9999999999954525,-220.00000000002018,,420.999999999948
2017.05.08,148.99999999999915,-320.0000000000074,100.99999999999554,5.999999999994898,10.999999999994348,5.999999999994898,137.9999999999937,136.00000000000279,-93.99999999999409,100.00000000000009,-664.0000000000157,-103.99999999999298,244.9999999999841,452.99999999999227,367.99999999999056,54.000000000002046,-251.00000000000122,,333.9999999999329
2017.05.08,142.99999999998204,-344.99999999999886,110.00000000001009,-136.99999999999824,56.0000000000005,49.99999999999449,194.0000000000053,72.0000000000054,-92.00000000000318,207.00000000000162,-723.0000000000132,-187.00000000000384,4.999999999988347,401.99999999999125,317.9999999999961,140.00000000000057,-259.0000000000092,,-46.000000000050875
2017.05.08,208.99999999999253,-210.99999999999852,33.00000000001635,-117.00000000000044,15.999999999993797,29.999999999996696,191.99999999999218,85.00000000000173,-143.9999999999997,168.00000000000148,-643.0000000000007,-376.9999999999829,22.999999999995246,428.9999999999905,367.99999999999056,117.999999999995,-219.00000000001364,,-40.00000000002984
2017.05.08,254.999999999983,-206.00000000000307,-80.99999999999774,-114.00000000000298,-91.00000000000774,7.999999999985796,207.00000000000162,67.00000000000594,-217.99999999999596,157.99999999999147,-629.0000000000191,-496.99999999999187,96.99999999999153,417.0000000000007,601.000000000007,164.99999999999204,-55.000000000005045,,83.99999999993561
2017.05.08,219.99999999999798,-171.99999999999704,-68.00000000000139,-263.99999999999756,-69.00000000000794,0.9999999999843467,207.00000000000162,-85.99999999999719,-198.99999999999363,154.99999999999403,-557.9999999999927,-463.9999999999977,-261.0000000000001,88.99999999998354,554.9999999999944,191.99999999999307,120.99999999999334,,-601.0000000000429
2017.05.08,190.00000000000128,-237.00000000000898,-29.999999999996696,-221.99999999999997,-1.0000000000065512,-9.000000000014552,205.99999999999508,-65.99999999999939,-112.99999999999643,151.00000000000114,-546.999999999997,-385.99999999999744,-219.00000000001364,143.99999999998857,550.9999999999903,251.99999999999534,112.99999999998533,,-223.00000000007356
