date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.06.15,0.0,-15.999999999993797,-15.00000000000945,0.0,-114.99999999999844,-60.99999999999994,-40.99999999999682,-213.00000000001873,-20.000000000010232,-56.99999999999594,-22.0000000000109,-49.99999999999716,0.0,-173.9999999999964,0.0,,-784.0000000000277
2015.06.15,14.999999999998348,-7.0000000000014495,-29.999999999996696,32.999999999994145,-104.00000000000409,-87.99999999999919,97.00000000000841,-65.99999999998829,-57.00000000001637,-70.99999999999883,-5.000000000010552,-15.000000000000568,-1.9999999999953388,-160.00000000000458,65.99999999998829,,-394.0000000000267
2015.06.15,-7.9999999999968985,17.000000000000348,-73.99999999999629,-73.00000000000084,-55.000000000005045,-58.000000000002494,176.00000000001614,204.00000000000418,6.000000000000227,86.99999999999264,69.9999999999923,33.999999999991815,-34.99999999999659,-134.0000000000008,4.000000000004,,161.00000000000264
2015.06.15,17.999999999995797,53.00000000001415,-59.000000000009045,-92.00000000000318,-35.00000000000725,-46.00000000000159,326.0000000000218,402.0000000000135,165.99999999999682,259.0000000000092,245.99999999999068,103.9999999999992,-60.000000000002274,-100.00000000000009,5.999999999994898,,1188.0000000000127
2015.06.15,-2.999999999997449,43.999999999999595,-43.999999999999595,-126.0000000000039,-36.0000000000027,-39.00000000000014,332.9999999999984,479.99999999999153,183.9999999999975,354.9999999999942,248.99999999998812,122.99999999999045,-75.00000000000284,-85.99999999999719,-29.00000000001235,,1329.9999999999436
2015.06.15,-34.99999999999615,11.00000000000545,-56.99999999999594,-96.00000000000719,-31.999999999998696,-70.0000000000034,306.0000000000116,502.00000000000244,131.99999999997658,317.0000000000117,203.99999999998198,112.99999999999955,-63.99999999999295,-92.99999999999864,-49.00000000001015,,1088.9999999999861
2015.06.15,-307.99999999999716,29.999999999996696,-103.00000000000864,-255.00000000000523,-16.0000000000049,-200.99999999999562,377.00000000000955,644.0000000000001,218.9999999999941,448.000000000004,265.99999999998846,146.99999999999136,-177.99999999999727,-75.00000000000284,-150.00000000000568,,844.9999999999669
2015.06.15,-307.99999999999716,22.0000000000109,-96.99999999999153,-247.00000000000833,10.999999999994348,-207.99999999999707,412.00000000000614,672.0000000000059,280.9999999999775,531.9999999999991,333.9999999999899,182.00000000000216,-96.9999999999942,-75.00000000000284,-70.99999999999883,,1342.9999999999961
2015.06.15,-277.000000000005,-31.000000000003247,-151.9999999999966,-260.00000000000466,61.999999999995396,-112.000000000001,385.9999999999957,574.9999999999922,317.99999999998363,536.0000000000032,458.9999999999872,200.9999999999934,-99.00000000000375,-19.999999999997797,-73.00000000001194,,1512.9999999999268
2015.06.15,-419.00000000000273,-187.99999999998818,-221.00000000000452,-275.99999999999847,114.99999999999844,-187.9999999999993,319.0000000000168,546.9999999999864,131.00000000000023,353.0000000000033,376.9999999999829,150.99999999999625,-87.0000000000033,-2.999999999997449,58.99999999998684,,669.999999999977
2015.06.15,-412.9999999999967,-103.99999999999298,-215.00000000000963,-233.00000000000543,98.99999999999353,-207.00000000000162,311.00000000000705,551.9999999999748,158.99999999999181,334.9999999999964,354.9999999999942,117.999999999995,-91.99999999999875,-36.0000000000027,35.999999999991594,,664.9999999999364
2015.06.15,-307.99999999999716,-90.99999999999665,-184.00000000000637,-223.00000000000654,75.9999999999983,-156.99999999999602,308.00000000002115,580.999999999987,167.0000000000016,409.99999999999926,296.9999999999917,137.00000000000045,-84.99999999999375,-51.000000000001044,-9.000000000014552,,867.9999999999874
2015.06.15,-290.9999999999968,-97.9999999999981,-194.99999999998963,-262.00000000000665,53.00000000000304,-138.00000000000477,295.0000000000159,598.0000000000097,183.9999999999975,473.99999999999665,353.99999999998766,137.99999999999102,-117.999999999995,-92.99999999999864,-39.00000000001125,,862.0000000000006
2015.06.15,-219.00000000000253,1.0000000000065512,-200.00000000000017,-208.00000000000819,30.999999999992145,-144.99999999999514,284.00000000002024,591.0000000000082,241.99999999999022,509.00000000000387,324.9999999999975,87.99999999999386,-94.99999999999886,-126.0000000000039,-60.000000000015596,,1017.9999999999883
