date,AUDJPY,empty,sum
2017.07.24,-24.999999999991473,,-24.999999999991473
2017.07.24,-334.0000000000032,,-334.0000000000032
2017.07.24,-122.99999999999045,,-122.99999999999045
2017.07.24,-143.00000000000068,,-143.00000000000068
2017.07.24,-179.00000000000205,,-179.00000000000205
2017.07.24,-191.99999999999307,,-191.99999999999307
2017.07.24,-91.99999999999875,,-91.99999999999875
2017.07.24,4.0000000000048885,,4.0000000000048885
2017.07.24,69.00000000000261,,69.00000000000261
2017.07.24,6.000000000000227,,6.000000000000227
2017.07.24,-75.00000000000284,,-75.00000000000284
2017.07.24,-131.00000000000023,,-131.00000000000023
2017.07.24,-143.00000000000068,,-143.00000000000068
2017.07.24,-125.0,,-125.0
2017.07.24,-97.99999999999898,,-97.99999999999898
2017.07.24,-152.9999999999916,,-152.9999999999916
2017.07.24,-179.00000000000205,,-179.00000000000205
2017.07.24,-290.9999999999968,,-290.9999999999968
2017.07.24,-277.000000000001,,-277.000000000001
2017.07.24,-266.9999999999959,,-266.9999999999959
2017.07.24,-417.0000000000016,,-417.0000000000016
2017.07.24,-337.0000000000033,,-337.0000000000033
2017.07.24,-378.9999999999907,,-378.9999999999907
2017.07.24,-423.9999999999924,,-423.9999999999924
2017.07.24,-350.9999999999991,,-350.9999999999991
2017.07.24,-277.000000000001,,-277.000000000001
2017.07.24,-221.9999999999942,,-221.9999999999942
2017.07.24,-207.9999999999984,,-207.9999999999984
2017.07.24,-241.99999999999022,,-241.99999999999022
2017.07.24,-243.99999999999977,,-243.99999999999977
2017.07.24,-262.00000000000045,,-262.00000000000045
2017.07.24,-289.0000000000015,,-289.0000000000015
2017.07.24,-417.99999999999216,,-417.99999999999216
2017.07.24,-436.9999999999976,,-436.9999999999976
2017.07.24,-393.99999999999125,,-393.99999999999125
2017.07.24,-388.9999999999958,,-388.9999999999958
2017.07.24,-337.0000000000033,,-337.0000000000033
2017.07.24,-224.00000000000375,,-224.00000000000375
2017.07.24,-313.99999999999295,,-313.99999999999295
2017.07.24,-278.99999999999636,,-278.99999999999636
2017.07.24,-266.9999999999959,,-266.9999999999959
2017.07.24,-242.999999999995,,-242.999999999995
2017.07.24,-257.99999999999557,,-257.99999999999557
2017.07.24,-239.99999999999488,,-239.99999999999488
2017.07.24,-250.99999999999056,,-250.99999999999056
2017.07.24,-254.99999999999545,,-254.99999999999545
2017.07.24,-248.99999999999523,,-248.99999999999523
2017.07.24,-225.9999999999991,,-225.9999999999991
2017.07.25,-237.99999999999955,,-237.99999999999955
2017.07.25,-265.00000000000057,,-265.00000000000057
2017.07.25,-253.0000000000001,,-253.0000000000001
2017.07.25,-290.9999999999968,,-290.9999999999968
2017.07.25,-295.99999999999227,,-295.99999999999227
2017.07.25,-338.99999999999864,,-338.99999999999864
2017.07.25,-381.0000000000002,,-381.0000000000002
2017.07.25,-352.00000000000387,,-352.00000000000387
2017.07.25,-304.00000000000205,,-304.00000000000205
2017.07.25,-259.9999999999909,,-259.9999999999909
2017.07.25,-182.99999999999272,,-182.99999999999272
2017.07.25,-313.99999999999295,,-313.99999999999295
2017.07.25,-277.9999999999916,,-277.9999999999916
2017.07.25,-284.9999999999966,,-284.9999999999966
2017.07.25,-341.99999999999875,,-341.99999999999875
2017.07.25,-322.00000000000273,,-322.00000000000273
2017.07.25,-322.9999999999933,,-322.9999999999933
2017.07.25,-325.9999999999934,,-325.9999999999934
2017.07.25,-293.99999999999693,,-293.99999999999693
2017.07.25,-247.99999999999045,,-247.99999999999045
2017.07.25,-353.9999999999992,,-353.9999999999992
2017.07.25,-426.00000000000193,,-426.00000000000193
2017.07.25,-450.9999999999934,,-450.9999999999934
2017.07.25,-433.9999999999975,,-433.9999999999975
2017.07.25,-442.99999999999784,,-442.99999999999784
2017.07.25,-560.0000000000023,,-560.0000000000023
2017.07.25,-521.0000000000008,,-521.0000000000008
2017.07.25,-572.0000000000027,,-572.0000000000027
