date,EURUSD,EURCHF,EURNZD,CADJPY,AUDCAD,NZDCAD,empty,sum
2018.02.19,-31.000000000003247,-17.000000000000348,-31.999999999987594,-30.000000000001137,-51.000000000001044,-82.00000000000429,,-242.99999999999767
2018.02.19,78.99999999998464,-31.000000000003247,41.000000000002146,-28.000000000005798,-62.000000000006494,-85.00000000000173,,-86.00000000003048
2018.02.19,127.99999999999478,-14.000000000002899,-46.999999999997044,-13.00000000000523,-59.000000000009045,-155.00000000000514,,-160.00000000002458
2018.02.19,98.99999999998244,5.000000000010552,-114.99999999999844,-4.0000000000048885,-63.00000000000195,-189.00000000000583,,-267.00000000001813
2018.02.19,99.99999999998899,19.00000000001345,-110.99999999999443,-100.99999999999909,-64.0000000000085,-192.00000000000327,,-349.00000000000284
2018.02.19,182.99999999999983,24.000000000001798,-139.9999999999846,-212.0000000000033,-39.00000000000014,-163.00000000000205,,-346.99999999998846
2018.02.19,212.99999999999653,107.99999999999699,-107.99999999999699,-179.00000000000205,-50.0000000000056,-107.00000000000153,,-123.00000000001265
2018.02.19,243.99999999999977,107.99999999999699,-169.99999999998127,-108.99999999999466,-95.00000000000064,-174.00000000000747,,-195.99999999998727
2018.02.19,276.9999999999939,117.00000000001154,-220.99999999998232,-120.99999999999511,-110.00000000001009,-179.00000000000693,,-236.999999999989
2018.02.19,234.00000000000088,157.00000000000713,-299.99999999998914,-115.99999999999966,-131.00000000000333,-219.00000000000253,,-374.99999999998664
2018.02.19,224.000000000002,147.99999999999258,-272.99999999998994,-156.99999999999648,-128.00000000000588,-192.00000000000327,,-378.000000000001
2018.02.19,180.0000000000024,140.0000000000068,-191.99999999999218,-207.9999999999984,-111.00000000000554,-157.00000000000713,,-347.9999999999941
2018.02.19,161.99999999999548,112.000000000001,-131.99999999999878,-198.99999999999807,-73.00000000000084,-116.00000000000499,,-246.0000000000062
2018.02.19,107.99999999999699,124.00000000001299,-119.99999999998678,-239.00000000000432,-58.000000000002494,-104.00000000000409,,-288.9999999999877
2018.02.19,104.99999999999955,90.99999999999665,-194.99999999998963,-224.99999999999432,-50.0000000000056,-124.00000000000189,,-397.9999999999952
2018.02.19,34.000000000000696,82.00000000000429,-206.99999999997942,-284.9999999999966,-51.000000000001044,-107.00000000000153,,-533.9999999999736
2018.02.19,38.99999999998904,148.99999999999915,-200.99999999998454,-352.00000000000387,-54.00000000000959,-116.00000000000499,,-535.0000000000148
2018.02.19,51.000000000001044,154.99999999999403,-188.9999999999947,-322.00000000000273,-50.0000000000056,-116.00000000000499,,-471.00000000001296
2018.02.19,-133.00000000000534,66.99999999999484,-352.9999999999811,-328.9999999999935,-54.00000000000959,-134.0000000000008,,-935.9999999999956
2018.02.19,-72.0000000000054,103.99999999999298,-170.99999999998784,-323.99999999999807,-63.00000000000195,-73.00000000000084,,-599.000000000001
2018.02.19,17.999999999984695,52.000000000007596,-64.99999999998174,-331.99999999999363,-133.00000000000534,-92.00000000000318,,-551.9999999999916
2018.02.19,-63.99999999999739,58.000000000002494,-63.99999999999739,-334.0000000000032,-154.0000000000097,-36.999999999998145,,-595.0000000000033
2018.02.19,-36.999999999998145,35.999999999991594,3.0000000000196536,-313.99999999999295,-179.00000000000693,-43.999999999999595,,-534.9999999999864
2018.02.19,31.999999999987594,68.00000000000139,9.000000000014552,-323.99999999999807,-191.00000000000784,-56.0000000000005,,-462.0000000000029
2018.02.19,83.9999999999952,56.000000000011596,42.0000000000087,-325.9999999999934,-158.0000000000026,-59.000000000009045,,-360.99999999998954
2018.02.19,115.99999999998278,66.00000000001049,4.000000000004,-305.0000000000068,-165.00000000000404,-107.00000000000153,,-391.0000000000151
2018.02.19,98.99999999998244,38.0000000000047,-32.999999999994145,-280.00000000000114,-175.00000000000293,-130.0000000000079,,-481.000000000019
2018.02.19,139.9999999999846,39.999999999995595,-37.99999999998249,-283.00000000000125,-200.00000000000017,-143.9999999999997,,-485.0000000000034
2018.02.19,129.99999999998568,-25.999999999992696,-17.000000000000348,-248.00000000000466,-209.9999999999991,-158.0000000000026,,-529.0000000000138
2018.02.19,4.999999999988347,-15.999999999993797,-56.99999999999594,-191.99999999999307,-182.99999999999983,-146.00000000000168,,-588.9999999999959
2018.02.19,-5.000000000010552,-1.999999999990898,-1.999999999990898,-194.00000000000261,-186.00000000000838,-121.00000000000443,,-510.0000000000078
2018.02.19,-304.9999999999997,104.99999999999955,82.00000000000429,-200.00000000000284,-189.00000000000583,-73.00000000000084,,-580.0000000000053
2018.02.19,-306.00000000000625,136.00000000000279,87.99999999999919,-195.99999999999795,-197.00000000000273,-12.000000000000899,,-487.00000000000585
2018.02.19,-317.0000000000117,137.00000000000932,94.00000000001629,-138.9999999999958,-214.00000000000307,-31.000000000003247,,-469.99999999998823
2018.02.19,-270.00000000001467,141.00000000001333,103.00000000000864,-118.99999999999977,-206.00000000000617,-57.00000000000705,,-408.0000000000057
2018.02.19,-208.00000000000819,73.99999999999629,138.0000000000159,-73.99999999999807,-211.00000000000563,-60.99999999999994,,-341.9999999999996
2018.02.19,-95.00000000000064,86.99999999999264,118.00000000001809,-174.99999999999716,-155.00000000000514,-34.000000000000696,,-253.9999999999929
2018.02.19,-53.999999999998494,181.00000000000892,118.00000000001809,-207.9999999999984,-136.00000000000279,-33.000000000005244,,-131.9999999999779
2018.02.19,8.999999999992347,222.00000000001108,198.00000000000927,-213.99999999999864,-134.0000000000008,0.0,,81.0000000000133
