date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2015.08.03,-20.000000000020002,-46.00000000000648,0.0,-315.0000000000097,-90.00000000001229,-48.99999999999905,-29.000000000001247,-109.00000000000354,-62.99999999999084,0.0,-2.0000000000131024,-259.0000000000092,-108.00000000000409,-109.99999999998789,0.0,-221.00000000000452,-75.00000000000284,-48.00000000000182,-141.99999999999767,-19.00000000001345,,-1705.000000000078
2015.08.03,32.999999999994145,-55.999999999997385,9.000000000014552,-92.00000000000318,-74.0000000000185,-27.999999999994696,10.999999999994348,-157.00000000000713,-78.99999999999574,-9.000000000014552,50.99999999997884,-252.0000000000078,-108.00000000000409,-102.99999999998644,285.00000000000193,-195.9999999999962,-64.99999999999773,-54.000000000002046,-156.99999999999602,63.99999999999739,,-977.0000000000404
2015.08.03,17.999999999984695,-125.0,-8.999999999992347,-102.00000000000209,-165.9999999999995,53.999999999998494,17.999999999995797,-165.00000000000404,-67.9999999999903,-81.00000000001728,109.00000000000354,-295.000000000023,-153.99999999999636,-62.99999999999084,346.0000000000019,-395.99999999999636,-52.99999999999727,-55.999999999997385,-181.9999999999933,89.99999999999008,,-1280.0000000000255
2015.08.03,-14.000000000002899,-87.99999999999386,-15.999999999993797,-95.00000000000064,-131.00000000001444,46.00000000000159,-16.0000000000049,-60.00000000000449,-50.99999999998994,-104.00000000001342,21.00000000000435,-319.0000000000026,-112.99999999999955,-68.99999999998573,261.9999999999845,-438.00000000000506,-43.99999999999693,52.99999999999727,-165.9999999999995,278.00000000000045,,-1064.0000000000196
2015.08.03,-66.00000000001049,-132.000000000005,-127.99999999999478,-95.00000000000064,-258.0000000000027,17.000000000000348,-33.000000000005244,-78.00000000000028,-26.999999999999247,-224.00000000001796,-209.00000000003695,-383.0000000000222,-134.9999999999909,-180.0000000000024,288.99999999998374,-500.9999999999959,-34.99999999999659,57.999999999992724,-109.99999999999899,320.9999999999935,,-1909.00000000011
2015.08.03,-81.00000000001995,-197.00000000000273,-395.99999999999636,-206.00000000000617,-277.00000000001614,-117.99999999999588,12.000000000000899,-25.00000000000835,-14.999999999998348,-354.0000000000134,-595.0000000000343,-620.0000000000206,-132.000000000005,-363.9999999999866,285.99999999998624,-611.000000000006,-97.99999999999898,95.99999999998943,-37.99999999999359,302.9999999999866,,-3430.000000000139
2015.08.03,48.99999999998794,-246.9999999999999,-453.99999999999886,-260.00000000000466,-165.00000000001512,-173.00000000000094,71.99999999999429,-12.000000000000899,-37.99999999999359,-248.99999999999523,-575.0000000000366,-712.0000000000015,-179.00000000000205,-415.99999999999415,415.99999999999415,-734.9999999999968,-126.00000000000477,66.0000000000025,-25.999999999992696,280.9999999999979,,-3483.0000000000614
2015.08.03,49.99999999999449,-227.99999999999443,-356.00000000000074,-189.00000000000583,-97.00000000001374,-169.99999999999238,60.99999999999994,-11.00000000000545,-71.99999999999429,-221.00000000000364,-446.9999999999974,-503.000000000009,-242.999999999995,-425.99999999999307,426.9999999999996,-723.9999999999914,-54.000000000002046,69.99999999999318,-0.999999999995449,283.99999999999534,,-2850.0000000000114
2015.08.03,-27.00000000002145,-158.00000000000125,-317.9999999999961,-114.00000000000298,-31.000000000003247,-195.00000000000074,75.9999999999983,36.999999999998145,-74.99999999999174,-167.0000000000016,-456.00000000001194,-376.00000000002075,-206.99999999999363,-458.00000000000284,383.0,-638.0000000000052,-52.00000000000671,79.9999999999983,60.00000000000449,306.9999999999906,,-2329.000000000071
2015.08.03,2.999999999997449,-114.99999999999488,-353.0000000000033,-196.00000000000728,-25.00000000000835,-185.00000000000182,41.000000000002146,9.999999999998899,-67.9999999999903,-99.00000000001796,-449.0000000000105,-482.00000000000466,-137.00000000000045,-427.99999999998397,278.00000000000045,-672.0000000000059,-137.00000000000045,92.99999999998931,-34.99999999999615,197.00000000000273,,-2759.0000000000355
2015.08.03,89.99999999999008,-170.0000000000017,-351.99999999999676,-178.00000000000037,-24.000000000001798,-163.00000000000205,80.00000000000229,-4.999999999999449,-68.99999999999685,-88.99999999999864,-384.00000000002876,-442.00000000000904,-127.9999999999859,-402.9999999999978,351.99999999999676,-567.9999999999907,-81.00000000000307,81.99999999999363,4.999999999999449,241.99999999998667,,-2205.000000000044
2015.08.03,39.999999999995595,-146.0000000000008,-365.99999999999966,-155.00000000000514,-20.000000000020002,-175.99999999999838,73.00000000000084,-14.000000000002899,-65.99999999999939,-117.00000000001864,-426.9999999999996,-418.9999999999916,-164.99999999999204,-425.99999999999307,383.0,-595.9999999999966,-75.00000000000284,64.99999999999773,13.00000000000745,265.99999999998846,,-2328.000000000031
2015.08.03,15.999999999993797,-153.0000000000058,-320.9999999999935,-167.00000000000603,61.99999999998429,-219.99999999999798,153.99999999999858,63.99999999999739,-98.99999999999353,-134.00000000001455,-397.0000000000251,-444.00000000002217,-233.0000000000041,-465.0000000000043,479.99999999999153,-648.9999999999885,-81.00000000000307,94.99999999999886,-2.999999999997449,261.0000000000001,,-2234.000000000091
2015.08.03,-3.0000000000196536,-159.00000000000603,-297.9999999999983,-155.00000000000514,85.99999999998609,-225.99999999999287,146.99999999999713,45.99999999999049,-106.99999999999044,-194.99999999999318,-416.00000000001637,-500.9999999999959,-298.0000000000018,-478.999999999985,556.9999999999853,-695.0000000000011,-70.00000000000739,69.00000000000261,0.0,268.9999999999859,,-2428.000000000065
2015.08.03,6.999999999979245,-147.00000000000557,-315.99999999998295,-202.0000000000022,78.99999999998464,-219.99999999999798,190.00000000000128,79.99999999999119,-95.00000000000064,-187.00000000001182,-436.00000000001415,-636.9999999999986,-252.00000000000955,-490.999999999997,601.9999999999915,-724.9999999999978,-130.00000000000966,98.99999999998954,-48.99999999999905,234.99999999998522,,-2595.0000000001046
2015.08.03,30.999999999981043,-177.99999999999727,-409.99999999999926,-221.99999999999997,98.99999999998244,-265.99999999999955,180.0000000000024,18.999999999991246,-90.99999999999665,-167.0000000000016,-505.0000000000221,-614.9999999999877,-234.99999999998522,-516.9999999999897,512.9999999999857,-662.000000000007,-121.00000000000932,-16.000000000005343,-42.999999999993044,141.99999999999767,,-3064.0000000000528
2015.08.03,55.99999999998939,-206.00000000000307,-383.0,-235.00000000000742,115.99999999998278,-249.99999999999466,219.99999999999798,36.999999999998145,-91.99999999999208,-176.00000000001614,-462.0000000000068,-607.9999999999864,-234.00000000000887,-483.99999999999557,590.999999999986,-520.0000000000093,-124.00000000000944,7.999999999995566,-69.9999999999923,93.99999999999409,,-2722.0000000000787
