date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2015.08.03,34.99999999998504,-7.999999999995566,32.0000000000098,-55.000000000005045,87.99999999999919,-19.999999999997797,91.99999999999208,-64.0000000000085,-34.99999999999615,34.99999999999659,118.99999999998023,-123.00000000000644,-28.999999999996362,-25.999999999992696,315.99999999998295,-34.000000000000696,-31.999999999996476,-6.000000000000227,-80.00000000000229,75.99999999998718,,280.99999999993486
2015.08.03,47.99999999998139,-49.000000000006594,29.00000000001235,-84.0000000000063,-69.00000000000794,55.000000000005045,47.9999999999925,-148.0000000000037,-41.9999999999976,7.000000000005002,131.99999999997658,-206.00000000001728,-79.99999999998408,-48.99999999998794,398.9999999999938,-35.00000000000725,-37.00000000000614,-43.00000000000637,-110.99999999999443,92.99999999998754,,-142.00000000007145
2015.08.03,60.99999999999994,-75.00000000000284,9.999999999998899,-87.00000000000374,-80.00000000001339,63.99999999999739,46.999999999997044,-36.0000000000027,-39.999999999995595,-19.000000000005457,120.99999999999334,-240.00000000001796,-75.9999999999934,-21.00000000000435,395.99999999999636,-375.9999999999986,-24.00000000000091,95.99999999998943,-129.9999999999968,279.99999999999136,,-129.00000000007196
2015.08.03,24.999999999986144,-70.99999999999795,-15.999999999993797,-43.00000000000415,-121.99999999999989,57.00000000000705,0.999999999995449,-38.0000000000047,-25.999999999992696,-54.000000000002046,21.99999999996649,-159.99999999998238,-67.99999999998363,-51.99999999998539,298.9999999999826,-388.9999999999949,22.999999999996135,90.99999999999397,-54.999999999993946,351.99999999999676,,-224.00000000001097
2015.08.03,-32.0000000000098,-117.999999999995,-121.99999999999989,-83.00000000001084,-233.00000000001654,18.0000000000069,13.999999999991797,-9.00000000000345,-3.999999999992898,-197.00000000000273,-205.00000000001074,-363.00000000002444,-120.00000000000455,-164.99999999999292,383.99999999998437,-497.99999999999847,12.000000000000455,113.99999999999011,-26.999999999999247,359.99999999998255,,-1274.0000000001055
2015.08.03,78.99999999998464,-174.0000000000066,-380.00000000000256,-205.00000000001074,-155.00000000001623,-113.99999999999189,119.00000000000244,40.99999999999105,-0.999999999995449,-144.00000000000546,-464.00000000001995,-570.0000000000039,-81.99999999999363,-346.0000000000019,527.9999999999951,-565.9999999999999,-97.00000000000841,174.99999999999716,2.000000000002,302.9999999999866,,-2051.000000000098
2015.08.03,52.99999999999194,-180.99999999999739,-344.99999999999534,-160.00000000000458,-94.00000000001629,-124.00000000000189,114.99999999999844,43.999999999999595,-25.999999999992696,-187.00000000001182,-445.0000000000287,-468.00000000000176,-156.0000000000059,-375.9999999999986,504.9999999999999,-530.0000000000082,-39.00000000000148,115.99999999999966,33.000000000005244,297.9999999999983,,-1967.0000000000714
2015.08.03,68.99999999998573,-156.99999999999648,-298.9999999999826,-109.00000000000354,48.99999999998794,-164.99999999999292,120.99999999999334,69.9999999999923,-62.99999999999084,-135.00000000001933,-349.0000000000215,-299.00000000000483,-186.9999999999834,-387.99999999998835,466.9999999999952,-550.9999999999903,7.999999999995566,108.99999999999466,70.99999999999883,339.0000000000004,,-1399.0000000000302
2015.08.03,21.999999999988695,-87.99999999999386,-306.9999999999906,-68.00000000000139,-4.000000000004,-171.99999999999437,98.99999999999353,84.99999999999064,-52.99999999999194,-79.00000000000773,-428.00000000000614,-240.00000000001796,-133.00000000000978,-421.0000000000047,401.99999999999125,-592.9999999999991,3.9999999999906777,153.99999999999636,125.00000000000844,398.9999999999938,,-1296.000000000068
2015.08.03,101.99999999997988,-102.00000000000387,-295.99999999998516,-94.00000000000519,29.999999999996696,-139.99999999999568,86.99999999999264,17.999999999995797,-50.99999999998994,-4.9999999999954525,-304.0000000000376,-211.00000000000563,-73.0000000000075,-329.99999999998585,378.999999999996,-411.99999999999017,-15.000000000000568,107.99999999998988,86.0000000000083,310.9999999999946,,-912.0000000000487
2015.08.03,111.99999999997878,-135.00000000000512,-348.9999999999993,-143.00000000000423,-9.999999999998899,-144.99999999999514,112.99999999999643,15.999999999993797,-46.999999999997044,-46.999999999997044,-378.999999999996,-339.0000000000004,-96.00000000000364,-373.00000000000114,464.9999999999821,-448.000000000004,-51.00000000000193,110.99999999999,62.000000000006494,276.9999999999939,,-1406.0000000000623
2015.08.03,98.99999999998244,-141.9999999999959,-302.9999999999866,-139.00000000000023,88.99999999998354,-163.99999999999747,153.99999999999858,101.99999999999099,-51.99999999999649,-73.0000000000075,-319.0000000000026,-343.99999999998875,-122.99999999999045,-341.99999999999784,478.999999999985,-574.0000000000078,-40.99999999999682,155.00000000000114,31.999999999998696,351.99999999999676,,-1154.0000000000312
