names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['EURUSD', 'EURAUD']",80.0,-0.86,B
USDJPY,20,"['EURCAD', 'USDCAD']",80.0,0.25953463203463206,S
USDCAD,10,['EURUSD'],100.0,-1.0,B
AUDUSD,30,"['AUDJPY', 'EURJPY', 'GBPAUD', 'AUDCAD', 'NZDJPY']",80.0,0.7761363636363636,S
EURCHF,20,"['AUDCAD', 'NZDJPY']",100.0,0.8456872571872571,S
CHFJPY,20,"['EURUSD', 'AUDCAD']",80.0,0.05928860028860026,S
AUDCHF,15,"['EURGBP', 'GBPCAD', 'GBPAUD']",80.0,-0.98,B
NZDCHF,15,"['GBPAUD', 'EURCAD', 'USDCAD', 'EURGBP']",80.0,-0.996,B
EURGBP,10,"['EURCAD', 'EURAUD']",100.0,-1.0,B
GBPJPY,10,['EURUSD'],80.0,1.0,S
GBPCAD,10,"['EURCAD', 'EURAUD', 'CADCHF', 'CADJPY']",100.0,0.72,S
GBPAUD,15,['GBPAUD'],80.0,1.0,S
EURJPY,10,['AUDCAD'],80.0,-0.20468253968253966,B
EURAUD,10,['EURCAD'],100.0,0.3049920634920635,S
EURNZD,15,"['GBPAUD', 'EURCAD', 'USDCAD', 'EURGBP']",80.0,1.0,S
NZDJPY,10,"['AUDCAD', 'EURGBP', 'GBPAUD']",100.0,-1.0,B
AUDCAD,10,"['EURGBP', 'GBPAUD']",100.0,-1.0,B
NZDCAD,10,"['AUDUSD', 'EURGBP', 'GBPAUD']",100.0,0.34,S
AUDNZD,20,"['USDCAD', 'AUDUSD', 'NZDCHF', 'NZDUSD', 'EURNZD', 'USDJPY', 'EURUSD', 'USDCHF']",80.0,-0.3539999999999999,B
