date,USDCHF,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.03.11,0.0,0.0,-1.0000000000065512,-53.999999999998494,-54.99999999998284,0.0,-12.999999999996348,0.0,-56.0000000000005,-90.00000000000341,-234.00000000000088,-136.00000000000279,-112.99999999999955,-102.99999999998644,-1.0000000000065512,0.0,-27.999999999994696,-159.9999999999935,-69.9999999999923,,-1113.9999999999648
2019.03.11,34.000000000000696,48.00000000000182,23.999999999979593,-31.999999999998696,-42.999999999993044,88.99999999999864,-10.999999999994348,42.999999999993044,-53.999999999998494,3.0000000000143245,-191.00000000000784,-252.0000000000078,-203.00000000000296,-97.9999999999981,17.000000000000348,-49.99999999999716,-12.000000000000899,-110.99999999999443,-63.99999999999739,,-863.0000000000026
2019.03.11,34.000000000000696,-11.00000000000989,-14.000000000002899,-63.00000000000195,-65.99999999998829,33.00000000000125,53.00000000000304,89.99999999999008,-29.000000000001247,-90.99999999997976,-116.00000000000499,-104.99999999999955,-76.00000000000762,-11.999999999989797,83.9999999999952,57.999999999992724,34.000000000000696,-121.99999999999989,-38.0000000000047,,-357.0000000000069
2019.03.11,19.999999999997797,12.000000000000455,-16.000000000016,-72.0000000000054,-56.99999999999594,49.000000000006594,43.00000000000415,113.99999999999189,-30.999999999992145,-67.99999999998363,-126.0000000000039,-94.00000000001629,-134.00000000000034,0.0,153.00000000000313,64.99999999999773,16.0000000000049,-137.9999999999937,-66.99999999999484,,-330.9999999999955
2019.03.11,48.000000000003595,49.99999999999716,27.999999999983594,-22.999999999995246,-36.999999999998145,97.99999999999898,-2.000000000002,29.999999999996696,-17.000000000000348,84.00000000000318,-90.00000000001229,-100.0000000000112,-237.99999999999955,-42.999999999993044,36.999999999998145,-57.00000000000216,-4.999999999999449,-139.00000000000023,-51.000000000001044,,-427.0000000000333
2019.03.11,21.00000000000435,104.99999999998977,82.99999999998863,39.999999999995595,21.00000000000435,167.0000000000016,-60.99999999999994,2.999999999997449,24.000000000001798,265.0000000000148,34.99999999998504,-75.00000000000284,-396.0000000000008,-153.00000000000313,-15.00000000000945,-168.00000000000637,-52.99999999999194,-71.99999999999429,-69.00000000000794,,-298.00000000003337
2019.03.11,29.00000000001235,106.99999999999932,88.99999999998354,-14.999999999998348,-17.999999999984695,185.00000000000227,-51.99999999999649,-4.999999999999449,30.000000000007798,272.0000000000198,-22.0000000000109,-97.9999999999981,-389.00000000001,-157.99999999999147,-66.99999999999484,-174.0000000000066,-46.999999999997044,-127.99999999999478,-56.000000000011596,,-516.9999999999691
2019.03.11,85.00000000000173,24.00000000000091,52.99999999999194,-38.0000000000047,-62.99999999999084,123.00000000000466,53.999999999998494,53.999999999998494,31.000000000003247,182.99999999999272,-9.000000000014552,60.99999999999994,-242.00000000000443,-4.000000000004,-4.000000000004,-61.00000000000705,40.00000000000669,-119.99999999999788,-22.0000000000109,,144.9999999999605
2019.03.11,95.00000000000064,33.999999999991815,40.99999999997994,-43.999999999999595,-74.99999999998064,144.00000000000546,56.0000000000005,27.999999999994696,47.00000000000814,176.9999999999925,14.000000000002899,85.00000000000173,-180.00000000000682,-38.99999999998904,-103.99999999999298,-87.0000000000033,43.00000000000415,-63.99999999999739,65.00000000000395,,236.00000000001663
2019.03.11,94.00000000001629,39.00000000000148,95.999999999985,0.0,-78.99999999998464,138.00000000000523,43.999999999999595,31.999999999998696,62.000000000006494,194.00000000001683,-12.999999999996348,29.999999999996696,-156.0000000000059,-59.99999999999339,-103.00000000000864,-75.00000000000284,43.999999999999595,-92.99999999999864,4.999999999988347,,199.00000000002387
