date,USDCHF,empty,sum
2020.09.21,9.999999999998899,,9.999999999998899
2020.09.21,85.00000000000173,,85.00000000000173
2020.09.21,29.000000000001247,,29.000000000001247
2020.09.21,29.000000000001247,,29.000000000001247
2020.09.21,49.99999999999449,,49.99999999999449
2020.09.21,88.99999999999464,,88.99999999999464
2020.09.21,75.00000000000284,,75.00000000000284
2020.09.21,12.999999999996348,,12.999999999996348
2020.09.21,14.999999999998348,,14.999999999998348
2020.09.21,29.000000000001247,,29.000000000001247
2020.09.21,5.999999999994898,,5.999999999994898
2020.09.21,-11.00000000000545,,-11.00000000000545
2020.09.21,-33.000000000005244,,-33.000000000005244
2020.09.21,-34.99999999999615,,-34.99999999999615
2020.09.21,-40.00000000000669,,-40.00000000000669
2020.09.21,-36.0000000000027,,-36.0000000000027
2020.09.21,-19.999999999997797,,-19.999999999997797
2020.09.21,-16.0000000000049,,-16.0000000000049
2020.09.21,0.0,,0.0
2020.09.21,29.000000000001247,,29.000000000001247
2020.09.21,-97.00000000000264,,-97.00000000000264
2020.09.21,31.000000000003247,,31.000000000003247
2020.09.21,148.99999999999915,,148.99999999999915
2020.09.21,329.999999999997,,329.999999999997
2020.09.21,448.9999999999994,,448.9999999999994
2020.09.21,480.99999999999807,,480.99999999999807
2020.09.21,422.9999999999956,,422.9999999999956
2020.09.21,348.00000000000387,,348.00000000000387
2020.09.21,290.00000000000136,,290.00000000000136
2020.09.21,242.99999999999324,,242.99999999999324
2020.09.21,392.00000000000347,,392.00000000000347
2020.09.21,409.0000000000038,,409.0000000000038
2020.09.21,400.9999999999958,,400.9999999999958
2020.09.21,564.9999999999933,,564.9999999999933
2020.09.21,498.9999999999939,,498.9999999999939
2020.09.21,583.0000000000002,,583.0000000000002
2020.09.21,641.9999999999982,,641.9999999999982
2020.09.21,617.0000000000009,,617.0000000000009
2020.09.21,627.9999999999952,,627.9999999999952
2020.09.21,593.9999999999945,,593.9999999999945
2020.09.21,534.9999999999966,,534.9999999999966
2020.09.21,502.9999999999979,,502.9999999999979
2020.09.21,502.9999999999979,,502.9999999999979
2020.09.21,497.000000000003,,497.000000000003
2020.09.21,402.00000000000233,,402.00000000000233
2020.09.21,476.9999999999941,,476.9999999999941
2020.09.21,475.0000000000032,,475.0000000000032
2020.09.21,427.99999999999505,,427.99999999999505
2020.09.22,419.9999999999982,,419.9999999999982
2020.09.22,426.9999999999996,,426.9999999999996
2020.09.22,478.0000000000006,,478.0000000000006
2020.09.22,481.9999999999935,,481.9999999999935
2020.09.22,476.9999999999941,,476.9999999999941
2020.09.22,517.0000000000008,,517.0000000000008
2020.09.22,492.999999999999,,492.999999999999
2020.09.22,483.99999999999557,,483.99999999999557
2020.09.22,509.00000000000387,,509.00000000000387
2020.09.22,500.00000000000045,,500.00000000000045
2020.09.22,502.9999999999979,,502.9999999999979
2020.09.22,475.99999999999864,,475.99999999999864
2020.09.22,464.9999999999932,,464.9999999999932
2020.09.22,437.999999999994,,437.999999999994
2020.09.22,446.9999999999974,,446.9999999999974
2020.09.22,425.99999999999307,,425.99999999999307
2020.09.22,486.999999999993,,486.999999999993
2020.09.22,515.9999999999942,,515.9999999999942
2020.09.22,564.9999999999933,,564.9999999999933
2020.09.22,568.0000000000018,,568.0000000000018
2020.09.22,593.9999999999945,,593.9999999999945
2020.09.22,681.9999999999937,,681.9999999999937
2020.09.22,581.9999999999936,,581.9999999999936
2020.09.22,522.9999999999957,,522.9999999999957
2020.09.22,670.9999999999993,,670.9999999999993
2020.09.22,627.9999999999952,,627.9999999999952
2020.09.22,481.9999999999935,,481.9999999999935
