date,USDCHF,GBPUSD,EURUSD,USDCAD,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,empty,sum
2015.09.21,5.999999999994898,1.999999999990898,49.99999999999449,72.99999999998974,-175.99999999999838,-68.00000000001205,102.99999999999754,82.00000000000429,3.9999999999906777,-38.99999999998904,-70.99999999999883,-35.999999999991594,289.9999999999903,42.999999999992156,98.99999999999353,-121.00000000000443,,240.99999999994418
2015.09.21,-4.000000000004,-49.00000000001015,42.999999999993044,32.999999999994145,-157.99999999999147,-34.000000000006025,101.99999999999099,54.00000000000959,-8.000000000009777,-63.99999999997519,-5.999999999994898,-45.99999999999049,164.99999999999292,28.999999999996362,46.00000000000159,-104.00000000000409,,-1.000000000007418
2015.09.21,29.999999999996696,72.99999999998974,7.0000000000014495,20.999999999982144,-100.99999999999554,-127.00000000000955,133.99999999998968,28.000000000005798,-38.000000000010914,5.000000000032756,38.0000000000047,73.00000000001194,-49.00000000001015,30.9999999999917,90.99999999999665,-36.999999999998145,,178.99999999997897
2015.09.21,71.99999999999429,-26.999999999999247,115.99999999998278,-38.0000000000047,-157.00000000000713,-83.00000000001262,100.99999999999554,143.9999999999997,-187.00000000001182,-225.99999999997067,-32.0000000000098,-82.00000000000429,170.00000000000347,15.000000000000568,39.999999999995595,-100.99999999999554,,-275.0000000000439
2015.09.21,29.999999999996696,-28.000000000005798,66.99999999999484,-34.000000000000696,-153.00000000000313,-134.00000000000034,120.99999999999334,120.00000000000898,-183.00000000002115,-217.0000000000005,22.999999999995246,-49.99999999999449,146.00000000000168,3.0000000000001137,27.999999999994696,-114.00000000000298,,-375.00000000004354
2015.09.21,14.000000000002899,34.000000000000696,80.99999999999774,10.999999999983245,-185.99999999999727,-142.00000000001012,132.99999999999423,103.00000000000864,-90.00000000000341,-69.99999999997009,-45.000000000006146,-62.99999999999084,482.00000000000466,10.99999999999568,63.99999999999739,-233.00000000000543,,104.00000000000185
2015.09.21,109.00000000000354,144.99999999999514,201.99999999999108,-51.000000000001044,-208.00000000000819,-208.00000000001262,59.99999999999339,130.0000000000079,-236.00000000001842,-20.99999999995994,-137.00000000000932,-242.99999999999324,489.99999999999045,-126.00000000000477,12.000000000000899,-183.99999999999528,,-266.00000000002035
2015.09.21,125.99999999999278,177.00000000000495,229.99999999999687,-11.00000000000545,-204.99999999998852,-214.00000000001285,30.999999999992145,130.0000000000079,-239.00000000000432,89.00000000000574,-221.00000000000452,-323.99999999999096,680.9999999999983,-166.00000000001103,19.00000000000235,-229.99999999999687,,-127.00000000001351
2015.09.21,180.99999999999784,191.00000000000784,299.99999999998914,-70.0000000000145,-205.99999999999508,-132.000000000005,19.999999999997797,170.00000000000347,-212.0000000000175,10.000000000021103,-245.0000000000063,-370.00000000000364,645.0000000000067,-132.000000000005,4.999999999999449,-192.99999999999872,,-38.00000000002257
2015.09.21,100.99999999999554,116.99999999998934,217.0000000000005,-19.999999999997797,-226.99999999999943,-197.00000000000273,-146.00000000000168,152.00000000000767,-242.00000000001864,4.000000000026205,-191.99999999999218,-754.9999999999945,887.9999999999999,-379.0000000000049,-263.0000000000021,-341.0000000000024,,-1282.9999999999973
