date,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURGBP,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,empty,sum
2016.11.07,-64.99999999998174,-203.99999999999352,-51.99999999999649,-35.999999999991594,-261.0000000000001,-160.00000000000458,-848.9999999999886,-123.00000000000644,0.0,-259.00000000000034,,-2008.9999999999632
2016.11.07,67.00000000001705,-141.9999999999959,19.00000000000235,105.00000000001064,-192.00000000000327,502.9999999999868,-693.9999999999947,465.0000000000043,636.0000000000143,-204.00000000000773,,563.0000000000339
2016.11.07,78.00000000000028,-128.99999999999068,-34.000000000000696,106.00000000000608,-202.9999999999976,426.9999999999996,-602.999999999998,442.9999999999934,667.0000000000176,-152.00000000000102,,600.000000000029
2016.11.07,59.000000000009045,131.00000000000023,-41.000000000002146,113.00000000000753,-249.99999999999466,426.9999999999996,-739.9999999999851,533.0000000000057,757.0000000000076,66.99999999999307,,1056.000000000041
2016.11.07,255.00000000000523,18.000000000000682,-117.00000000000044,157.00000000000713,-261.0000000000001,506.0000000000064,-1079.999999999992,469.0000000000083,938.0000000000166,-33.00000000000125,,852.0000000000505
2016.11.07,168.0000000000126,-26.999999999986812,-41.000000000002146,161.00000000000003,-266.999999999995,469.0000000000083,-1112.9999999999861,571.0000000000103,941.0000000000141,-50.00000000001137,,812.0000000000639
2016.11.07,167.00000000000603,-128.99999999999068,-90.99999999999665,99.00000000000463,-249.99999999999466,357.99999999999164,-1071.999999999984,499.000000000005,877.0000000000166,-40.00000000000625,,418.0000000000516
2016.11.07,195.00000000001182,-22.999999999996135,-43.999999999999595,120.00000000000898,-234.99999999999633,486.999999999993,-1037.9999999999834,499.000000000005,809.0000000000152,6.999999999990791,,777.0000000000493
2016.11.07,51.000000000001044,103.9999999999992,-75.9999999999983,110.00000000001009,-229.99999999999687,221.99999999998886,-874.9999999999814,333.0000000000055,764.0000000000091,85.99999999999852,,489.00000000003587
2016.11.07,-9.999999999998899,193.00000000001205,-51.000000000001044,164.00000000000858,-204.00000000000418,232.99999999999432,-735.9999999999811,256.00000000001177,658.0000000000031,190.9999999999883,,694.0000000000327
2016.11.07,-20.999999999982144,201.00000000000762,-48.99999999999905,191.00000000000784,-190.99999999999673,226.99999999999943,-708.9999999999818,296.9999999999917,709.0000000000041,170.99999999999227,,826.0000000000432
2016.11.07,-9.999999999998899,187.00000000001182,-88.99999999999464,202.0000000000022,-217.99999999999596,180.0000000000024,-714.999999999999,249.00000000001032,812.0000000000127,198.99999999999807,,797.000000000049
2016.11.07,6.000000000017103,264.00000000001,-85.99999999999719,209.00000000000364,-214.00000000000307,141.99999999999767,-717.9999999999964,246.99999999999721,807.0000000000022,241.99999999999022,,899.0000000000214
2016.11.07,-18.999999999991246,228.9999999999992,-63.99999999999739,233.00000000000543,-222.99999999999542,239.99999999999577,-769.9999999999818,313.99999999999204,907.0000000000133,205.99999999998886,,1053.0000000000286
2016.11.07,-251.99999999998556,452.0000000000124,-21.00000000000435,309.0000000000037,-310.9999999999946,-5.000000000010552,-676.9999999999943,290.9999999999968,916.0000000000057,332.9999999999984,,1035.0000000000277
2016.11.07,-334.9999999999964,384.00000000000034,-33.000000000005244,280.00000000000244,-351.0000000000013,-87.99999999999919,-695.0000000000011,245.0000000000063,870.9999999999995,313.99999999999295,,591.9999999999984
2016.11.07,-308.9999999999815,389.00000000001,-65.00000000000395,259.0000000000092,-348.00000000000387,-95.00000000000064,-639.9999999999961,150.00000000000568,779.0000000000185,305.9999999999974,,426.0000000000548
2016.11.07,-320.9999999999935,428.0000000000115,-48.000000000003595,259.0000000000092,-361.9999999999957,-174.00000000000747,-634.0000000000013,150.00000000000568,774.000000000008,338.99999999999864,,411.0000000000315
2016.11.07,-413.99999999998107,412.00000000000614,-83.9999999999952,288.00000000001046,-332.99999999999443,-229.99999999999687,-552.9999999999812,46.0000000000127,726.0000000000044,333.999999999989,,192.0000000000739
2016.11.07,-522.9999999999845,403.0000000000058,-117.00000000000044,315.0000000000097,-414.00000000000324,-537.0000000000097,-628.9999999999907,-59.99999999999339,770.000000000004,327.99999999998875,,-463.99999999997385
2016.11.07,-557.9999999999918,439.00000000000716,-175.99999999999838,302.0000000000023,-454.9999999999943,-699.0000000000052,-498.9999999999828,-188.9999999999947,727.0000000000109,373.9999999999952,,-733.9999999999518
2016.11.07,-690.9999999999972,412.00000000000614,-171.99999999999437,299.00000000000483,-524.9999999999977,-819.9999999999985,-506.9999999999908,-214.00000000000307,677.0000000000165,449.99999999998863,,-1090.999999999966
2016.11.07,-707.9999999999975,566.0000000000025,-100.00000000000009,311.00000000000574,-483.99999999999557,-737.0000000000099,-459.99999999999375,-131.99999999999878,645.0000000000067,459.99999999999375,,-638.9999999999872
2016.11.07,-684.9999999999801,554.000000000002,-71.99999999999429,307.0000000000017,-522.0000000000002,-652.9999999999925,-630.9999999999816,-96.00000000000719,664.0000000000201,431.99999999998795,,-701.9999999999443
2016.11.07,-753.9999999999881,428.0000000000115,-41.000000000002146,325.00000000000864,-648.9999999999995,-719.000000000003,-919.9999999999875,100.0000000000112,848.0000000000043,326.9999999999982,,-1054.999999999946
2016.11.07,-418.9999999999916,455.0000000000125,-73.99999999999629,216.0000000000051,-439.99999999999596,-346.0000000000019,-869.999999999993,120.99999999999334,667.0000000000176,365.99999999999966,,-323.99999999995043
2016.11.07,-423.99999999997993,410.0000000000108,-53.00000000000304,235.00000000000742,-431.99999999999903,-341.99999999999784,-803.9999999999825,131.99999999999878,669.0000000000085,317.99999999999784,,-290.99999999993884
2016.11.07,-434.000000000001,349.00000000000375,-39.999999999995595,264.0000000000087,-378.00000000000057,-287.9999999999994,-630.9999999999816,103.99999999999298,689.0000000000063,263.9999999999958,,-100.99999999997067
2016.11.07,-405.9999999999952,284.000000000006,-88.99999999999464,218.00000000000708,-371.99999999999454,-262.00000000000665,-676.9999999999943,127.99999999999478,707.0000000000132,239.99999999999488,,-228.99999999996942
2016.11.07,-364.9999999999931,311.00000000000705,-97.9999999999981,226.00000000000398,-368.00000000000165,-303.0000000000088,-673.9999999999968,53.999999999998494,621.0000000000049,298.9999999999924,,-296.9999999999918
2016.11.07,-351.99999999999676,309.0000000000117,-100.99999999999554,206.00000000000617,-324.00000000000205,-333.0000000000055,-593.9999999999834,-21.999999999988695,560.0000000000049,315.9999999999883,,-334.9999999999609
2016.11.07,-354.9999999999942,364.0000000000043,-177.00000000000495,157.00000000000713,-295.99999999999625,-421.0000000000047,-537.9999999999941,-205.99999999999508,434.000000000001,368.9999999999998,,-668.999999999977
2016.11.07,-446.9999999999974,386.0000000000099,-282.99999999999994,156.00000000000057,-371.99999999999454,-801.0000000000073,-491.99999999998136,-401.00000000000693,408.00000000000836,480.99999999999454,,-1364.9999999999739
2016.11.07,-727.9999999999953,426.00000000000193,-339.0000000000004,227.00000000001052,-480.0000000000027,-1178.9999999999968,-479.99999999999153,-548.9999999999995,524.0000000000133,571.9999999999885,,-2005.9999999999718
2016.11.07,-773.0000000000015,508.0000000000098,-300.99999999999574,235.00000000000742,-446.9999999999974,-1249.9999999999955,-276.9999999999939,-678.0000000000008,286.00000000000847,637.0000000000005,,-2059.9999999999586
2016.11.07,-770.9999999999884,469.0000000000083,-234.00000000000088,218.00000000000708,-387.000000000004,-1088.0,-323.99999999999096,-628.0000000000064,253.00000000001432,555.9999999999974,,-1935.9999999999636
2016.11.07,-674.9999999999811,570.0000000000074,-253.99999999999866,198.00000000000927,-334.9999999999964,-991.0000000000085,-461.0000000000003,-584.9999999999911,262.00000000000665,613.9999999999901,,-1656.9999999999627
2016.11.07,-574.9999999999922,587.0000000000033,-273.9999999999965,158.0000000000026,-307.0000000000017,-975.9999999999991,-285.99999999998624,-624.9999999999867,145.00000000001734,685.9999999999928,,-1466.9999999999468
