date,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURGBP,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,empty,sum
2016.11.07,68.00000000000139,-19.99999999999602,126.99999999999933,226.00000000000398,-178.99999999999582,568.9999999999973,-613.9999999999812,629.0000000000128,860.0000000000163,-160.0000000000108,,1506.0000000000473
2016.11.07,133.00000000000534,-125.99999999999056,56.99999999999594,140.0000000000068,-136.00000000000279,590.0000000000016,-515.9999999999832,539.0000000000006,662.000000000007,-161.00000000000136,,1182.0000000000396
2016.11.07,99.00000000000463,133.00000000000978,26.000000000003798,161.00000000000003,-188.9999999999947,496.99999999999187,-461.99999999998465,553.0000000000035,801.0000000000073,69.99999999999318,,1689.0000000000346
2016.11.07,295.0000000000008,199.00000000001228,-31.999999999998696,193.00000000000983,-112.000000000001,628.0000000000064,-624.9999999999867,539.0000000000006,975.9999999999991,176.9999999999925,,2238.0000000000355
2016.11.07,276.00000000000955,63.00000000000239,31.000000000003247,215.00000000000963,-253.0000000000032,743.0000000000048,-1078.9999999999854,869.999999999993,1227.0000000000002,6.999999999990791,,2100.000000000025
2016.11.07,203.00000000001984,-6.999999999990791,-36.0000000000027,182.00000000000438,-219.99999999999798,499.000000000005,-997.9999999999878,598.0000000000097,1021.0000000000052,27.000000000001023,,1269.000000000066
2016.11.07,212.00000000001216,-12.999999999991019,-34.99999999999615,151.00000000000114,-234.00000000000088,507.9999999999973,-1031.9999999999884,619.9999999999983,990.000000000002,19.99999999999602,,1187.0000000000305
2016.11.07,200.00000000000017,160.0000000000108,2.999999999997449,151.00000000000114,-192.00000000000327,571.9999999999948,-866.9999999999956,608.0000000000085,898.000000000021,114.99999999999488,,1648.00000000003
2016.11.07,55.000000000005045,201.00000000000762,-49.99999999999449,193.00000000000983,-204.00000000000418,273.9999999999965,-729.9999999999862,368.9999999999971,834.0000000000014,198.99999999999807,,1141.0000000000305
2016.11.07,12.000000000012001,305.0000000000068,7.9999999999968985,248.00000000000378,-177.00000000000495,340.00000000000693,-689.9999999999907,387.000000000004,858.0000000000032,218.9999999999941,,1510.0000000000318
2016.11.07,56.000000000011596,225.00000000000853,-48.000000000003595,243.00000000000432,-158.0000000000026,279.99999999999136,-632.9999999999947,297.9999999999983,864.0000000000203,214.9999999999892,,1342.0000000000227
2016.11.07,8.000000000008,314.00000000000716,-31.000000000003247,243.00000000000432,-204.99999999999963,253.99999999999866,-681.9999999999826,360.0000000000048,891.0000000000196,263.9999999999958,,1416.0000000000528
2016.11.07,51.000000000001044,282.0000000000107,-51.000000000001044,238.0000000000049,-202.9999999999976,265.99999999998846,-708.9999999999818,358.9999999999982,920.0000000000097,262.999999999991,,1416.0000000000232
2016.11.07,-14.999999999987246,467.00000000001296,5.999999999994898,338.00000000000495,-168.99999999999693,299.99999999998914,-623.9999999999801,337.0000000000095,992.0000000000151,343.9999999999941,,1976.0000000000564
2016.11.07,-240.9999999999801,537.0000000000061,31.999999999998696,362.00000000000676,-295.99999999999625,65.00000000000395,-653.999999999999,331.999999999999,975.9999999999991,370.9999999999951,,1484.0000000000332
2016.11.07,-154.99999999999403,385.0000000000051,-26.000000000003798,284.0000000000065,-275.99999999999847,48.000000000003595,-632.9999999999947,285.00000000000193,887.9999999999999,316.99999999999307,,1117.000000000019
2016.11.07,-296.9999999999917,457.00000000000784,-2.999999999997449,308.00000000000824,-348.00000000000387,-80.99999999999774,-612.9999999999969,287.9999999999994,891.0000000000196,345.9999999999894,,948.0000000000367
2016.11.07,-276.9999999999939,460.00000000000796,-31.000000000003247,316.0000000000052,-287.9999999999994,-120.99999999999334,-531.9999999999991,160.00000000000458,826.0000000000156,373.9999999999952,,887.0000000000396
2016.11.07,-380.9999999999869,435.0000000000023,-9.999999999998899,328.0000000000061,-319.0000000000026,-202.00000000001327,-504.9999999999999,124.99999999999733,770.000000000004,335.9999999999985,,577.0000000000066
2016.11.07,-486.999999999993,478.9999999999992,-100.99999999999554,412.00000000000125,-397.0000000000029,-530.9999999999926,-482.999999999989,-36.999999999998145,952.0000000000196,463.99999999999864,,271.0000000000473
2016.11.07,-539.999999999985,528.0000000000058,-133.00000000000534,345.0000000000064,-444.9999999999954,-673.0000000000125,-464.9999999999821,-85.00000000000173,825.0000000000091,535.9999999999872,,-106.99999999997374
2016.11.07,-689.9999999999907,606.0000000000088,-34.000000000000696,383.0,-463.0000000000023,-659.0000000000095,-444.9999999999843,-45.99999999999049,757.0000000000076,493.9999999999998,,-96.99999999996169
2016.11.07,-608.9999999999928,653.0000000000058,-66.99999999999484,349.0000000000104,-422.00000000000017,-625.9999999999932,-430.9999999999814,-80.99999999999774,712.0000000000015,563.999999999993,,42.00000000005059
2016.11.07,-605.9999999999955,557.0000000000022,-29.000000000001247,364.00000000000875,-490.999999999997,-541.9999999999981,-607.9999999999864,107.00000000001265,869.0000000000086,449.99999999998863,,71.00000000004275
2016.11.07,-385.99999999999744,455.0000000000125,-24.000000000001798,328.0000000000061,-427.99999999999505,-242.00000000000887,-867.9999999999799,268.0000000000016,952.0000000000196,365.99999999999966,,421.0000000000563
2016.11.07,-409.99999999999926,508.0000000000098,-51.000000000001044,256.0000000000007,-431.99999999999903,-331.999999999999,-802.9999999999982,195.9999999999962,782.000000000016,433.9999999999975,,148.00000000002376
2016.11.07,-346.9999999999862,418.00000000000637,-26.999999999999247,280.00000000000244,-361.9999999999957,-197.00000000000273,-629.9999999999973,204.00000000000418,795.0000000000124,340.999999999994,,475.0000000000383
2016.11.07,-392.9999999999989,374.00000000000944,0.999999999995449,300.0000000000003,-365.99999999999966,-198.00000000000927,-600.9999999999849,208.00000000000819,784.0000000000069,280.00000000000114,,389.00000000002876
2016.11.07,-285.00000000000193,314.00000000000716,-70.99999999999883,239.0000000000003,-358.9999999999982,-205.99999999999508,-671.9999999999837,188.9999999999947,780.000000000003,308.9999999999975,,238.00000000002478
2016.11.07,-333.9999999999899,364.0000000000043,-63.00000000000195,228.00000000000597,-316.0000000000052,-252.99999999999213,-522.9999999999845,76.0000000000094,622.0000000000115,338.99999999999864,,140.00000000005616
2016.11.07,-252.99999999999213,380.00000000000966,-87.00000000000374,220.00000000000907,-239.0000000000003,-202.9999999999976,-530.9999999999926,-4.000000000004,567.0000000000064,375.99999999999056,,226.00000000002524
