date,AUDUSD,GBPCHF,AUDCHF,GBPCAD,GBPAUD,EURAUD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.15,0.0,-147.99999999999258,-9.999999999998899,-271.0000000000212,-287.9999999999994,-242.99999999999324,0.0,0.0,-191.99999999999218,,-1151.9999999999975
2020.06.15,-130.99999999999224,-160.99999999998892,36.999999999998145,-284.00000000001756,-686.9999999999932,-658.0000000000031,-134.99999999999625,97.00000000000264,-191.99999999999218,,-2113.9999999999827
2020.06.15,-271.9999999999945,-121.99999999999989,-26.000000000003798,-443.0000000000156,-681.9999999999826,-751.9999999999972,-185.99999999999727,31.000000000003247,-197.99999999998707,,-2649.999999999975
2020.06.15,-121.99999999999989,-92.00000000000318,25.999999999992696,-443.99999999999994,-567.9999999999907,-639.9999999999961,18.0000000000069,68.99999999999685,53.999999999998494,,-1698.999999999995
2020.06.15,-129.00000000000134,-214.99999999998744,2.999999999997449,-426.9999999999996,-422.9999999999956,-648.0000000000041,58.99999999999794,24.999999999997247,165.00000000001512,,-1589.9999999999804
2020.06.15,-146.99999999999713,-208.99999999999253,-48.99999999999905,-501.0000000000181,-607.9999999999864,-808.0000000000088,65.00000000000395,41.9999999999976,158.99999999999804,,-2056.000000000002
2020.06.15,-120.99999999999334,-191.99999999999218,-35.00000000000725,-508.00000000001955,-618.9999999999918,-764.9999999999934,48.99999999999905,61.999999999995396,86.0000000000083,,-2042.9999999999945
2020.06.15,-305.99999999999517,-239.99999999999577,-202.9999999999976,-503.000000000009,-991.9999999999928,-1166.0000000000005,-154.99999999999403,-51.000000000001044,6.000000000017103,,-3609.9999999999686
2020.06.15,-288.9999999999948,-300.99999999999574,-180.99999999999784,-439.0000000000116,-891.9999999999817,-1096.9999999999925,-129.9999999999968,-70.0000000000034,64.0000000000196,,-3334.999999999955
2020.06.15,-135.99999999999167,-200.99999999998454,-39.00000000000014,-453.0000000000145,-578.9999999999961,-767.0000000000066,19.00000000000235,-2.000000000002,154.0000000000097,,-2003.9999999999834
2020.06.15,-112.99999999999643,-116.00000000000499,-4.999999999999449,-459.0000000000094,-592.9999999999991,-781.0000000000094,41.000000000002146,-21.00000000000435,134.00000000001188,,-1913.000000000009
2020.06.15,-183.99999999999528,-110.99999999999443,-48.99999999999905,-481.0000000000203,-749.999999999984,-917.0000000000123,-32.999999999994145,27.999999999994696,84.0000000000174,,-2412.9999999999877
2020.06.15,-173.9999999999964,-92.00000000000318,-41.000000000002146,-486.00000000000864,-758.9999999999985,-924.9999999999981,-29.999999999996696,-0.999999999995449,79.00000000000685,,-2428.9999999999923
2020.06.15,-136.99999999999824,-53.999999999998494,-12.000000000000899,-471.0000000000214,-723.9999999999914,-900.0000000000119,-29.000000000001247,-41.000000000002146,170.00000000000347,,-2198.0000000000223
2020.06.15,-151.9999999999966,-58.000000000002494,-28.000000000005798,-506.0000000000064,-805.9999999999956,-973.0000000000016,-26.999999999999247,-48.99999999999905,165.9999999999995,,-2433.000000000007
2020.06.15,-183.99999999999528,-205.99999999999508,-129.00000000000134,-514.0000000000144,-863.9999999999981,-1046.0000000000136,-64.99999999999284,-48.000000000003595,120.00000000000898,,-2936.000000000005
2020.06.15,-331.999999999999,-400.9999999999847,-248.99999999999923,-522.0000000000002,-863.9999999999981,-1242.999999999994,-136.00000000000279,-70.99999999999883,49.00000000001015,,-3768.999999999967
2020.06.15,-495.000000000001,-410.99999999998363,-356.00000000000074,-484.00000000001774,-1145.9999999999804,-1540.000000000008,-246.99999999999721,-131.99999999999878,-53.999999999998494,,-4864.999999999986
2020.06.15,-612.9999999999969,-549.9999999999839,-397.99999999999835,-485.0000000000021,-1154.999999999995,-1661.0000000000014,-270.99999999999903,-136.99999999999824,-61.99999999998429,,-5331.99999999996
2020.06.15,-574.9999999999922,-502.9999999999868,-345.0000000000064,-416.00000000001637,-1086.9999999999936,-1662.000000000008,-285.00000000000193,-90.99999999999665,-80.99999999999774,,-5045.0
2020.06.15,-529.9999999999972,-337.99999999999386,-236.99999999999832,-715.0000000000211,-1138.9999999999789,-1510.9999999999957,-217.0000000000005,-9.999999999998899,-214.99999999998744,,-4911.999999999972
2020.06.15,-524.9999999999977,-156.99999999998494,-236.00000000000287,-1069.0000000000089,-1399.999999999979,-1578.0000000000127,-202.9999999999976,156.00000000000057,-381.99999999999346,,-5393.999999999976
2020.06.15,-420.9999999999936,63.99999999999739,-158.0000000000026,-1331.0000000000155,-1563.9999999999877,-1421.0000000000057,-48.99999999999905,312.00000000000114,-352.9999999999811,,-4920.999999999986
2020.06.15,-263.0000000000021,-31.000000000003247,-134.0000000000008,-1150.0000000000066,-1304.9999999999784,-1116.000000000006,-0.999999999995449,282.99999999999994,-210.99999999998343,,-3927.999999999976
2020.06.15,-263.99999999999756,-49.99999999999449,-200.00000000000017,-1118.0000000000189,-1391.9999999999932,-1202.000000000014,-17.999999999995797,302.9999999999977,-331.999999999999,,-4273.000000000015
2020.06.15,-344.99999999999534,-82.00000000000429,-239.0000000000003,-1056.0000000000125,-1489.9999999999914,-1252.0000000000086,-83.9999999999952,326.0000000000041,-360.9999999999891,,-4582.999999999993
2020.06.15,-332.99999999999443,-14.000000000002899,-223.00000000000654,-1032.0000000000107,-1477.9999999999793,-1248.0000000000045,-132.99999999999423,226.99999999999943,-304.9999999999997,,-4538.999999999994
2020.06.15,-427.99999999999505,-222.99999999999542,-331.0000000000035,-1023.0000000000183,-1568.9999999999982,-1431.0000000000045,-163.99999999999747,232.99999999999432,-327.99999999999494,,-5264.000000000012
2020.06.15,-429.99999999999704,-245.99999999999068,-331.999999999999,-1005.0000000000115,-1422.9999999999966,-1436.9999999999993,-137.9999999999937,263.0000000000021,-326.9999999999884,,-5074.999999999974
2020.06.15,-302.9999999999977,-248.99999999998812,-260.00000000000466,-1037.0000000000211,-1203.999999999983,-1212.9999999999975,-36.999999999998145,312.9999999999966,-312.00000000000114,,-4301.9999999999945
2020.06.15,-141.00000000000225,-188.9999999999947,-228.00000000000597,-1190.0000000000023,-1240.999999999981,-870.9999999999995,43.00000000000415,351.0000000000013,-239.99999999999577,,-3705.9999999999764
2020.06.15,-139.99999999999568,-222.99999999999542,-180.0000000000024,-1109.0000000000043,-996.9999999999812,-758.0000000000142,160.00000000000458,368.00000000000165,-232.99999999999432,,-3111.999999999981
