date,USDCHF,EURUSD,NZDUSD,GBPCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,empty,sum
2018.05.14,-34.99999999999615,-55.000000000005045,-58.99999999999794,-226.99999999999943,-49.99999999999449,-75.00000000000284,-44.99999999999504,-128.99999999999068,-130.99999999999224,-129.99999999999545,-141.00000000001333,-124.99999999999733,-58.9999999999975,-54.999999999993946,,-1315.9999999999714
2018.05.14,-9.00000000000345,-2.999999999997449,-107.99999999999699,-148.00000000001478,-11.00000000000545,-87.00000000000374,51.99999999999649,-122.99999999999045,-282.0000000000045,-10.99999999999568,79.99999999999119,168.99999999999693,-118.99999999999977,52.000000000007596,,-548.00000000002
2018.05.14,-4.999999999999449,4.999999999988347,-82.99999999999974,-300.00000000001137,-0.999999999995449,-140.0000000000068,63.00000000000195,-190.99999999997408,-337.99999999999386,32.00000000001069,200.99999999998454,259.9999999999936,-133.00000000000978,130.0000000000079,,-500.00000000000347
2018.05.14,79.00000000000685,9.999999999998899,-92.99999999999864,-290.00000000001245,88.99999999999464,-147.00000000000824,72.0000000000054,-175.99999999998772,-323.99999999999096,46.999999999997044,241.99999999998667,272.00000000000557,-120.00000000000455,145.00000000000622,,-194.00000000000128
2018.05.14,59.99999999999339,36.999999999998145,-93.99999999999409,-275.000000000003,85.00000000000173,-123.00000000000644,70.99999999999883,-186.9999999999834,-286.99999999999284,69.99999999999318,213.99999999998087,289.9999999999903,-120.00000000000455,165.00000000000404,,-94.00000000002387
2018.05.14,17.999999999995797,48.000000000003595,-156.99999999999602,-259.9999999999936,88.99999999999464,-157.00000000000713,73.00000000000084,-221.99999999998,-275.000000000003,94.99999999999886,218.99999999999142,239.99999999999577,-179.00000000000205,173.00000000000094,,-294.9999999999999
2018.05.14,7.9999999999968985,92.00000000000318,-171.99999999999437,-273.9999999999965,75.00000000000284,-163.00000000000205,92.00000000000318,-178.99999999997362,-329.00000000000153,50.00000000001137,240.9999999999801,229.99999999999687,-150.00000000000568,184.00000000000637,,-294.999999999973
2018.05.14,-68.00000000000139,150.00000000000568,-190.00000000000128,-286.00000000000847,63.00000000000195,-145.00000000000622,78.00000000000028,-285.99999999997294,-354.9999999999942,86.99999999998909,284.9999999999797,262.999999999991,-183.9999999999975,231.99999999999886,,-356.0000000000156
2018.05.14,-68.99999999999685,177.00000000000495,-190.00000000000128,-320.00000000000915,65.99999999999939,-131.00000000000333,55.000000000005045,-298.9999999999782,-384.9999999999909,99.99999999999432,270.99999999999903,285.00000000000193,-168.00000000000637,253.0000000000032,,-354.99999999997806
2018.05.14,-66.99999999999484,194.0000000000053,-180.99999999999784,-347.0000000000084,65.99999999999939,-126.0000000000039,46.00000000000159,-330.99999999998886,-421.0000000000047,131.00000000000023,296.9999999999917,316.99999999998954,-140.00000000000057,246.00000000000176,,-316.0000000000096
2018.05.14,-73.00000000000084,174.99999999999181,-176.99999999999383,-336.00000000000296,34.99999999999615,-114.00000000000298,45.000000000006146,-381.0000000000002,-489.0000000000061,132.000000000005,318.9999999999804,341.99999999999784,-132.000000000005,229.00000000000142,,-425.000000000033
2018.05.14,-51.000000000001044,174.00000000000747,-110.99999999999443,-331.0000000000146,2.999999999997449,-69.00000000000794,53.999999999998494,-369.9999999999761,-557.0000000000075,203.00000000000296,370.999999999988,482.999999999989,-118.00000000000921,240.00000000000688,,-79.00000000002063
2018.05.14,-70.0000000000034,211.99999999998997,-132.99999999999423,-354.0000000000099,7.9999999999968985,-74.00000000000739,46.00000000000159,-417.99999999997794,-574.0000000000078,217.9999999999893,395.99999999999636,478.0000000000006,-140.00000000000057,280.00000000000244,,-125.0000000000241
2018.05.14,-53.999999999998494,207.00000000000162,-129.00000000000134,-324.9999999999975,26.999999999999247,-84.0000000000063,68.00000000000139,-399.99999999997726,-507.9999999999973,252.00000000000955,408.9999999999927,449.9999999999948,-152.00000000000102,273.000000000001,,34.0000000000212
2018.05.14,-43.999999999999595,184.99999999999073,-121.99999999999989,-344.00000000001097,26.999999999999247,-100.00000000000009,63.00000000000195,-397.99999999999613,-499.000000000005,240.0000000000091,380.9999999999869,426.9999999999996,-159.9999999999966,242.00000000000887,,-102.00000000001188
2018.05.14,-12.999999999996348,141.99999999999767,-112.99999999999643,-356.00000000000074,51.99999999999649,-102.00000000000209,60.99999999999994,-385.9999999999957,-465.99999999998863,227.00000000000387,335.9999999999808,422.9999999999956,-145.00000000001023,243.00000000000432,,-97.00000000001154
2018.05.14,11.00000000000545,113.00000000000753,-70.99999999999883,-375.0000000000142,56.99999999999594,-79.00000000000685,56.99999999999594,-387.9999999999768,-472.9999999999901,217.9999999999893,346.9999999999862,476.9999999999941,-115.99999999999966,195.00000000000074,,-27.000000000011198
2018.05.14,-15.999999999993797,120.99999999999334,1.0000000000065512,-351.0000000000124,38.0000000000047,-7.0000000000014495,80.00000000000229,-396.99999999999136,-475.0000000000032,270.00000000001023,389.99999999997925,713.0000000000081,-46.00000000000648,178.00000000000037,,498.99999999999613
