names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['GBPCAD', 'CADCHF']",100.0,1.0,B
EURUSD,10,['GBPAUD'],80.0,0.3026190476190477,B
NZDUSD,10,"['AUDNZD', 'GBPAUD', 'USDJPY', 'AUDCHF']",80.0,-0.82,S
GBPCHF,15,"['NZDCHF', 'EURNZD']",80.0,-0.5373095793095795,S
CADCHF,10,['AUDUSD'],100.0,0.027333333333333334,B
NZDCHF,15,"['AUDNZD', 'AUDUSD']",80.0,-0.99,S
EURGBP,15,"['NZDCHF', 'EURNZD']",80.0,0.5126386391386393,B
GBPJPY,10,['AUDNZD'],80.0,-0.5630238095238098,S
GBPCAD,10,['AUDUSD'],80.0,-0.08866666666666667,S
EURJPY,20,['NZDCAD'],80.0,0.37243506493506495,B
EURCAD,10,['AUDUSD'],80.0,0.74,B
EURNZD,15,"['AUDNZD', 'AUDUSD']",80.0,0.9776190476190477,B
CADJPY,10,"['AUDUSD', 'AUDNZD', 'AUDJPY', 'EURJPY']",80.0,-0.96,S
NZDJPY,50,"['AUDNZD', 'NZDUSD', 'EURCHF', 'USDCHF']",100.0,-0.8757936507936508,S
AUDCAD,10,"['AUDUSD', 'NZDCAD']",100.0,0.14,B
