date,GBPJPY,empty,sum
2017.03.27,0.0,,0.0
2017.03.27,134.9999999999909,,134.9999999999909
2017.03.27,-80.99999999998886,,-80.99999999998886
2017.03.27,-153.99999999999636,,-153.99999999999636
2017.03.27,-131.00000000000023,,-131.00000000000023
2017.03.27,-246.00000000000932,,-246.00000000000932
2017.03.27,-293.00000000000637,,-293.00000000000637
2017.03.27,-353.00000000000864,,-353.00000000000864
2017.03.27,-401.00000000001046,,-401.00000000001046
2017.03.27,-372.0000000000141,,-372.0000000000141
2017.03.27,-382.000000000005,,-382.000000000005
2017.03.27,-311.00000000000705,,-311.00000000000705
2017.03.27,-259.9999999999909,,-259.9999999999909
2017.03.27,-290.9999999999968,,-290.9999999999968
2017.03.27,-290.9999999999968,,-290.9999999999968
2017.03.27,-217.9999999999893,,-217.9999999999893
2017.03.27,-179.00000000000205,,-179.00000000000205
2017.03.27,-331.99999999999363,,-331.99999999999363
2017.03.27,-332.9999999999984,,-332.9999999999984
2017.03.27,-330.0000000000125,,-330.0000000000125
2017.03.27,-230.99999999999454,,-230.99999999999454
2017.03.27,-85.00000000000796,,-85.00000000000796
2017.03.27,-51.00000000001614,,-51.00000000001614
2017.03.27,4.9999999999954525,,4.9999999999954525
2017.03.27,147.99999999999613,,147.99999999999613
2017.03.27,181.99999999998795,,181.99999999998795
2017.03.27,341.0000000000082,,341.0000000000082
2017.03.27,441.0000000000025,,441.0000000000025
2017.03.27,344.99999999999886,,344.99999999999886
2017.03.27,272.99999999999613,,272.99999999999613
2017.03.27,270.00000000001023,,270.00000000001023
2017.03.27,331.99999999999363,,331.99999999999363
2017.03.27,336.9999999999891,,336.9999999999891
2017.03.27,382.000000000005,,382.000000000005
2017.03.27,323.0000000000075,,323.0000000000075
2017.03.27,218.9999999999941,,218.9999999999941
2017.03.27,335.00000000000796,,335.00000000000796
2017.03.27,528.9999999999964,,528.9999999999964
2017.03.27,424.0000000000066,,424.0000000000066
2017.03.27,347.99999999998477,,347.99999999998477
2017.03.27,423.0000000000018,,423.0000000000018
2017.03.27,417.0000000000016,,417.0000000000016
2017.03.27,407.99999999998704,,407.99999999998704
2017.03.27,411.00000000000136,,411.00000000000136
2017.03.27,460.00000000000796,,460.00000000000796
2017.03.27,492.999999999995,,492.999999999995
2017.03.27,532.0000000000107,,532.0000000000107
2017.03.27,454.9999999999841,,454.9999999999841
2017.03.28,406.0000000000059,,406.0000000000059
2017.03.28,414.99999999999204,,414.99999999999204
2017.03.28,498.9999999999952,,498.9999999999952
2017.03.28,448.0000000000075,,448.0000000000075
2017.03.28,477.00000000000387,,477.00000000000387
2017.03.28,596.0000000000036,,596.0000000000036
2017.03.28,627.9999999999859,,627.9999999999859
2017.03.28,551.9999999999925,,551.9999999999925
2017.03.28,441.0000000000025,,441.0000000000025
2017.03.28,507.000000000005,,507.000000000005
2017.03.28,503.9999999999907,,503.9999999999907
2017.03.28,479.99999999998977,,479.99999999998977
2017.03.28,478.00000000000864,,478.00000000000864
2017.03.28,456.99999999999363,,456.99999999999363
2017.03.28,468.9999999999941,,468.9999999999941
2017.03.28,477.00000000000387,,477.00000000000387
2017.03.28,490.0000000000091,,490.0000000000091
2017.03.28,420.99999999999227,,420.99999999999227
2017.03.28,355.99999999999454,,355.99999999999454
2017.03.28,393.0000000000007,,393.0000000000007
2017.03.28,564.9999999999977,,564.9999999999977
2017.03.28,604.9999999999898,,604.9999999999898
2017.03.28,692.0000000000073,,692.0000000000073
2017.03.28,758.9999999999861,,758.9999999999861
2017.03.28,784.9999999999966,,784.9999999999966
2017.03.28,560.0000000000023,,560.0000000000023
2017.03.28,512.0000000000005,,512.0000000000005
2017.03.28,353.00000000000864,,353.00000000000864
2017.03.28,217.9999999999893,,217.9999999999893
2017.03.28,127.00000000000955,,127.00000000000955
2017.03.28,-9.000000000014552,,-9.000000000014552
2017.03.28,-62.00000000001182,,-62.00000000001182
2017.03.28,-84.00000000000318,,-84.00000000000318
2017.03.28,-137.00000000000045,,-137.00000000000045
2017.03.28,-295.0000000000159,,-295.0000000000159
2017.03.28,-330.99999999998886,,-330.99999999998886
2017.03.28,-359.00000000000887,,-359.00000000000887
2017.03.28,-295.0000000000159,,-295.0000000000159
2017.03.28,-364.0000000000043,,-364.0000000000043
2017.03.28,-396.99999999999136,,-396.99999999999136
2017.03.28,-348.0000000000132,,-348.0000000000132
2017.03.28,-317.0000000000073,,-317.0000000000073
2017.03.28,-258.0000000000098,,-258.0000000000098
2017.03.28,-163.0000000000109,,-163.0000000000109
2017.03.28,-137.00000000000045,,-137.00000000000045
2017.03.28,-62.00000000001182,,-62.00000000001182
2017.03.28,-92.00000000001296,,-92.00000000001296
2017.03.28,-115.0000000000091,,-115.0000000000091
2017.03.29,-179.00000000000205,,-179.00000000000205
2017.03.29,-143.00000000000068,,-143.00000000000068
2017.03.29,-109.00000000000887,,-109.00000000000887
2017.03.29,-70.99999999999795,,-70.99999999999795
2017.03.29,-106.99999999999932,,-106.99999999999932
2017.03.29,-348.99999999998954,,-348.99999999998954
2017.03.29,-848.9999999999895,,-848.9999999999895
2017.03.29,-675.0000000000114,,-675.0000000000114
2017.03.29,-658.9999999999918,,-658.9999999999918
2017.03.29,-616.0000000000139,,-616.0000000000139
2017.03.29,-486.99999999999477,,-486.99999999999477
2017.03.29,-381.0000000000002,,-381.0000000000002
2017.03.29,-420.99999999999227,,-420.99999999999227
2017.03.29,-406.0000000000059,,-406.0000000000059
2017.03.29,-474.9999999999943,,-474.9999999999943
2017.03.29,-490.0000000000091,,-490.0000000000091
2017.03.29,-575.9999999999934,,-575.9999999999934
2017.03.29,-681.0000000000116,,-681.0000000000116
2017.03.29,-752.0000000000095,,-752.0000000000095
2017.03.29,-741.0000000000139,,-741.0000000000139
2017.03.29,-670.0000000000159,,-670.0000000000159
2017.03.29,-795.9999999999923,,-795.9999999999923
2017.03.29,-629.9999999999955,,-629.9999999999955
2017.03.29,-568.000000000012,,-568.000000000012
2017.03.29,-502.00000000000955,,-502.00000000000955
2017.03.29,-605.9999999999945,,-605.9999999999945
2017.03.29,-496.0000000000093,,-496.0000000000093
2017.03.29,-525.0000000000057,,-525.0000000000057
2017.03.29,-478.00000000000864,,-478.00000000000864
2017.03.29,-504.99999999999545,,-504.99999999999545
2017.03.29,-683.9999999999975,,-683.9999999999975
2017.03.29,-923.0000000000018,,-923.0000000000018
2017.03.29,-876.0000000000048,,-876.0000000000048
2017.03.29,-838.9999999999986,,-838.9999999999986
2017.03.29,-698.0000000000075,,-698.0000000000075
2017.03.29,-682.9999999999927,,-682.9999999999927
2017.03.29,-715.0000000000034,,-715.0000000000034
2017.03.29,-741.9999999999902,,-741.9999999999902
2017.03.29,-683.9999999999975,,-683.9999999999975
2017.03.29,-729.0000000000134,,-729.0000000000134
2017.03.29,-665.9999999999968,,-665.9999999999968
2017.03.29,-508.0000000000098,,-508.0000000000098
2017.03.29,-495.00000000000455,,-495.00000000000455
2017.03.29,-480.99999999999454,,-480.99999999999454
2017.03.29,-409.9999999999966,,-409.9999999999966
2017.03.29,-443.00000000001205,,-443.00000000001205
2017.03.29,-379.99999999999545,,-379.99999999999545
2017.03.29,-429.00000000000205,,-429.00000000000205
2017.03.30,-478.00000000000864,,-478.00000000000864
2017.03.30,-379.99999999999545,,-379.99999999999545
2017.03.30,-361.99999999999477,,-361.99999999999477
2017.03.30,-353.00000000000864,,-353.00000000000864
2017.03.30,-281.0000000000059,,-281.0000000000059
2017.03.30,-277.00000000001523,,-277.00000000001523
2017.03.30,-216.00000000000819,,-216.00000000000819
2017.03.30,-109.00000000000887,,-109.00000000000887
2017.03.30,2.999999999985903,,2.999999999985903
2017.03.30,84.00000000000318,,84.00000000000318
2017.03.30,63.99999999999295,,63.99999999999295
2017.03.30,-28.999999999996362,,-28.999999999996362
2017.03.30,-27.000000000015234,,-27.000000000015234
2017.03.30,-19.000000000005457,,-19.000000000005457
2017.03.30,-31.00000000000591,,-31.00000000000591
2017.03.30,-68.00000000001205,,-68.00000000001205
2017.03.30,-194.99999999999318,,-194.99999999999318
2017.03.30,-229.99999999998977,,-229.99999999998977
2017.03.30,-338.99999999999864,,-338.99999999999864
2017.03.30,-393.0000000000007,,-393.0000000000007
2017.03.30,-603.0000000000086,,-603.0000000000086
2017.03.30,-674.0000000000066,,-674.0000000000066
2017.03.30,-697.0000000000027,,-697.0000000000027
2017.03.30,-657.0000000000107,,-657.0000000000107
2017.03.30,-650.0000000000057,,-650.0000000000057
2017.03.30,-270.00000000001023,,-270.00000000001023
2017.03.30,-242.999999999995,,-242.999999999995
2017.03.30,-280.00000000000114,,-280.00000000000114
2017.03.30,-90.00000000000341,,-90.00000000000341
2017.03.30,50.00000000001137,,50.00000000001137
2017.03.30,56.99999999998795,,56.99999999998795
2017.03.30,79.99999999998408,,79.99999999998408
2017.03.30,258.99999999998613,,258.99999999998613
2017.03.30,463.99999999999864,,463.99999999999864
2017.03.30,662.0000000000061,,662.0000000000061
2017.03.30,555.0000000000068,,555.0000000000068
2017.03.30,507.000000000005,,507.000000000005
2017.03.30,495.00000000000455,,495.00000000000455
2017.03.30,585.9999999999843,,585.9999999999843
2017.03.30,448.99999999998386,,448.99999999998386
2017.03.30,468.9999999999941,,468.9999999999941
2017.03.30,534.9999999999966,,534.9999999999966
2017.03.30,610.99999999999,,610.99999999999
2017.03.30,748.9999999999952,,748.9999999999952
2017.03.30,722.9999999999848,,722.9999999999848
2017.03.30,859.9999999999852,,859.9999999999852
2017.03.30,915.9999999999968,,915.9999999999968
2017.03.30,967.9999999999893,,967.9999999999893
2017.03.31,895.9999999999866,,895.9999999999866
2017.03.31,949.9999999999886,,949.9999999999886
2017.03.31,950.9999999999934,,950.9999999999934
2017.03.31,967.9999999999893,,967.9999999999893
2017.03.31,943.9999999999884,,943.9999999999884
2017.03.31,925.9999999999877,,925.9999999999877
2017.03.31,949.9999999999886,,949.9999999999886
2017.03.31,1072.0000000000027,,1072.0000000000027
2017.03.31,1421.999999999997,,1421.999999999997
2017.03.31,1379.9999999999955,,1379.9999999999955
2017.03.31,1450.9999999999934,,1450.9999999999934
2017.03.31,1536.0000000000014,,1536.0000000000014
2017.03.31,1461.999999999989,,1461.999999999989
2017.03.31,1443.000000000012,,1443.000000000012
2017.03.31,1332.9999999999984,,1332.9999999999984
2017.03.31,1342.9999999999893,,1342.9999999999893
2017.03.31,1289.999999999992,,1289.999999999992
2017.03.31,1092.9999999999893,,1092.9999999999893
2017.03.31,909.9999999999966,,909.9999999999966
2017.03.31,816.0000000000025,,816.0000000000025
2017.03.31,750.0,,750.0
2017.03.31,780.0000000000011,,780.0000000000011
2017.03.31,872.9999999999905,,872.9999999999905
2017.03.31,706.9999999999936,,706.9999999999936
2017.03.31,786.0000000000014,,786.0000000000014
2017.03.31,787.0000000000061,,787.0000000000061
2017.03.31,756.0000000000002,,756.0000000000002
2017.03.31,722.9999999999848,,722.9999999999848
2017.03.31,795.9999999999923,,795.9999999999923
2017.03.31,996.0000000000093,,996.0000000000093
2017.03.31,1110.99999999999,,1110.99999999999
2017.03.31,1002.9999999999859,,1002.9999999999859
2017.03.31,599.9999999999943,,599.9999999999943
2017.03.31,536.0000000000014,,536.0000000000014
2017.03.31,645.0000000000102,,645.0000000000102
2017.03.31,722.0000000000084,,722.0000000000084
2017.03.31,805.0000000000068,,805.0000000000068
2017.03.31,1079.0000000000077,,1079.0000000000077
2017.03.31,1204.999999999984,,1204.999999999984
2017.03.31,1121.9999999999857,,1121.9999999999857
2017.03.31,1082.9999999999984,,1082.9999999999984
2017.03.31,1109.9999999999852,,1109.9999999999852
2017.03.31,1004.9999999999955,,1004.9999999999955
2017.03.31,1010.9999999999957,,1010.9999999999957
2017.03.31,1015.9999999999911,,1015.9999999999911
2017.03.31,985.99999999999,,985.99999999999
2017.03.31,998.9999999999952,,998.9999999999952
2017.03.31,1079.0000000000077,,1079.0000000000077
